_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
5073,35,9,29,3,75,21,0,4,0,24,9,7,12,3,34,3,7,26,0,33,65,22,25,4,114,37,42,52,5,137,249,46,68,6,363,134,79,58,4,279,172,121,76,12,389,109,135,45,13,297,70,115,55,6,242,78,137,44,3,269,181,301,44,8,529,99,229,18,3,348,70,180,8,3,256,42,98,0,0,149,51,199,5,3,258,96,207,67,0,372,34,16,8,0,59,1559,1956,651,74,4238
5074,26,11,10,0,50,18,3,5,3,27,6,6,17,3,31,12,3,20,0,34,83,15,30,6,133,25,21,47,3,93,230,37,59,9,333,120,76,69,5,273,125,133,77,8,334,119,127,47,10,304,58,119,38,10,223,66,136,38,0,241,130,283,34,7,453,59,158,11,0,231,35,95,7,0,139,17,59,4,0,85,27,98,0,0,122,68,162,35,0,274,22,12,13,3,51,1256,1556,560,70,3436
5075,18,10,3,0,28,7,0,0,0,12,4,0,14,0,19,0,3,13,0,20,62,13,21,0,93,24,12,38,0,76,199,30,42,4,267,124,50,39,3,220,141,74,66,3,291,122,87,48,8,267,68,100,22,3,199,58,113,23,3,196,107,212,28,5,350,77,167,14,3,258,41,104,3,0,154,20,65,0,0,90,20,99,4,0,123,79,134,40,0,260,17,7,7,0,31,1201,1276,431,45,2953
5076,13,0,0,0,14,13,0,0,0,13,4,3,11,0,20,9,0,10,3,20,39,4,14,4,52,26,14,26,0,68,117,27,29,0,172,95,34,44,0,181,96,56,26,0,186,93,88,28,0,211,66,93,23,3,183,64,87,20,3,170,130,219,30,3,378,79,195,8,3,288,46,143,4,4,200,29,72,0,0,99,27,142,3,0,176,46,168,39,4,252,12,13,8,0,32,996,1375,305,26,2709
5081,23,4,13,0,37,8,0,6,3,14,9,4,8,0,15,0,0,0,0,10,26,9,9,0,49,18,4,13,6,40,78,12,19,0,106,58,19,21,0,102,70,31,27,4,134,92,39,17,4,160,43,46,22,4,114,58,48,17,3,127,118,87,34,3,246,84,97,9,3,198,53,80,5,3,138,53,91,10,0,152,148,313,10,0,474,73,137,28,3,240,15,14,0,0,25,1024,1035,264,41,2368
5082,25,10,3,0,44,5,3,4,3,20,4,7,17,3,27,5,0,10,0,20,38,9,18,3,77,28,23,30,4,80,125,32,38,6,205,74,66,42,8,189,119,101,51,7,281,99,99,38,15,250,70,99,32,0,197,96,103,25,0,222,177,232,36,3,459,110,198,19,3,335,91,183,9,3,278,64,130,5,3,196,102,347,13,0,459,92,215,55,4,366,14,6,8,0,24,1339,1863,450,73,3729
5083,13,3,3,4,19,5,0,0,0,7,3,0,3,0,10,0,3,8,0,11,15,5,12,0,39,10,14,19,3,45,71,26,18,0,113,43,33,29,7,111,71,64,31,8,172,60,56,25,11,160,37,50,18,7,106,52,64,14,0,124,81,140,26,5,257,64,121,5,3,197,47,98,4,3,148,22,56,3,0,81,35,109,0,3,144,41,99,19,0,163,11,3,3,0,16,685,935,245,55,1917
5084,19,12,9,0,41,6,3,5,0,17,5,10,26,4,47,4,12,28,3,42,50,26,37,4,116,35,69,57,8,163,111,59,71,6,243,71,73,68,7,222,54,109,55,11,230,49,90,44,3,195,35,76,14,5,140,33,66,7,4,109,58,101,24,4,188,34,68,10,0,115,13,38,0,3,53,11,15,3,0,28,3,34,3,0,39,42,101,41,4,189,11,9,18,0,41,655,964,533,71,2226
5085,42,20,21,10,90,13,10,11,0,36,12,12,29,9,61,3,12,37,0,47,62,40,56,7,160,41,46,85,3,175,221,68,82,15,390,144,108,95,11,361,146,180,96,6,425,146,202,59,14,425,103,209,52,9,369,110,188,36,12,342,225,340,52,10,624,151,229,14,10,402,81,123,3,4,217,42,100,0,0,140,44,156,3,5,212,123,210,74,8,417,14,14,14,0,48,1717,2270,821,128,4934
5086,43,6,6,3,59,15,4,9,0,31,12,4,23,0,38,11,7,27,0,42,71,22,45,4,149,32,25,75,3,139,220,60,82,3,369,127,86,98,4,315,156,167,97,10,430,132,185,69,10,399,81,176,54,4,316,83,151,32,0,272,184,297,44,8,538,114,217,15,3,349,61,144,7,0,210,36,73,6,5,118,34,86,4,0,125,76,164,59,5,302,22,13,9,3,40,1514,1879,778,79,4245
5087,28,4,8,3,43,6,3,5,0,17,8,5,13,4,34,7,7,14,4,30,62,15,27,3,104,24,23,44,3,101,157,40,57,9,264,104,78,44,3,239,120,117,64,9,304,93,122,44,9,262,54,89,40,11,197,73,109,30,3,222,144,195,21,10,364,84,140,13,8,237,54,71,5,0,131,33,49,6,0,86,30,61,8,0,97,78,116,51,5,248,18,6,5,0,34,1183,1244,503,73,3010
5088,4,0,0,0,7,5,0,0,0,5,0,3,3,0,10,0,0,4,0,8,10,0,10,0,23,7,6,19,0,32,59,8,17,6,95,33,27,37,3,99,32,34,19,3,93,28,47,7,3,86,20,42,7,0,64,20,36,7,0,68,47,66,7,3,122,15,27,3,0,54,6,15,0,0,23,3,4,0,0,11,7,4,0,0,14,13,31,19,0,67,9,3,0,0,9,331,356,170,19,871
5089,9,3,3,0,18,3,0,0,0,9,5,0,9,0,11,0,0,5,0,7,22,7,10,0,33,17,11,20,0,47,92,15,16,0,129,71,17,29,4,117,94,35,31,0,161,67,52,23,0,146,46,64,12,0,115,52,65,15,0,131,106,157,17,0,288,69,136,9,0,207,37,95,4,0,137,23,67,4,0,93,39,93,3,0,136,35,98,20,0,149,6,4,0,0,17,791,921,234,12,1956
5090,5,0,4,0,13,5,0,0,0,9,3,3,9,0,14,3,0,4,0,10,43,0,17,0,65,26,8,27,0,62,176,19,36,3,239,102,29,30,6,163,124,66,43,6,230,93,74,26,0,194,61,76,25,0,166,48,71,13,0,133,91,151,17,3,263,61,88,10,0,156,23,60,0,0,81,9,20,0,0,38,5,43,0,0,44,50,68,25,3,152,9,6,6,0,23,959,780,298,29,2062
5091,4,0,0,0,5,9,0,0,0,9,4,0,4,0,6,0,0,5,0,8,28,4,17,0,46,16,9,23,0,46,126,13,28,3,161,99,35,36,0,171,129,57,35,6,224,92,57,20,4,170,54,84,28,0,167,47,92,15,3,161,112,181,22,3,312,68,130,7,4,213,33,81,3,0,116,24,42,3,0,73,13,82,0,0,101,59,113,26,0,198,14,6,6,0,29,921,985,270,20,2199
5092,33,8,8,0,49,17,3,8,0,25,14,0,13,3,30,4,3,22,0,36,71,15,41,3,136,58,27,69,3,158,307,50,95,3,449,206,79,91,9,377,223,158,111,12,502,194,215,67,11,483,117,211,55,5,391,121,186,49,4,356,248,385,61,9,696,116,273,26,0,410,62,142,11,0,212,17,66,3,0,83,21,98,3,0,124,95,182,75,3,347,38,17,17,0,70,1947,2122,816,65,4947
5093,15,6,4,0,26,6,7,3,0,14,5,4,8,0,16,6,7,15,0,28,51,17,31,7,98,27,22,52,0,98,186,28,46,6,265,105,48,49,9,215,121,92,64,3,279,117,113,52,6,288,56,124,30,3,209,57,101,20,4,183,97,169,24,3,291,54,90,6,3,158,25,47,4,0,77,14,30,0,0,47,15,26,3,0,42,44,98,39,0,185,21,5,3,3,30,1018,1029,454,50,2553
5094,0,4,0,0,3,0,0,0,0,0,0,0,7,0,11,0,0,5,0,5,3,0,4,0,11,0,5,0,0,14,17,0,6,0,23,13,5,4,0,24,12,11,6,0,34,8,13,4,0,24,5,7,4,0,21,0,8,0,0,10,4,19,3,0,21,0,6,0,0,9,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,5,11,9,0,25,0,0,0,0,3,76,103,51,0,227
5095,54,19,27,6,105,7,11,5,3,30,19,22,16,5,62,8,15,28,0,47,58,41,47,7,152,48,44,84,9,183,225,76,73,16,385,136,121,76,11,347,184,177,83,18,465,190,209,74,11,487,125,200,52,8,386,127,210,51,7,393,230,395,70,16,715,158,287,23,9,476,84,149,3,3,238,50,93,6,3,149,57,197,0,3,261,128,290,59,3,474,23,15,9,0,52,1918,2560,794,140,5422
5096,13,7,9,0,35,10,4,3,0,23,10,5,21,0,45,9,4,23,0,28,61,22,52,4,137,38,24,79,0,143,204,52,73,11,340,124,92,61,10,285,154,129,83,10,375,129,170,53,8,353,87,161,41,3,284,81,127,37,3,244,178,241,39,3,470,63,159,16,0,238,34,97,8,0,137,13,53,4,0,68,12,88,3,0,98,73,186,54,3,321,13,12,13,3,43,1309,1638,665,45,3661
5097,12,9,7,0,23,10,0,3,3,17,12,4,9,3,20,7,0,20,0,28,55,4,27,0,91,49,12,60,5,128,227,22,78,3,339,141,45,77,3,263,188,103,78,12,371,147,118,60,4,328,101,168,37,6,316,120,155,44,3,317,193,326,42,3,566,119,211,23,3,361,50,122,3,0,173,21,69,7,0,96,27,78,3,0,101,99,161,45,0,305,25,12,9,0,48,1593,1619,609,47,3872
5098,21,3,6,0,36,8,3,4,0,19,9,3,22,0,38,0,3,22,0,29,71,28,28,7,138,43,24,59,5,129,296,29,80,3,412,134,62,74,13,284,122,129,80,4,341,111,140,44,4,303,80,130,35,3,244,83,142,37,6,266,121,232,24,9,386,64,147,13,0,235,33,78,4,4,116,15,41,3,0,63,12,36,3,0,51,69,142,46,0,255,21,12,8,0,40,1320,1389,601,65,3375
5106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
5107,37,21,17,3,70,15,8,13,0,36,17,10,38,4,74,3,3,35,0,39,66,45,60,5,180,59,51,121,3,240,268,92,99,8,472,130,180,116,10,434,144,233,104,16,497,133,254,65,5,460,67,230,64,0,364,76,205,22,9,307,149,323,41,7,523,44,184,14,5,242,24,67,6,0,105,11,34,3,0,51,12,37,3,0,56,78,215,79,8,380,25,18,30,0,78,1370,2227,937,80,4614
5108,33,40,56,3,131,24,9,35,6,80,35,30,92,8,162,9,19,129,0,155,202,134,204,5,544,100,137,372,11,616,596,267,349,23,1235,293,347,324,25,990,330,483,294,22,1137,320,532,212,24,1094,178,475,121,11,783,216,395,87,11,707,352,615,96,16,1083,123,334,31,3,487,39,136,5,0,184,15,69,8,0,97,16,70,9,3,92,161,420,209,7,795,53,45,55,0,163,3108,4555,2687,193,10542
5109,32,14,15,0,58,21,3,6,0,32,17,8,37,3,58,11,6,45,0,63,102,40,76,0,222,58,48,143,3,253,394,81,145,7,625,223,137,117,9,483,220,210,134,20,581,205,255,91,15,565,123,205,55,9,400,122,204,56,13,393,249,345,69,6,662,111,234,21,3,365,46,127,10,0,178,19,71,4,0,87,21,95,4,0,121,122,243,109,10,483,34,17,31,0,76,2115,2330,1173,93,5713
5110,8,9,5,0,19,9,3,5,0,18,7,4,19,0,27,7,6,22,0,35,48,25,38,0,112,27,19,64,4,119,150,34,57,0,244,57,86,54,3,197,74,103,57,0,232,94,108,33,0,246,44,98,19,3,165,56,97,11,3,178,82,160,20,0,261,46,97,6,0,151,11,42,3,0,58,7,23,0,0,31,7,21,4,0,32,48,120,34,0,198,13,12,9,0,32,799,1066,473,17,2363
5111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5112,8,23,15,3,46,17,6,15,3,39,9,16,60,3,90,10,7,76,0,94,92,67,96,12,261,52,64,206,5,330,321,108,170,15,621,154,137,172,17,476,177,191,119,18,507,132,163,94,8,399,74,150,56,8,282,78,124,33,6,239,137,209,36,4,389,58,121,15,0,194,20,80,4,0,100,10,32,0,0,46,4,48,3,0,60,102,178,105,4,390,40,28,50,0,120,1494,1745,1325,110,4671
5113,6,10,25,0,45,10,8,11,3,33,10,10,71,0,90,4,5,111,0,127,116,68,166,13,361,55,56,269,10,388,310,108,248,22,681,150,160,208,18,542,161,232,129,13,536,144,200,79,15,434,60,124,36,14,229,44,88,34,3,179,82,113,29,0,230,29,46,10,0,85,8,16,3,0,29,3,9,3,0,10,7,7,4,0,19,61,140,114,7,329,45,30,57,7,133,1316,1418,1614,129,4475
5114,13,22,28,6,64,21,6,13,4,37,17,13,57,0,91,8,9,97,3,114,115,52,153,3,316,57,49,351,6,462,410,128,298,6,839,223,219,261,20,726,280,335,227,14,857,268,452,147,17,882,226,418,102,3,755,226,357,76,10,670,388,681,67,10,1153,172,351,31,4,558,72,216,9,3,296,38,100,7,0,148,41,117,9,0,167,185,447,158,8,800,47,25,40,0,121,2805,4007,2135,125,9072
5115,3,13,15,0,28,3,3,9,0,9,0,3,30,0,29,6,4,32,0,39,43,19,54,0,120,25,17,134,3,175,88,38,102,6,242,55,79,88,0,223,61,122,73,6,260,98,154,50,4,311,48,140,20,0,214,84,112,19,4,220,127,186,23,3,334,51,87,8,0,147,23,33,3,0,62,9,15,0,0,21,9,16,3,0,24,46,113,40,0,199,12,13,16,0,41,791,1157,718,39,2700
5116,7,3,3,0,9,9,0,3,0,15,5,3,19,0,25,0,0,22,0,27,50,11,43,3,101,33,13,85,0,138,195,18,87,0,302,104,33,85,3,221,119,82,55,0,251,92,91,34,0,215,51,83,31,3,170,55,108,19,0,184,106,153,23,3,284,57,128,11,0,191,28,66,0,0,95,4,38,0,0,43,9,58,0,0,70,53,121,57,0,228,21,7,9,0,37,989,1016,588,20,2610
5117,0,3,0,0,3,3,0,3,0,7,3,0,0,0,7,0,0,3,0,6,6,0,3,0,7,0,0,8,0,14,39,3,3,0,48,26,15,4,3,52,28,28,7,0,59,22,33,3,0,57,15,45,0,0,64,13,33,4,0,56,29,102,7,0,141,18,76,0,0,94,7,43,0,0,55,3,24,0,0,26,3,30,0,0,38,24,56,10,0,86,0,7,0,0,9,240,496,54,6,794
5118,13,4,3,0,20,19,3,5,0,32,10,3,22,3,41,9,3,26,0,40,82,3,55,3,145,60,14,100,9,183,288,29,88,3,417,159,61,101,8,335,226,118,98,9,448,177,151,75,3,403,127,182,43,5,351,138,209,35,5,383,262,342,48,8,656,132,251,15,0,401,60,195,3,0,262,36,111,3,0,156,41,151,3,0,198,110,301,71,0,486,37,14,20,0,65,1992,2143,820,63,5010
5120,3,8,0,0,11,0,0,0,0,0,0,4,3,0,4,0,4,6,0,9,5,3,3,0,12,0,3,5,0,15,34,14,5,0,55,8,16,8,0,32,14,21,7,0,44,8,20,3,0,36,14,19,6,0,36,8,30,9,0,45,24,44,3,0,69,13,20,0,0,37,12,12,0,0,18,0,13,0,0,16,4,12,0,0,15,11,31,4,0,44,8,3,0,0,10,172,272,60,6,517
5121,0,3,3,0,6,3,0,0,0,3,0,0,0,0,4,6,0,0,0,5,13,3,0,0,14,11,3,8,0,21,51,0,7,0,67,25,14,3,0,41,21,15,4,0,41,23,19,7,0,42,5,25,0,0,31,11,24,5,0,41,19,25,4,0,46,9,15,0,0,20,3,10,0,0,11,0,9,0,0,5,6,6,0,0,16,13,21,6,0,42,3,3,0,0,4,218,187,55,4,473
5125,18,9,5,0,39,11,3,8,3,23,3,3,13,0,28,5,3,30,0,43,53,11,34,0,101,52,10,68,3,128,253,19,85,9,365,178,59,96,3,340,218,96,103,5,427,184,144,77,0,406,117,170,64,3,356,125,215,48,0,384,266,423,55,8,758,154,381,26,0,563,97,281,8,3,394,42,182,6,0,235,77,286,9,0,373,116,298,82,0,494,23,13,16,3,55,2000,2618,833,48,5509
5126,11,0,3,0,11,3,0,0,0,8,0,0,3,0,7,0,0,10,0,7,26,3,19,0,50,23,9,27,0,56,120,5,36,0,159,69,24,30,3,127,94,43,38,0,180,77,88,34,5,205,60,82,24,0,167,51,83,21,0,164,123,185,28,3,335,68,125,5,0,202,29,80,3,0,112,11,50,9,0,66,11,47,4,0,55,50,85,38,0,171,13,4,3,0,20,850,909,331,20,2108
5127,6,0,3,0,9,3,0,0,0,3,3,5,0,0,11,0,0,15,0,14,31,5,10,0,50,19,12,37,0,65,132,9,39,4,183,76,16,55,0,146,91,28,41,4,168,83,49,45,3,185,54,84,27,3,161,42,87,26,3,155,117,181,34,3,338,90,157,13,0,259,47,102,5,0,153,11,59,3,0,83,25,87,0,0,117,44,114,42,0,197,5,7,3,0,16,883,1007,401,24,2310
5131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,4,0,3,0,8,0,3,5,0,4,19,0,0,0,17,10,0,0,0,11,19,4,3,0,24,16,4,3,0,26,8,10,0,0,19,7,8,0,0,19,12,34,3,0,42,14,13,3,0,26,5,10,0,0,17,0,8,0,0,5,9,16,0,0,21,8,28,3,0,40,0,3,0,0,6,132,138,18,3,294
5132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,3,8,0,0,0,8,0,0,0,0,4,4,3,0,0,7,0,4,0,0,6,0,4,0,0,8,3,0,0,0,9,11,9,3,0,20,3,11,0,0,15,4,7,0,0,9,0,0,0,0,0,8,7,0,0,14,4,17,0,0,22,0,0,0,0,0,55,63,9,3,129
5133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6,0,0,0,6,3,0,0,0,5,4,0,0,0,10,4,3,0,0,9,6,0,0,0,11,4,4,0,0,5,4,6,0,0,16,6,5,0,0,8,4,4,0,0,9,0,3,0,0,4,5,10,0,0,16,0,13,0,0,10,0,0,0,0,0,52,57,7,0,108
5134,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,4,10,0,0,0,13,8,0,0,0,10,6,6,0,0,13,0,7,0,0,6,5,3,0,0,10,0,3,0,0,3,7,4,4,0,16,8,5,0,0,12,3,0,0,0,7,3,5,0,0,8,0,11,0,0,13,6,11,3,0,12,0,0,0,0,0,58,53,12,0,125
5136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,4,0,3,0,7,5,0,0,0,8,8,0,0,0,8,12,4,0,0,19,7,0,0,0,9,3,5,0,0,10,3,14,0,0,16,4,7,0,0,10,0,7,0,0,5,3,7,0,0,7,0,15,0,0,15,3,10,3,0,17,0,0,0,0,3,51,72,15,3,146
5137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,6,3,0,0,12,5,0,0,0,9,5,3,3,0,12,5,4,3,0,10,3,5,0,0,14,9,0,3,0,10,6,10,0,0,19,6,5,0,0,9,3,13,0,0,15,0,3,0,0,3,9,15,0,0,27,4,16,3,0,18,3,0,0,0,3,65,86,15,0,171
5138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,7,3,0,4,0,7,8,0,0,0,9,3,0,0,0,3,3,6,0,0,11,7,3,0,0,11,0,6,0,0,12,0,3,0,0,6,0,6,0,0,6,3,8,0,0,11,0,7,0,0,9,0,0,0,0,0,40,44,4,0,88
5139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,3,0,0,0,6,0,0,0,0,0,5,3,0,0,9,3,4,0,0,12,0,4,0,0,4,0,0,0,0,3,0,5,0,0,3,3,3,0,0,8,0,0,0,0,0,26,28,3,0,60
5140,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,0,0,4,3,4,0,0,3,3,0,0,0,8,0,3,0,0,5,0,7,0,0,12,9,4,0,0,12,4,11,0,0,18,3,12,0,0,13,0,7,0,0,4,8,12,0,0,13,9,9,0,0,17,0,0,0,0,0,44,72,14,0,126
5141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,13,0,0,0,16,8,0,0,0,6,9,7,0,0,18,3,8,0,0,14,0,0,0,0,6,7,9,4,0,17,5,7,3,0,19,5,17,0,0,26,6,6,0,0,17,0,4,0,0,4,0,24,0,0,22,6,10,0,0,14,0,0,0,0,0,80,93,14,0,189
5142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,6,11,0,0,0,11,3,3,0,0,8,0,5,3,0,9,3,0,0,0,6,3,5,0,0,7,3,5,0,0,8,11,9,0,0,19,8,9,0,0,14,7,10,0,0,13,0,7,0,0,11,5,12,0,0,19,3,6,0,0,14,0,0,0,0,0,63,79,8,0,150
5144,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,5,0,0,0,7,6,0,0,0,13,6,7,0,0,11,0,4,0,0,3,0,0,0,0,3,10,5,0,0,16,4,10,0,0,10,3,0,0,0,3,0,6,0,0,6,7,11,0,0,23,0,11,0,0,10,0,0,0,0,0,51,61,3,3,122
5150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,8,4,0,18
5151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,7,3,0,0,0,3,3,0,0,0,3,3,3,0,0,6,3,0,0,0,6,3,0,0,0,6,0,6,0,0,10,6,11,0,0,10,4,5,0,0,10,3,3,0,0,10,3,4,0,0,14,3,12,0,0,10,0,0,0,0,0,45,45,12,0,100
5152,3,0,3,0,8,3,0,0,0,5,3,0,4,0,13,0,0,0,0,0,14,3,3,0,18,17,0,8,0,30,60,8,15,4,87,51,12,14,0,77,71,17,13,0,99,67,30,23,4,121,36,28,18,0,79,45,40,5,0,93,65,103,18,0,192,73,98,8,0,181,44,90,3,0,132,36,80,5,0,123,78,222,4,0,309,54,128,23,0,214,6,4,0,0,11,733,859,179,12,1788
5153,8,7,0,0,11,4,4,0,0,6,0,0,4,0,13,4,3,3,0,4,16,4,6,0,28,15,9,13,0,36,59,17,16,3,95,53,25,14,4,94,81,41,14,0,139,57,68,20,0,139,55,55,13,0,127,50,57,11,0,122,99,112,13,4,221,59,103,6,0,166,23,69,0,0,91,29,45,5,0,79,53,149,0,0,204,48,157,28,0,238,14,3,0,0,15,717,922,175,15,1831
5154,0,0,0,0,3,5,0,0,0,5,4,3,3,0,9,3,0,3,0,3,10,0,0,0,13,7,3,11,0,20,25,4,5,0,38,24,8,13,0,40,53,10,11,0,73,42,13,4,0,58,32,12,8,0,48,24,18,9,0,47,43,50,10,0,107,36,66,3,0,106,22,53,3,0,79,19,41,0,0,54,41,120,0,0,162,27,66,9,0,103,3,5,0,0,8,412,475,83,7,977
5155,7,0,4,0,11,0,0,0,0,0,3,0,0,0,3,4,0,0,0,3,9,5,8,0,14,5,4,5,0,13,32,5,12,0,50,19,8,18,0,41,22,23,17,0,65,51,32,14,0,86,27,27,16,0,74,36,39,7,0,76,62,98,17,0,179,38,74,5,0,119,17,66,5,0,92,12,25,3,0,40,23,59,0,0,79,28,66,29,0,121,3,3,0,0,7,383,524,174,4,1086
5156,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,3,3,0,0,8,10,3,3,0,14,8,3,4,0,10,13,4,4,0,25,11,7,0,3,20,3,4,6,0,13,7,11,0,0,23,13,17,3,0,31,14,18,0,0,30,13,14,0,0,25,6,11,0,0,14,6,19,3,0,26,10,18,6,0,33,4,0,0,0,3,116,134,32,3,290
5157,0,0,3,0,3,0,0,3,0,4,3,0,5,0,6,0,0,3,0,3,13,0,0,0,11,9,0,8,0,11,31,3,4,0,37,31,12,3,0,42,34,16,7,0,55,45,19,7,0,73,32,27,4,0,57,30,26,5,0,62,46,57,0,0,102,33,70,0,0,100,5,28,3,0,42,15,23,0,0,41,24,52,0,0,70,28,57,17,0,96,12,3,0,0,18,367,402,68,6,849
