_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
5268,3,0,0,0,7,7,0,0,0,5,0,0,0,0,8,0,0,5,0,5,25,4,3,0,31,7,10,5,0,24,71,17,17,0,106,18,16,18,0,54,52,30,12,0,92,53,29,8,7,100,21,53,4,0,77,25,35,3,0,65,50,53,3,3,108,20,32,0,0,44,5,21,0,0,25,10,7,0,0,15,3,9,0,0,20,21,45,3,0,72,9,5,0,0,17,406,363,90,9,867
5269,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,5,0,3,0,4,3,3,0,0,11,0,4,0,0,6,3,0,0,0,8,3,0,0,0,5,3,3,0,0,5,0,3,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,25,22,13,3,66
5270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,0,0,0,0,3,3,0,0,0,4,13,6,0,0,16,11,8,0,0,15,5,7,0,0,18,6,9,0,0,20,7,5,0,0,13,4,13,0,0,20,16,5,0,0,17,4,4,0,0,10,0,3,0,0,3,0,3,0,0,7,0,12,0,0,11,0,0,0,0,4,81,83,7,0,169
5271,8,6,3,0,25,12,3,0,0,14,4,6,6,0,15,7,0,10,0,8,44,9,29,0,77,13,11,25,0,57,112,28,28,3,171,77,54,24,3,159,98,73,16,8,187,113,96,26,0,236,48,94,7,0,155,67,54,5,0,129,105,111,6,0,228,63,64,3,0,125,30,32,0,0,60,7,17,0,0,23,38,29,0,0,72,67,103,19,0,192,11,11,8,0,29,911,798,226,21,1952
5272,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,3,0,0,0,9,13,3,0,0,17,10,13,3,0,25,7,4,0,0,11,21,18,0,0,39,9,8,0,0,18,7,5,0,0,10,17,4,0,0,26,14,3,0,0,23,3,7,0,0,10,0,0,0,0,0,3,3,0,0,4,14,7,3,0,25,0,0,0,0,3,129,80,14,0,223
5273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,3,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,16,14,0,0,31
5275,0,3,0,0,5,3,0,3,0,8,3,0,6,0,14,0,0,3,0,6,30,0,3,0,29,20,4,3,0,29,65,12,17,0,94,33,22,4,0,57,44,22,5,0,71,34,21,3,0,57,18,25,3,0,41,26,19,3,0,47,28,19,0,0,49,8,18,0,0,30,3,17,0,0,22,4,9,0,0,7,14,20,0,0,33,33,28,3,0,65,9,0,0,0,4,367,229,57,10,661
5276,6,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,10,9,0,0,0,10,27,3,4,0,27,15,6,7,0,25,19,10,0,0,31,24,10,3,3,39,9,8,3,0,23,14,0,0,0,17,27,9,0,0,39,16,9,0,0,26,5,9,0,0,12,0,3,0,0,4,5,3,0,0,5,8,18,3,0,30,3,0,0,0,3,174,91,26,3,299
5277,5,0,0,0,7,0,0,0,0,5,3,3,0,0,8,0,0,6,0,11,22,3,4,3,29,11,5,21,0,41,48,9,16,0,80,29,15,13,0,60,29,27,9,0,67,48,46,10,3,105,19,19,4,0,46,19,32,3,0,52,30,50,6,0,87,24,25,3,0,48,3,16,0,0,16,3,5,0,0,9,18,9,0,0,28,36,32,8,0,69,8,5,0,0,15,356,306,115,8,780
5278,3,0,0,0,4,0,0,0,0,3,3,0,0,0,3,0,0,3,0,3,0,0,3,0,9,0,0,3,0,9,9,3,4,0,16,7,5,3,0,14,9,5,3,0,14,7,3,0,0,14,0,0,0,0,3,4,4,0,0,6,11,5,0,0,13,3,3,0,0,6,0,0,0,0,0,3,0,0,0,3,4,3,0,0,3,3,5,0,0,11,0,0,0,0,3,70,50,29,0,148
5279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,7,0,16,6,0,9,0,12,13,0,0,0,14,7,3,0,0,11,9,3,0,0,13,3,3,3,0,10,7,6,0,0,12,3,3,0,0,9,13,8,3,0,18,3,3,0,0,11,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,7,5,4,0,11,3,0,0,0,4,80,50,24,0,152
5280,10,0,3,0,16,9,5,4,0,17,4,0,5,0,9,6,0,8,0,20,63,11,17,0,94,30,11,37,0,68,167,17,40,5,228,90,40,42,3,174,101,55,31,0,191,95,66,19,4,177,45,64,9,0,120,40,56,12,0,114,73,107,5,0,191,47,62,3,0,113,22,40,0,0,66,12,20,0,0,30,34,36,0,0,65,68,105,24,3,199,28,8,6,0,42,942,708,266,17,1944
5290,14,3,13,0,31,19,4,4,0,29,17,3,35,3,62,12,4,79,0,98,121,31,124,6,284,72,34,185,8,294,440,61,172,12,688,231,120,181,11,535,275,210,131,15,633,286,238,94,12,626,181,279,44,3,517,194,252,41,6,492,294,419,38,3,762,153,260,18,0,431,58,120,4,0,186,23,65,5,0,89,54,103,0,0,153,181,277,88,0,555,57,20,34,0,112,2696,2505,1290,77,6571
5291,12,3,0,0,13,7,0,0,0,10,8,7,4,0,18,3,0,10,0,10,40,4,14,0,60,37,9,23,3,70,133,17,14,0,169,81,41,21,3,144,104,77,16,0,205,101,98,18,4,219,59,81,11,5,150,90,121,7,0,217,105,188,8,0,302,62,139,3,0,204,31,78,0,0,116,26,50,0,0,73,58,74,3,0,135,68,137,21,0,225,26,14,5,0,42,1042,1147,183,20,2389
5301,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,11,0,0,0,11,3,3,3,0,8,14,3,3,0,23,10,4,3,0,16,15,11,0,0,20,9,5,0,0,18,4,3,0,0,8,10,3,0,0,12,5,0,0,0,9,3,0,0,0,5,0,3,0,0,4,0,0,0,0,0,0,4,0,0,4,3,9,0,0,13,4,0,0,0,3,96,53,19,0,167
5302,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,6,0,0,0,9,0,3,4,0,3,16,3,3,0,19,15,3,3,0,23,9,13,0,0,26,11,8,3,0,20,9,6,0,0,17,8,12,0,0,15,14,10,0,0,25,5,6,0,0,15,4,7,0,0,9,0,0,0,0,3,8,3,0,0,11,7,7,0,0,13,3,0,0,0,7,117,82,20,0,219
5303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,7,0,0,8,0,3,0,0,3,0,0,0,0,3,4,0,0,0,5,3,6,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,13,26,4,0,46
5304,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,3,0,8,0,0,4,0,8,15,0,0,0,20,8,8,0,0,16,6,5,0,0,9,3,15,3,0,24,6,3,10,0,24,4,13,0,0,15,8,9,3,0,24,7,4,0,0,7,0,7,0,0,7,6,0,0,0,6,3,6,0,0,7,8,5,0,0,15,0,0,0,0,0,92,78,25,3,191
5306,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,21
5307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,12,0,3,0,0,8,19,0,3,0,30,3,7,0,0,8,3,12,3,0,23,11,8,0,0,21,3,3,0,0,9,4,0,0,0,3,3,8,0,0,9,4,0,0,0,4,0,3,0,0,3,0,0,0,0,0,3,7,0,0,3,9,3,0,0,11,4,0,0,0,4,83,51,15,7,159
5308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,0,3,9,3,0,0,9,0,3,0,0,3,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,19,18,3,0,38
5309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,3,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,3,3,0,0,0,3,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,18,20,4,0,36
5310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,13
5311,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,3,11,0,0,0,8,4,4,0,0,12,7,4,0,0,13,4,6,0,0,14,3,8,0,0,7,4,3,0,0,5,3,6,0,0,14,0,3,0,0,3,0,3,0,0,6,0,0,0,0,0,3,4,0,0,4,3,10,3,0,13,0,0,0,0,0,48,53,8,5,120
5320,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,3,0,3,12,7,3,0,26,4,0,8,0,10,30,0,4,0,32,9,0,3,0,20,12,3,0,0,18,11,0,0,0,10,3,7,0,0,11,3,3,0,0,11,3,3,0,0,7,0,3,0,0,5,4,3,0,0,4,0,0,0,0,0,0,3,0,0,3,11,9,0,0,17,0,0,0,0,0,106,40,29,0,173
5321,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,0,3,0,9,15,0,0,0,17,5,0,0,0,5,8,0,0,0,8,6,0,0,0,6,3,0,0,0,3,0,0,0,0,3,7,3,0,0,12,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,0,0,0,0,3,58,20,15,5,93
5322,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,4,0,11,14,0,9,0,16,25,0,4,0,35,17,7,3,0,28,17,13,6,0,32,15,12,4,0,32,10,7,0,0,20,11,10,0,0,22,8,15,0,0,27,6,17,0,0,17,7,3,0,0,8,0,0,0,0,0,3,5,0,0,7,10,15,3,0,20,3,0,0,0,7,149,102,35,0,284
5330,7,0,0,0,9,4,3,3,0,12,6,4,8,0,15,0,0,5,0,5,27,6,15,0,40,10,4,22,3,37,93,11,23,0,131,41,12,13,5,76,46,34,16,0,93,37,35,6,0,84,25,29,0,0,58,28,29,3,0,60,50,49,3,0,99,21,26,0,0,47,9,11,0,0,22,5,6,0,0,15,9,9,0,0,22,24,44,11,0,81,15,0,3,0,19,460,330,134,13,930
5331,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,6,0,0,0,13,3,4,0,0,9,7,3,0,0,16,6,6,0,0,9,0,3,0,0,7,3,3,0,0,6,6,8,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,8,0,0,0,0,0,46,34,12,0,87
5332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,3,13,0,4,0,17,10,3,3,0,14,4,3,4,0,17,3,5,0,0,9,3,7,0,0,11,3,3,0,0,13,3,7,0,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,59,32,20,0,107
5333,12,0,0,0,13,9,0,0,0,12,3,0,4,0,12,3,0,11,0,13,46,5,13,0,67,18,8,31,0,59,138,18,20,0,179,73,25,33,3,132,79,46,31,5,151,93,64,19,0,178,34,59,10,0,101,36,49,13,0,100,76,103,16,0,188,28,69,0,0,97,15,26,0,0,42,6,14,0,0,22,14,14,3,0,33,43,76,14,0,140,10,4,12,0,26,733,587,236,20,1577
5340,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,5,0,10,7,0,8,0,10,35,6,7,0,50,16,6,8,0,22,20,16,3,0,41,19,16,3,0,39,13,14,3,0,32,20,8,0,0,35,29,11,0,0,39,9,20,0,0,26,0,10,0,0,10,0,3,0,0,3,8,5,0,0,14,7,15,0,0,26,9,0,0,0,10,187,134,42,8,370
5341,8,6,0,0,17,7,4,3,0,13,4,4,12,3,22,0,0,18,0,21,60,12,29,7,104,33,12,41,3,88,161,33,48,3,250,92,40,43,3,182,98,72,41,0,217,102,85,20,3,212,42,71,12,0,128,63,44,10,0,119,78,109,5,0,187,32,68,0,0,98,4,29,0,0,37,12,13,0,0,26,30,27,0,0,59,72,102,30,0,206,31,13,11,0,48,921,744,344,26,2034
5342,0,0,3,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,4,11,0,3,0,11,5,3,3,0,11,17,3,9,0,22,25,3,8,0,33,20,10,5,0,39,14,10,0,0,28,7,16,0,0,25,16,11,4,0,27,17,16,9,0,40,11,14,0,0,25,0,3,0,0,6,0,4,0,0,4,4,10,0,0,12,9,22,3,0,37,3,0,0,0,3,161,127,40,3,332
5343,10,0,3,0,9,10,0,4,0,18,3,3,9,5,16,0,0,15,0,15,29,4,31,0,61,11,13,36,0,55,118,18,35,0,170,46,23,30,3,105,55,41,34,4,134,46,43,8,0,93,27,38,6,3,78,24,27,11,0,64,51,71,9,3,130,27,39,5,0,67,14,16,0,0,29,8,9,0,0,19,16,24,0,0,37,43,48,24,3,108,18,4,11,0,35,545,426,254,27,1257
5344,0,0,0,0,4,3,0,0,0,8,0,0,0,0,4,0,0,0,0,3,4,0,7,0,10,3,0,0,0,3,17,0,9,0,28,13,8,5,0,20,10,7,3,0,28,19,15,0,0,29,9,18,0,0,24,14,7,3,0,21,12,24,0,0,34,9,9,0,0,17,3,3,0,0,6,0,3,0,0,3,0,4,0,0,6,3,21,3,0,23,5,4,0,0,10,123,114,35,5,275
5345,4,3,0,0,7,9,0,0,0,9,5,0,7,0,10,0,0,10,0,15,34,4,15,0,52,10,4,22,0,40,95,16,26,0,133,42,15,23,5,84,44,32,12,0,84,38,35,12,0,89,19,23,9,0,55,20,31,3,0,56,41,51,11,0,105,18,34,4,0,56,13,12,0,0,27,3,7,0,0,14,8,7,0,0,16,26,36,16,0,72,11,3,13,0,20,433,320,179,4,937
5346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,4,9,0,0,0,10,9,3,0,0,12,5,4,0,0,7,5,3,0,3,15,4,9,0,0,9,3,0,0,0,8,7,3,3,0,11,3,5,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,5,0,10,3,0,0,0,3,55,44,15,3,110
5350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,6,3,3,3,0,6,9,7,0,0,15,3,3,0,0,7,0,7,0,0,7,8,12,0,0,18,10,4,0,0,14,0,8,0,0,10,0,0,0,0,3,3,3,0,0,6,3,15,0,0,20,3,0,0,0,3,52,66,11,0,127
5351,9,0,3,0,9,3,3,0,0,8,4,3,3,0,11,3,0,9,0,13,21,3,11,0,41,24,10,22,0,57,83,8,21,3,119,55,20,22,0,94,89,48,11,0,150,68,67,18,0,155,44,65,7,3,116,48,65,14,0,132,92,132,7,3,234,42,106,4,0,156,22,41,0,0,65,15,36,0,0,49,22,54,3,0,84,41,96,22,0,161,11,3,0,0,16,696,775,168,12,1652
5352,0,4,3,0,6,3,0,0,0,9,3,0,4,0,5,3,0,5,0,7,30,0,10,0,36,13,6,21,0,35,88,3,16,0,108,66,20,11,0,95,87,31,29,4,140,75,33,12,0,123,32,35,14,0,82,39,52,7,3,101,78,99,14,3,193,49,66,5,0,124,26,42,0,0,69,14,26,3,0,38,32,68,3,0,100,38,72,23,0,131,10,7,3,0,20,675,566,179,12,1432
5353,6,0,0,0,10,6,0,0,0,8,3,0,10,0,14,0,0,3,0,4,29,5,6,0,39,6,0,13,0,19,74,10,13,0,95,37,18,26,0,79,57,28,21,4,111,44,39,6,0,88,27,33,14,0,75,29,35,3,0,72,48,63,12,0,127,25,43,0,0,65,16,29,3,0,47,3,12,3,0,19,21,38,0,0,57,40,54,16,0,109,7,0,3,0,17,475,416,153,8,1052
5354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,3,3,3,0,8,4,0,0,0,3,10,0,0,0,14,0,0,0,0,3,9,6,0,0,15,0,3,0,0,7,0,0,0,0,3,0,5,0,0,3,3,4,3,0,5,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,8,0,0,0,0,0,43,28,14,0,84
5355,3,0,4,0,8,10,3,4,0,16,3,0,6,0,6,6,0,7,0,20,39,0,3,0,43,20,4,31,0,60,157,17,30,0,207,96,33,40,4,166,101,58,42,3,196,91,72,21,3,190,60,104,9,0,169,61,97,15,0,174,116,161,17,4,292,73,105,0,3,184,23,46,0,0,73,8,20,0,0,34,18,46,0,0,63,55,98,30,0,186,14,3,3,0,15,957,872,260,22,2102
5356,0,0,0,0,0,3,0,0,0,3,3,3,0,0,4,0,0,3,0,3,6,0,0,0,10,9,0,3,0,10,21,3,3,0,26,4,5,5,0,12,11,3,0,0,15,7,10,0,0,23,7,10,3,0,16,3,7,0,0,13,8,14,0,0,22,0,13,0,0,12,6,3,0,0,11,0,3,0,0,5,0,0,0,0,0,3,16,4,0,21,0,0,0,0,3,93,104,24,0,226
5357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,7,7,3,0,0,8,16,0,0,0,19,3,3,4,0,13,3,3,0,0,11,10,3,0,0,12,3,4,3,0,11,3,0,0,0,3,0,3,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,3,0,0,0,3,62,32,16,0,109
5360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,13,3,0,3,0,4,13,0,8,0,19,13,9,4,0,18,15,6,3,0,28,21,14,3,0,37,7,20,0,0,29,13,15,0,0,31,13,30,0,0,48,14,19,0,0,35,7,15,0,0,19,4,6,0,0,12,0,6,0,0,6,4,18,3,0,28,0,4,0,0,5,137,165,29,0,331
5371,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,10,3,3,0,21,8,12,0,0,20,8,5,5,0,23,9,13,4,0,29,14,12,4,0,29,6,12,0,0,17,9,44,0,0,57,9,32,0,0,36,3,24,0,0,23,0,6,0,0,8,3,17,0,0,17,8,24,7,0,36,0,0,3,0,4,99,207,31,3,337
5372,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,4,0,4,9,0,4,0,17,10,5,10,0,23,42,8,8,0,55,16,4,11,0,29,20,25,7,3,48,23,24,5,0,57,19,34,12,0,64,11,35,3,0,54,31,47,3,0,89,26,45,3,0,72,7,15,0,0,23,3,4,0,0,6,0,6,0,0,10,21,31,16,0,61,3,3,4,0,14,239,294,93,6,624
5373,5,0,0,0,4,0,0,0,0,0,0,0,11,0,9,0,3,0,0,8,13,3,15,0,30,19,3,25,0,50,85,11,22,0,117,45,16,17,0,78,48,27,18,3,98,46,38,11,5,98,15,35,6,0,61,34,38,3,0,75,46,43,9,3,101,19,30,4,3,59,13,17,0,0,34,3,15,0,0,20,8,18,0,0,25,30,31,18,0,80,5,0,6,0,9,433,339,160,16,954
5374,0,3,0,0,3,3,0,3,0,8,3,0,0,0,3,0,0,7,0,5,10,0,3,0,21,4,3,9,0,17,45,10,3,0,52,18,12,3,0,34,22,5,0,0,29,20,23,8,0,54,9,9,0,0,19,16,10,0,0,26,12,18,0,0,31,3,10,0,0,20,3,7,0,0,13,0,4,0,0,4,0,10,0,0,8,15,14,9,0,34,3,0,0,0,3,198,142,45,0,386
5381,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,3,3,0,0,4,0,0,0,0,4,9,3,0,0,16,3,0,0,0,10,3,3,0,0,11,3,4,0,0,10,3,0,0,0,3,0,3,0,0,3,3,5,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,3,0,10,0,0,0,0,0,43,41,11,3,95
5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,8,6,0,0,14,7,5,0,0,18,7,3,0,0,11,18,19,0,0,33,8,11,0,0,19,5,15,0,0,22,13,27,0,0,35,3,3,0,0,7,3,5,0,0,8,0,3,0,0,4,4,3,0,0,8,3,13,3,0,17,0,0,0,0,0,89,112,15,0,217
5401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,9,0,10,0,4,12,0,14,6,4,3,0,12,4,4,6,0,22,13,16,0,0,27,9,8,3,0,22,6,7,3,0,11,5,8,0,0,15,7,10,0,0,21,4,8,0,0,16,0,5,0,0,9,0,0,0,0,0,3,0,0,0,4,7,12,3,0,26,0,0,0,0,3,77,91,45,0,215
5410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,5,5,3,5,0,15,7,3,0,0,11,3,0,0,0,4,3,4,0,0,10,0,3,0,0,7,7,4,0,0,9,0,6,0,0,6,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,32,37,12,3,75
5411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,8,0,0,0,13,3,3,0,0,5,4,4,0,0,11,6,4,0,0,12,3,0,0,0,3,0,4,0,0,4,3,3,0,0,3,4,3,0,0,4,4,0,0,0,4,0,0,0,0,0,0,3,0,0,7,3,0,0,0,3,0,0,0,0,0,34,35,12,0,83
5412,3,0,0,0,3,0,0,0,0,3,0,0,3,0,3,3,0,0,0,4,4,0,4,0,12,4,3,8,0,13,37,3,12,0,47,23,3,4,0,23,24,10,8,0,45,10,13,3,0,23,10,8,3,0,17,17,3,0,0,22,13,12,0,0,30,9,7,0,0,17,3,7,0,0,9,0,3,0,0,3,4,3,0,0,6,7,7,7,0,26,0,0,0,0,4,182,89,63,0,329
5413,0,0,0,0,0,3,0,0,0,3,0,3,0,0,5,0,0,3,0,3,8,0,0,0,12,6,7,3,0,10,23,4,4,0,28,17,5,0,0,21,13,6,3,0,28,17,4,0,0,22,3,3,3,0,8,11,9,3,0,20,8,8,0,0,16,3,7,0,0,6,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,9,7,3,0,23,3,0,0,0,5,122,80,30,0,227
5414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,3,3,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,7,0,37
5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,8,10,0,0,0,10,5,0,0,0,9,10,3,0,0,11,0,0,0,0,3,0,0,0,0,0,3,3,0,0,5,0,5,0,0,4,0,0,0,0,4,0,0,0,0,0,3,3,0,0,4,0,6,0,0,4,0,0,0,0,0,41,24,0,0,64
