_CODE_2016,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
5401,15,0,0,0,0,0,0,0,15,11,3,0,0,0,0,0,3,15,8,7,0,3,0,0,0,3,20,7,8,7,10,0,0,0,0,32,3,3,0,4,0,0,0,0,19,0,3,5,9,3,0,0,0,25,3,3,10,7,4,0,0,0,24,4,5,13,10,0,0,0,4,37,4,6,5,9,0,3,0,0,31,0,3,13,6,7,0,3,4,37,0,3,3,4,3,0,3,4,27,0,0,3,4,0,0,0,4,18,0,0,3,5,6,0,0,3,14,0,0,4,0,0,0,0,4,13,6,0,3,0,0,5,0,3,22,63,44,79,72,29,9,13,42,343
5410,18,0,0,0,0,0,0,3,21,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,6,0,5,5,3,3,0,0,0,13,0,0,3,3,3,0,0,3,15,0,0,3,3,0,0,0,0,14,3,5,3,0,3,0,0,0,14,3,0,4,3,0,3,0,0,14,0,0,4,0,0,0,0,3,11,0,0,5,0,0,0,0,0,11,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,19,35,21,11,4,0,18,138
5411,9,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,0,9,0,0,3,7,0,0,0,0,10,4,0,3,3,0,0,0,0,8,0,0,3,0,3,0,0,0,7,0,0,5,4,0,0,0,0,13,0,0,0,0,3,0,0,0,5,3,0,3,3,3,0,0,0,17,0,0,4,0,0,0,0,0,8,0,0,4,3,0,0,0,0,12,0,0,3,0,3,0,0,0,9,0,0,4,3,0,0,0,0,11,0,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,36,33,18,3,0,12,126
5412,30,0,0,0,0,0,0,3,32,8,0,0,0,0,0,0,4,13,11,3,9,0,0,0,0,3,27,0,0,4,9,0,0,0,0,21,7,3,3,6,0,3,0,0,29,11,0,5,8,0,0,0,3,27,4,3,14,12,3,0,0,3,45,6,6,13,8,3,3,3,0,46,13,3,16,3,7,4,0,3,50,8,3,21,17,8,3,0,4,64,5,5,16,11,3,0,3,4,50,7,8,16,15,10,0,0,3,54,0,3,3,10,4,0,0,3,24,0,0,0,4,3,0,7,0,15,4,0,14,6,10,3,3,5,45,117,42,142,110,61,20,16,28,544
5413,22,0,0,0,0,0,0,5,21,10,0,0,0,0,0,0,0,12,6,3,3,3,0,0,0,3,17,7,0,3,3,0,0,0,0,18,3,7,8,3,0,0,0,3,19,3,0,3,7,4,0,0,0,14,0,0,15,4,3,0,3,0,24,4,4,12,8,3,0,4,6,44,3,0,13,12,5,0,0,3,35,3,0,10,5,4,0,3,3,29,0,0,3,8,3,0,0,0,24,0,0,5,4,0,3,0,3,30,0,0,9,4,3,0,3,0,17,0,0,3,6,4,0,0,0,13,3,0,0,3,5,4,0,0,12,58,23,86,82,30,12,14,30,338
5414,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,3,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,7,16,4,4,3,10,65
5415,10,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,6,5,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,11,0,0,9,3,3,0,0,0,11,4,0,0,3,3,0,0,0,15,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,20,23,8,3,3,3,96
5416,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,10,0,0,3,0,0,0,0,0,9,0,0,3,3,3,3,0,0,11,0,0,0,0,3,0,0,0,5,0,0,4,4,0,0,0,3,14,0,0,0,6,0,0,0,0,7,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,27,23,7,3,0,7,95
5417,23,0,0,0,0,0,0,5,30,24,3,0,0,0,0,0,3,24,10,5,10,5,0,0,0,4,34,3,5,11,5,0,0,0,0,24,3,0,14,11,6,0,3,0,34,3,7,8,9,7,0,0,0,43,9,5,20,9,0,0,0,11,54,5,9,13,14,4,0,0,8,59,15,3,19,23,6,0,0,3,66,8,3,24,12,8,0,0,7,67,7,8,21,19,3,3,4,9,62,3,0,20,18,5,0,5,4,55,3,0,4,3,3,5,0,4,28,0,3,0,8,0,0,7,0,18,0,3,9,4,0,0,0,0,26,120,52,169,135,53,14,22,54,620
5418,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,3,13,9,4,0,0,0,46
5419,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,3,0,0,4,3,0,0,0,9,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,9,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,5,20,13,9,5,3,3,84
5420,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,4,0,0,0,6,30
5421,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,12,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,13,11,5,4,4,0,0,11,53
5422,31,3,0,0,0,0,0,10,44,19,8,0,0,0,0,0,0,37,11,7,5,0,0,0,0,0,26,11,8,10,11,3,0,0,0,36,7,3,11,8,4,0,0,4,40,6,3,12,6,0,4,0,0,35,7,5,8,14,6,3,0,4,52,5,8,13,11,4,4,3,0,45,8,5,31,24,10,3,7,9,94,7,16,29,11,10,6,3,3,86,6,3,15,21,6,3,0,6,60,3,3,13,21,11,0,3,3,56,7,3,8,12,8,0,6,3,56,0,0,0,3,6,4,4,3,19,3,0,7,5,4,4,6,8,34,139,76,171,146,77,29,30,66,726
5431,13,0,0,0,0,0,0,6,17,12,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,3,19,5,0,7,4,0,0,0,0,18,0,5,3,7,0,0,0,0,16,0,0,10,3,3,3,0,3,26,3,3,12,7,0,0,0,9,33,0,0,8,13,6,0,0,0,31,4,3,9,12,5,0,0,3,36,7,3,18,12,5,0,0,0,41,3,3,11,5,0,0,4,0,29,0,3,8,6,3,0,0,0,26,3,0,3,5,0,3,0,4,21,0,0,4,4,4,0,0,3,17,0,0,10,5,8,0,3,5,27,68,19,111,84,42,8,13,41,383
5432,7,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,12,3,0,3,0,0,0,0,0,5,0,0,4,0,5,0,0,0,10,0,0,0,3,3,0,0,3,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,18,8,8,12,8,0,7,8,64
5433,35,0,0,0,0,0,0,0,33,14,0,0,0,0,0,0,0,19,12,12,6,3,0,0,0,0,31,10,6,4,3,0,0,0,0,24,3,6,14,3,0,0,0,0,36,4,0,13,8,3,0,0,0,34,4,5,17,15,3,0,3,3,49,10,6,15,8,8,0,3,4,56,7,10,15,18,3,0,5,6,59,5,3,19,14,3,5,3,0,52,3,3,19,19,4,8,0,3,56,6,0,15,19,5,3,0,0,44,3,0,3,13,3,4,0,4,26,0,0,3,0,3,0,3,3,19,0,3,4,0,5,0,0,5,24,119,55,140,111,47,25,19,36,552
5434,11,0,0,0,0,0,0,3,15,7,6,0,0,0,0,0,3,14,12,0,0,0,0,0,0,0,18,5,0,3,0,0,0,0,0,7,3,0,3,3,0,0,0,0,12,3,0,3,3,0,0,0,3,15,3,0,4,0,0,0,0,0,4,0,3,3,3,3,0,0,0,12,4,0,3,4,3,0,0,8,16,3,0,10,8,7,0,0,6,32,0,0,6,6,0,0,0,4,25,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,11,42,8,33,30,15,10,5,39,188
5440,7,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,7,4,0,5,0,0,0,0,0,3,3,3,3,0,0,0,0,0,5,0,0,0,3,3,0,0,0,10,3,0,0,3,0,0,0,0,9,0,0,4,3,0,0,0,3,6,0,0,3,4,0,0,0,3,7,0,0,0,0,0,0,0,4,8,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,19,8,17,12,3,6,3,17,90
5451,12,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,7,10,0,3,0,0,0,0,6,19,4,3,3,7,0,0,0,3,18,5,0,5,0,0,0,0,3,11,0,4,8,3,0,0,0,0,19,3,4,4,5,0,0,0,4,19,3,12,9,4,0,0,0,3,37,4,0,17,3,0,0,0,8,37,7,3,11,8,0,0,0,9,45,4,0,10,0,7,0,0,3,22,0,3,6,7,0,0,0,3,18,0,0,3,3,3,0,4,0,12,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,12,77,27,86,43,18,6,4,38,302
5452,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,3,0,4,5,0,0,0,0,11,6,0,0,8,0,0,0,0,11,3,0,6,4,5,0,0,0,19,3,4,0,3,0,0,0,3,17,3,3,7,3,3,0,0,0,18,3,0,6,8,0,0,0,0,18,3,3,5,3,0,0,0,0,17,0,0,10,10,0,0,0,3,19,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,30,14,44,42,10,0,0,9,164
5453,91,0,0,0,0,0,0,15,109,82,7,4,0,0,0,0,11,100,78,20,19,9,3,0,0,12,140,36,28,43,22,4,0,0,5,127,23,16,51,32,13,4,0,12,150,17,15,67,44,11,4,3,10,155,13,18,72,48,26,3,0,11,186,12,20,41,34,11,5,3,10,135,18,14,59,45,14,3,0,20,184,24,17,71,48,17,0,3,13,190,8,9,63,40,25,5,5,8,158,9,6,51,39,19,14,6,9,147,8,7,19,25,17,7,3,3,90,0,0,11,10,16,4,4,5,50,9,7,16,31,18,8,6,5,104,432,190,579,416,196,49,31,133,2021
5454,6,0,0,0,0,0,0,4,8,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,9,0,3,0,3,0,0,0,0,8,7,0,3,0,4,0,0,0,14,0,0,3,3,3,0,0,0,8,0,0,5,0,3,0,0,0,5,3,3,4,3,3,0,0,0,18,0,3,3,4,0,0,0,0,13,0,0,9,3,0,0,0,0,16,3,0,3,0,5,0,0,0,21,0,0,5,0,0,3,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,21,14,48,28,22,6,3,9,151
5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,8,0,0,0,0,17
5460,34,0,0,0,0,0,0,9,43,12,0,3,0,0,0,0,0,18,6,4,3,0,0,0,0,0,16,0,3,10,4,0,0,0,0,19,0,0,7,8,4,0,0,0,25,3,3,10,3,3,0,0,3,23,0,4,7,12,0,0,3,0,34,0,3,8,4,0,0,0,0,22,3,0,10,10,3,0,0,0,25,3,0,12,4,0,0,0,3,27,0,4,4,7,3,0,0,0,26,3,0,3,6,0,0,0,0,11,0,0,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,68,28,82,68,23,10,8,21,307
5461,51,0,0,0,0,0,0,3,61,46,8,5,0,0,0,0,7,63,23,16,21,10,0,0,0,4,69,13,12,25,4,3,0,0,3,57,9,10,8,14,10,0,3,3,55,7,8,34,22,7,0,0,3,80,5,10,25,24,11,3,0,4,90,8,6,29,22,8,0,3,4,85,9,9,32,18,3,3,0,3,85,11,7,25,26,8,0,0,8,80,3,4,32,23,5,0,0,3,80,10,3,15,25,9,3,4,7,78,3,0,11,10,11,3,4,0,43,5,3,16,16,7,3,0,3,56,9,6,12,22,11,4,3,6,77,209,99,295,243,96,36,14,64,1056
5462,16,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,12,6,6,3,0,0,0,0,0,17,3,0,9,7,0,0,0,0,17,0,3,5,4,4,0,0,0,15,0,0,4,5,0,0,0,0,18,0,0,3,3,0,0,0,0,14,3,0,3,10,0,0,0,0,19,0,0,4,4,3,0,0,0,17,0,0,7,0,0,0,0,0,10,0,0,3,4,0,0,0,0,12,0,0,7,5,5,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,3,7,39,15,49,43,26,8,3,6,186
5464,12,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,15,3,6,5,0,0,0,0,0,17,0,0,8,3,0,0,0,0,14,0,0,4,6,0,0,0,0,13,0,0,0,7,3,0,0,3,22,4,5,0,9,3,0,0,3,23,0,5,7,11,3,0,0,0,26,0,3,14,5,0,0,0,3,30,0,3,6,8,3,0,0,0,17,0,3,5,3,7,0,0,0,24,0,0,0,3,3,0,0,0,12,0,0,0,3,0,0,0,0,3,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,3,3,42,28,55,53,23,8,4,15,232
5470,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,3,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,16,15,8,0,0,0,52
5471,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,9,9,3,3,0,3,35
5472,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,5,0,3,0,4,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,25,4,3,0,7,66
5473,13,0,4,0,0,0,0,3,17,12,0,0,0,0,0,0,3,19,8,0,3,5,3,0,0,0,18,4,3,0,0,0,0,0,3,14,8,3,6,5,0,0,0,0,21,3,0,3,4,0,0,0,0,13,0,0,10,9,4,0,0,0,25,3,3,12,11,0,0,0,0,29,3,5,10,4,3,0,0,3,29,3,3,9,8,3,0,0,3,27,4,3,10,9,4,3,0,0,32,0,4,4,11,4,3,0,3,24,0,0,8,0,0,0,0,0,8,0,0,3,0,0,0,0,4,12,0,0,3,0,0,0,0,0,9,63,26,74,70,29,13,9,20,301
5480,9,0,0,0,0,0,0,0,13,15,3,0,0,0,0,0,0,18,7,3,3,3,0,0,0,0,15,5,3,3,10,0,0,0,0,21,0,3,8,7,3,0,0,0,21,4,0,8,3,0,0,0,0,16,0,0,0,9,0,0,0,0,13,3,8,12,0,3,0,0,3,29,4,0,12,8,3,4,0,0,36,0,7,8,3,5,3,0,0,34,7,0,10,16,6,0,0,0,34,0,0,7,11,3,4,3,0,25,0,3,0,3,4,3,0,0,15,0,0,0,4,3,0,4,0,17,0,0,0,4,0,0,3,0,15,63,29,72,80,29,17,10,5,307
5481,18,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,0,3,0,3,0,0,0,0,11,0,0,4,0,0,0,0,0,10,4,3,3,4,3,0,0,0,24,4,0,11,5,3,0,0,0,22,5,3,12,11,5,0,3,0,38,9,3,6,7,0,0,0,0,31,3,0,4,6,5,0,0,3,22,0,3,4,8,0,0,0,0,16,3,0,0,4,0,0,0,0,11,0,0,3,0,3,0,0,0,7,0,0,3,0,3,0,3,0,9,51,23,55,53,27,6,4,13,236
5482,12,0,0,0,0,0,0,3,13,5,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,7,0,5,0,3,0,0,0,0,13,3,3,6,7,3,0,0,0,13,0,0,8,0,0,0,0,0,8,0,0,4,10,4,0,0,0,17,0,3,11,9,0,3,0,0,26,0,0,8,4,3,0,0,0,13,0,0,3,11,4,0,0,3,26,0,0,3,4,0,0,0,4,14,0,0,0,7,4,0,0,3,10,0,0,7,3,3,0,0,3,21,0,0,0,4,0,0,0,0,15,0,4,6,6,3,0,0,4,34,34,15,47,64,26,5,3,26,227
5483,4,0,0,0,0,0,0,4,8,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,10,0,0,0,3,3,0,0,0,8,3,0,6,3,0,0,0,0,11,0,0,3,0,0,0,0,0,5,0,3,0,3,0,0,0,0,9,0,3,6,3,0,0,0,0,11,0,0,7,4,0,0,0,0,15,0,0,0,4,0,0,0,0,12,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,3,0,9,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,3,23,15,33,32,12,5,9,10,134
5485,12,0,0,0,0,0,0,7,21,9,0,0,0,0,0,0,0,7,11,3,4,0,0,0,0,0,19,6,0,3,0,0,0,0,0,10,5,0,4,7,0,0,0,0,21,0,0,3,3,6,3,0,0,15,7,0,5,0,3,0,0,0,19,11,0,7,8,4,0,0,4,34,6,6,5,9,0,0,0,0,26,12,0,3,10,3,0,0,4,25,3,0,4,9,0,0,0,0,20,0,0,3,3,0,0,0,0,15,0,0,0,3,3,0,3,0,13,0,0,0,6,3,0,0,3,12,0,0,0,0,0,0,0,0,6,69,17,50,59,24,7,4,24,250
5490,3,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,15,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,0,11,20,11,4,0,12,77
