_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
5000,10,97,341,136,103,91,73,11,3,865,4,46,290,113,69,48,58,8,4,637,3,20,250,117,74,74,32,5,3,573,0,6,136,108,80,63,30,9,4,441,4,11,181,189,135,101,54,20,8,696,3,7,64,92,92,109,76,22,3,463,104,389,540,259,215,162,142,62,18,1900,1011,3714,3936,1731,1347,1228,941,347,129,14375
5005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5006,4,28,144,55,52,52,75,39,9,453,0,11,116,39,61,54,39,16,7,339,0,8,103,46,61,52,41,21,9,347,0,3,82,46,56,37,29,16,8,283,0,5,109,66,89,66,57,16,7,421,3,3,28,73,143,146,96,33,22,554,48,95,127,55,109,79,111,64,74,763,574,988,1264,644,782,762,814,391,247,6476
5007,3,58,195,124,95,76,22,4,3,577,0,25,164,96,56,48,5,0,0,401,0,11,171,84,74,39,4,3,0,372,0,3,89,62,51,37,3,0,0,246,0,0,77,82,65,26,5,0,0,251,0,0,27,34,24,15,3,3,0,104,15,39,107,76,79,56,33,56,108,560,298,740,1603,952,903,787,426,315,282,6302
5008,0,45,288,198,197,144,29,7,11,917,0,18,187,128,124,101,16,0,3,581,0,8,159,143,115,78,14,0,3,517,0,4,72,89,91,40,5,0,0,306,0,4,57,109,86,53,3,0,0,310,0,0,23,35,18,9,4,0,3,94,76,72,154,140,134,105,74,71,41,869,758,1096,2283,1812,1836,1580,1006,748,399,11518
5009,0,20,90,97,99,72,21,10,3,407,0,13,54,55,59,24,8,0,0,215,0,5,44,61,56,25,3,0,0,193,0,0,25,23,37,24,0,0,0,113,0,0,19,47,43,15,6,0,0,134,0,0,13,8,15,3,3,0,0,38,19,22,42,40,46,43,24,30,16,276,296,365,689,677,770,613,370,279,136,4196
5010,0,14,89,99,77,36,8,4,3,325,0,4,53,49,41,14,0,0,0,164,0,3,31,33,31,19,3,0,0,122,0,0,13,34,15,6,3,0,0,75,0,3,13,29,18,8,0,0,0,71,0,0,0,8,5,0,0,0,0,21,27,22,43,42,50,40,52,45,69,400,370,438,858,828,739,635,431,305,194,4790
5011,0,63,279,175,222,142,37,6,3,934,3,27,188,173,131,93,15,3,0,636,3,9,162,126,120,89,14,0,0,524,0,0,66,118,93,41,5,0,0,326,0,3,73,102,97,58,7,3,0,348,0,3,11,28,37,17,0,0,0,103,49,59,106,108,102,76,52,41,37,630,673,885,1996,1624,1660,1345,785,447,305,9707
5012,3,29,197,164,123,62,18,10,3,594,0,15,100,92,56,29,3,0,0,298,0,3,84,87,49,25,3,0,0,244,0,3,33,38,34,17,0,0,0,125,0,3,21,34,29,13,0,0,0,97,0,0,8,20,11,7,4,0,0,46,66,70,106,101,109,88,71,47,23,668,751,954,1836,1568,1396,1126,676,435,198,8938
5013,0,33,169,164,145,109,26,3,0,650,0,14,78,100,80,51,12,0,0,333,0,4,74,70,59,39,6,0,4,258,0,3,34,31,38,25,3,0,0,138,0,0,24,31,45,18,0,0,0,125,0,3,8,12,3,3,3,0,3,31,66,54,110,79,83,115,86,40,31,664,638,682,1397,1280,1496,1320,818,420,310,8356
5014,0,32,235,184,198,164,34,14,6,868,4,16,177,132,126,78,11,5,0,555,0,3,114,131,97,70,19,0,0,428,0,0,65,84,87,56,3,0,0,293,0,3,37,72,88,46,0,3,0,255,0,3,9,20,21,15,9,10,0,91,66,44,113,100,109,94,95,83,47,740,629,708,1718,1507,1697,1590,1063,718,367,9994
5015,0,31,138,110,129,79,19,3,3,508,0,11,87,66,63,59,14,0,0,318,0,5,65,71,66,44,7,0,0,260,0,3,38,46,48,21,3,0,0,163,0,3,27,53,52,36,6,0,0,183,0,3,7,11,17,12,0,0,0,60,24,30,62,38,58,52,54,27,13,355,307,352,879,788,924,820,527,222,81,4899
5016,3,24,179,130,167,131,36,6,9,678,0,13,117,116,120,79,15,5,0,469,0,9,89,100,122,67,12,0,0,393,0,3,64,65,92,63,9,0,0,297,0,0,46,99,98,64,6,0,0,320,0,0,7,32,49,30,8,0,3,133,36,20,53,52,65,66,62,80,144,580,513,440,1151,1102,1363,1194,782,492,424,7461
5017,0,21,65,76,71,51,9,0,0,290,0,6,48,58,52,39,8,0,0,208,0,3,28,29,29,15,0,0,0,101,0,0,13,19,28,12,0,0,0,79,0,3,11,27,23,24,0,0,0,92,0,0,3,4,9,4,3,0,0,26,28,15,36,48,49,64,52,31,7,336,319,278,609,642,711,681,534,297,78,4148
5018,0,20,85,76,128,129,48,3,4,484,0,3,47,65,78,78,18,3,0,301,0,0,44,46,68,68,13,0,0,246,0,0,19,35,51,57,6,0,0,175,0,0,15,49,72,66,9,0,0,219,0,0,4,15,23,27,7,4,0,82,24,17,26,28,27,45,55,37,25,279,319,338,543,582,795,1119,750,293,121,4861
5019,0,33,130,136,145,144,60,5,8,654,0,11,107,117,113,86,21,0,0,454,0,3,78,112,111,93,17,0,0,419,0,0,52,84,97,72,10,0,0,315,0,0,35,115,117,76,13,5,4,362,0,0,6,41,59,29,10,0,0,152,30,29,66,69,117,83,96,67,48,619,464,451,1031,1228,1394,1399,1014,495,297,7780
5020,0,5,39,52,34,40,43,8,0,216,0,3,25,28,35,40,19,0,0,162,0,3,27,32,37,38,11,0,0,148,0,0,22,20,29,16,5,0,0,91,0,3,11,36,51,39,12,3,0,152,0,0,0,18,17,24,7,3,0,74,16,13,8,29,23,29,32,13,8,177,145,159,276,362,402,504,464,210,97,2621
5021,0,16,66,49,69,97,77,23,10,411,0,10,45,44,70,65,39,14,5,311,0,0,44,47,43,56,34,11,3,238,0,0,24,55,44,48,24,7,3,204,0,0,19,56,78,68,27,9,0,255,0,3,11,23,44,59,34,7,3,186,14,5,19,23,36,36,64,48,22,275,285,289,485,536,697,927,1052,602,264,5140
5022,3,63,231,209,258,201,109,33,13,1127,0,26,161,152,178,168,73,19,4,778,0,5,124,164,221,142,52,10,5,726,0,3,78,148,155,138,35,10,0,568,0,13,96,255,313,180,52,12,0,910,3,8,44,185,206,113,57,15,3,630,64,68,117,123,144,125,123,98,103,960,932,901,1632,1978,2424,2248,1700,942,529,13275
5023,0,73,343,238,250,175,44,20,12,1166,0,20,251,162,176,88,27,3,3,734,3,15,169,143,130,78,15,0,3,556,0,6,90,87,66,40,3,8,0,305,0,3,84,95,75,46,5,0,0,316,0,0,16,19,30,21,7,3,0,99,93,75,124,136,140,121,111,118,58,969,955,1029,2544,2065,2230,1861,1419,1236,659,13996
5024,3,60,207,186,219,170,107,52,10,1011,0,12,166,144,190,129,58,12,10,722,0,10,114,153,166,104,50,9,8,602,0,7,60,121,133,94,14,3,0,426,0,0,65,174,176,112,28,8,10,574,0,3,21,75,108,56,33,16,7,308,62,39,79,76,114,69,78,79,51,644,828,806,1471,1692,2041,1655,1585,1166,512,11751
5025,0,26,145,114,146,98,47,22,7,611,0,9,114,89,110,70,21,3,0,431,0,7,77,107,90,36,16,0,0,327,0,0,56,56,61,28,7,0,0,211,0,0,51,104,92,49,11,0,0,303,0,0,13,20,29,24,5,0,0,92,28,27,47,38,49,43,52,42,30,347,480,494,1033,1005,1176,934,899,651,259,6938
5031,0,50,259,151,133,98,24,4,3,733,3,22,156,132,94,50,16,3,3,478,0,10,131,123,103,61,6,4,0,430,0,0,49,93,91,51,11,0,0,297,0,3,90,127,94,55,7,0,0,384,0,0,18,44,38,30,0,3,0,134,44,49,107,78,93,73,58,46,21,560,508,986,1932,1406,1360,1058,664,525,182,8619
5032,0,57,250,195,200,151,58,28,18,954,0,20,180,152,140,82,19,14,4,607,0,7,124,148,151,96,25,9,9,569,0,5,63,82,110,68,13,0,4,349,0,3,79,143,132,77,21,5,3,464,0,0,22,68,66,45,10,9,4,229,35,38,108,80,83,65,67,64,46,595,666,929,2041,1661,1712,1420,1062,809,451,10749
5033,4,46,212,120,110,86,23,6,4,610,0,11,133,105,97,54,4,0,0,416,0,9,117,74,70,25,6,0,0,298,0,0,39,56,34,22,3,0,0,156,0,3,55,73,45,18,7,3,3,203,0,3,12,11,15,14,0,3,0,61,28,48,120,64,68,58,63,66,99,611,408,753,1650,1154,1018,812,605,471,323,7198
5034,0,22,188,117,113,127,81,16,15,689,0,26,153,118,98,109,38,16,8,555,0,9,108,136,120,94,30,7,7,510,0,0,64,127,84,84,12,0,3,381,0,0,90,190,180,157,43,8,4,675,0,0,27,136,168,113,51,11,0,508,30,33,78,72,76,77,68,69,103,608,576,735,1483,1367,1299,1281,899,450,348,8435
5035,0,34,157,109,82,68,26,9,8,493,0,17,105,76,78,51,23,4,0,346,0,3,63,72,49,51,7,3,3,251,0,3,36,56,43,35,7,0,0,184,0,0,54,88,76,51,13,3,0,281,0,0,9,48,29,14,3,5,0,112,11,29,86,47,58,55,37,29,27,372,283,470,1111,887,742,672,495,321,202,5169
5037,3,47,220,171,144,110,39,11,22,768,0,22,154,121,115,73,19,3,0,519,0,5,124,129,98,64,8,5,0,436,0,0,70,76,56,47,8,0,6,264,0,3,69,131,97,45,15,3,0,357,0,0,17,48,25,15,4,3,3,120,27,47,111,70,74,51,60,97,192,739,577,974,1873,1405,1231,1066,824,679,562,9175
5038,0,88,423,282,235,202,54,15,11,1318,0,20,271,200,165,108,25,17,6,800,0,4,184,185,117,81,23,7,3,608,0,3,124,114,106,53,5,0,5,408,0,0,98,130,112,70,16,10,5,437,0,0,18,40,24,11,7,0,5,109,25,62,158,104,85,86,87,77,56,743,719,1235,3028,2147,1832,1635,1159,801,448,13003
5039,3,30,168,140,122,102,29,7,13,623,0,10,126,114,92,61,14,4,0,417,0,0,104,123,59,60,5,0,0,361,0,0,62,90,61,36,11,0,0,265,0,0,81,120,74,44,3,5,0,320,0,0,13,34,35,16,0,3,0,94,16,35,92,63,58,91,47,47,30,479,429,680,1479,1259,1077,1077,582,448,281,7312
5040,0,0,29,32,38,28,16,4,3,152,0,4,26,16,23,18,19,0,0,103,0,0,20,13,28,23,5,3,0,99,0,0,17,22,24,18,3,7,0,84,0,0,12,27,33,17,11,0,0,102,0,0,3,12,20,17,8,0,0,54,11,9,6,3,11,25,15,14,4,98,290,115,208,264,318,364,336,189,65,2143
5041,5,26,199,191,193,179,84,29,24,930,0,14,142,154,168,113,46,14,3,652,0,4,121,188,183,137,25,3,9,675,0,0,73,129,140,127,13,5,3,489,0,3,94,230,286,150,15,11,6,793,0,0,30,149,121,76,17,0,0,396,36,30,72,88,71,79,71,67,114,634,870,775,1489,1849,1904,1646,1165,630,565,10893
5042,0,45,188,171,132,115,53,24,10,742,0,11,152,117,89,60,17,7,3,449,0,3,112,93,76,47,19,11,0,360,0,0,52,63,55,36,3,4,3,221,0,3,60,75,56,51,12,3,0,258,0,0,9,26,23,13,6,4,3,86,25,47,102,54,59,69,71,89,43,549,680,1058,1895,1365,1144,1042,894,774,358,9219
5043,0,97,431,247,212,205,96,36,18,1342,3,39,292,193,137,104,25,7,4,798,0,10,214,197,109,85,21,0,7,646,0,6,88,109,85,56,8,0,0,345,0,3,107,158,110,65,10,0,0,445,3,3,17,37,35,26,8,6,6,141,79,73,197,127,122,114,143,157,188,1198,1074,1549,3072,2344,2088,2075,1776,1355,840,16176
5044,3,54,159,147,144,134,104,32,32,805,0,14,123,101,121,116,53,13,11,555,0,13,100,135,158,117,39,12,9,581,0,0,53,120,115,93,21,13,8,418,0,3,65,144,182,114,24,11,8,553,0,0,25,71,123,71,34,8,11,348,28,30,69,72,73,77,76,105,165,700,677,660,1133,1264,1479,1394,1201,790,631,9230
5045,3,76,324,212,216,250,119,36,13,1247,0,27,244,162,162,173,85,16,11,878,0,13,194,183,178,188,52,23,10,831,0,3,95,146,126,129,37,15,7,552,0,0,139,211,238,175,62,14,4,846,0,3,40,128,167,153,70,18,3,587,49,70,191,151,136,194,146,134,161,1234,701,1005,2231,1988,2037,2314,1798,957,591,13617
5046,0,50,182,123,115,118,33,16,17,657,0,23,108,104,89,79,23,4,3,433,0,7,101,97,72,51,6,3,4,349,0,0,45,65,68,58,13,3,0,249,0,0,59,95,87,57,3,0,0,308,4,0,12,23,18,20,3,0,4,85,30,55,71,65,65,48,74,54,58,522,478,786,1329,1104,1033,1107,924,588,512,7856
5047,3,32,168,129,120,90,36,14,4,594,0,12,113,85,77,43,21,6,0,359,0,6,100,100,60,49,3,0,0,332,0,3,43,58,37,27,4,0,0,184,0,3,45,70,48,24,8,0,0,197,0,0,6,25,5,19,5,3,0,69,41,45,106,52,66,62,59,53,30,515,470,605,1355,1092,984,926,814,493,204,6943
5048,0,27,200,186,212,213,114,35,17,1009,0,19,154,131,164,153,56,24,14,726,0,3,109,165,176,123,35,7,11,632,0,0,64,119,126,107,22,4,11,457,0,0,71,175,171,140,36,9,7,609,0,0,24,93,112,79,26,14,6,356,49,31,78,94,102,136,155,154,175,960,734,729,1478,1683,1881,2040,1676,1094,762,12074
5049,0,33,170,161,167,172,79,34,16,830,0,7,113,133,118,104,54,9,5,533,0,3,82,114,136,124,18,3,0,481,0,0,62,98,101,75,21,0,0,357,0,0,36,121,150,97,31,9,0,447,0,0,17,59,75,68,27,6,3,250,45,24,56,46,71,99,78,27,14,464,528,509,1065,1265,1365,1464,1204,535,209,8142
5050,0,28,68,68,77,89,55,26,18,423,0,4,43,63,71,49,36,9,0,276,0,0,39,55,69,46,26,7,6,249,0,0,20,60,61,44,25,3,0,218,0,0,20,65,84,67,29,3,0,261,0,0,4,20,41,41,14,5,0,124,20,23,26,29,50,34,38,35,25,287,378,337,492,639,749,711,736,467,225,4740
5051,0,30,192,207,252,205,127,24,6,1060,0,18,125,204,190,148,67,21,0,776,0,6,115,199,241,173,47,8,0,787,0,0,62,176,170,142,34,5,0,583,0,5,84,266,263,172,29,8,0,821,0,0,20,118,129,78,18,3,0,357,43,25,62,64,78,70,81,51,23,503,931,762,1252,1997,2099,1864,1514,626,231,11278
5052,0,21,51,82,91,89,61,18,9,421,0,3,68,75,103,61,47,15,9,380,0,3,54,95,99,80,30,7,6,384,0,0,25,63,90,66,18,11,3,280,0,0,27,111,124,84,24,3,0,373,0,0,13,56,80,58,15,4,4,230,24,11,13,28,46,25,35,39,44,265,420,341,481,794,957,806,797,462,232,5297
5061,0,32,144,85,97,121,69,23,12,589,0,24,118,84,91,76,66,18,7,475,0,8,93,101,106,133,44,11,4,502,0,3,50,99,96,94,36,9,3,393,0,8,79,132,188,160,79,14,5,660,0,6,38,216,300,208,106,18,3,898,41,38,53,73,69,91,74,35,17,488,637,683,1122,1202,1383,1314,1062,481,247,8129
5062,0,67,188,166,176,169,136,41,24,972,5,19,143,129,155,168,79,23,10,739,0,10,107,153,195,170,69,23,15,736,0,3,81,138,172,123,52,6,5,574,0,0,98,247,355,222,79,21,6,1028,0,0,33,200,294,239,86,23,18,894,42,57,66,78,94,93,107,67,76,680,1051,936,1440,1771,2149,2054,1629,758,506,12310
5063,0,58,218,124,142,123,101,26,25,826,0,15,202,124,142,102,68,8,6,670,0,9,158,177,143,114,46,5,5,656,0,0,98,109,114,87,26,14,8,449,0,3,131,226,234,137,42,11,7,786,0,0,59,174,189,114,29,19,5,592,46,43,97,114,101,117,96,44,77,730,688,809,1741,1697,1662,1458,1154,633,493,10334
5064,0,28,87,96,97,84,121,32,43,590,0,13,78,66,94,111,53,39,27,474,0,5,56,91,124,118,47,21,11,475,0,3,35,63,93,96,36,15,10,341,0,0,36,142,178,148,63,23,11,588,3,4,28,161,230,163,80,31,34,734,40,22,30,40,55,58,55,71,121,498,801,490,721,1086,1318,1278,1152,772,657,8267
5065,0,30,122,133,116,99,94,29,30,652,0,16,82,88,91,81,76,26,22,487,0,3,81,102,112,112,56,25,23,513,0,0,47,76,90,77,48,20,15,378,0,0,51,144,173,120,68,25,12,589,0,5,17,115,232,163,83,27,21,671,30,16,48,51,49,78,92,67,99,540,632,557,965,1269,1367,1246,1191,669,515,8410
5066,7,34,101,108,163,145,106,45,22,724,0,14,88,98,121,108,93,39,10,566,0,8,82,127,160,115,81,34,8,616,0,3,29,101,126,109,62,31,6,462,0,0,54,178,259,190,93,37,14,830,0,0,32,175,314,231,109,37,19,915,54,32,26,68,68,82,66,51,23,465,900,676,806,1381,1787,1605,1342,725,311,9535
5067,0,45,221,126,128,141,72,28,6,761,0,25,184,104,92,94,51,21,3,576,0,13,130,118,87,85,54,9,3,496,0,4,97,84,89,82,37,5,0,403,0,4,132,172,142,119,64,19,0,644,3,0,40,155,170,130,65,21,3,588,35,51,174,86,93,95,82,70,46,725,587,736,1794,1379,1239,1294,1052,538,200,8819
5068,3,30,192,135,128,141,111,54,28,826,0,19,144,113,128,101,64,22,18,602,0,3,94,114,128,122,42,20,20,544,0,3,49,93,119,86,34,12,11,405,0,3,76,148,189,147,44,24,14,643,0,0,25,160,227,143,65,37,14,673,40,41,57,58,74,73,77,71,92,580,863,865,1332,1458,1607,1477,1247,893,606,10355
5069,0,25,140,93,90,89,61,19,9,529,0,19,111,79,102,79,32,4,0,426,0,3,77,101,96,97,22,6,0,413,0,0,50,69,81,57,22,11,0,293,0,3,75,129,169,119,31,10,3,534,0,4,42,146,200,114,40,15,3,553,21,45,65,53,80,71,37,33,14,408,468,631,1170,1044,1235,1057,737,427,201,6971
5070,0,62,305,185,182,148,63,24,27,1001,0,27,188,165,128,105,56,15,3,690,0,5,149,152,144,94,27,9,6,585,0,4,86,130,110,81,16,4,3,428,0,0,92,170,145,112,13,3,3,550,0,4,24,91,90,68,18,9,9,307,33,37,105,85,82,67,80,122,149,756,677,1075,2217,1821,1714,1505,1279,1153,783,12217
5072,0,42,180,167,186,147,102,37,23,880,3,17,159,129,138,121,60,16,6,641,0,7,126,151,137,105,47,13,9,595,0,3,76,118,136,88,35,6,0,462,0,3,74,166,173,115,42,10,9,586,0,0,22,88,121,76,50,19,7,385,34,28,74,61,94,77,66,84,53,566,863,790,1531,1634,1726,1487,1272,840,459,10596
5073,3,48,256,231,257,180,79,36,9,1094,0,23,173,177,181,105,43,9,3,720,0,14,151,143,176,109,31,10,8,636,0,3,76,101,122,73,24,8,0,407,0,8,59,198,199,110,29,5,9,604,0,0,10,68,81,46,20,9,0,233,41,36,68,69,81,71,90,122,89,675,946,978,1869,1968,2150,1577,1458,1262,488,12704
5074,0,39,248,211,203,137,55,25,7,928,0,12,161,130,126,64,27,6,0,532,0,0,109,132,102,60,14,5,3,424,0,0,50,89,73,48,9,10,3,283,0,0,48,111,88,41,8,6,3,305,0,0,11,37,34,14,8,3,0,115,70,41,85,87,96,68,78,103,66,684,711,788,1733,1707,1716,1310,1222,1106,518,10814
5075,0,36,167,164,178,169,62,20,10,801,0,8,124,105,108,80,27,12,3,470,0,3,82,118,92,70,18,5,0,398,0,3,50,86,70,53,14,3,0,282,0,3,39,96,109,54,9,3,0,315,0,0,13,32,29,14,8,3,4,101,37,41,62,40,71,57,72,73,103,556,593,680,1303,1320,1343,1272,1226,811,351,8901
5076,0,54,143,114,183,140,61,14,3,721,0,9,109,95,149,98,24,7,0,504,0,3,68,120,123,104,24,7,0,450,0,3,53,94,95,65,29,3,0,344,0,0,48,91,128,92,21,3,0,386,0,0,5,26,47,39,10,3,0,133,18,15,20,40,43,36,42,28,12,262,630,621,938,1141,1432,1311,1001,505,102,7681
5081,0,38,146,89,103,91,87,33,18,600,0,16,109,82,86,85,59,21,14,468,0,11,82,103,94,116,32,25,5,468,0,3,69,75,89,71,41,7,4,352,0,3,80,146,173,118,64,19,7,610,0,5,25,121,206,155,67,34,23,641,40,40,86,80,72,78,61,52,33,554,591,649,1131,1066,1220,1265,974,624,352,7870
5082,3,73,296,224,210,179,79,16,8,1093,4,26,205,150,176,144,40,8,3,751,0,17,189,177,193,147,38,3,0,763,0,4,104,134,138,123,24,5,4,534,0,0,113,257,232,153,27,4,0,797,0,0,37,119,150,98,27,6,0,447,49,67,153,106,147,123,83,54,40,819,796,1237,2358,2011,2086,1888,1075,628,338,12425
5083,0,26,199,126,102,86,29,9,9,587,0,20,127,90,75,70,11,3,0,396,0,7,98,86,100,63,7,0,0,361,0,3,71,79,62,48,9,0,0,273,0,3,46,99,104,71,13,0,3,334,0,0,16,43,34,18,3,0,0,126,19,21,60,48,47,48,29,19,36,322,372,529,1275,1068,961,914,540,305,223,6187
5084,0,38,164,121,84,53,24,5,0,481,0,11,109,72,62,38,3,0,4,295,0,5,60,50,49,31,7,3,0,207,0,0,34,38,35,19,3,0,0,122,0,0,28,40,30,6,0,0,0,103,0,0,11,16,8,10,4,0,0,54,62,64,151,146,116,93,58,52,21,762,596,857,1848,1467,1238,1024,631,381,218,8259
5085,3,69,506,346,219,167,42,13,9,1372,0,24,363,245,154,98,25,0,4,912,0,17,289,248,139,72,9,0,0,774,0,3,182,175,93,61,9,3,3,529,0,0,136,183,111,55,8,0,0,492,0,0,37,76,52,15,3,0,3,191,82,181,508,402,259,149,120,106,81,1896,1029,1409,4240,3180,2157,1737,1231,761,509,16259
5086,0,55,358,284,262,164,44,14,3,1186,0,16,245,201,161,102,22,4,3,763,0,3,188,196,124,87,18,0,4,621,0,0,99,111,95,59,15,0,0,388,0,0,95,140,118,55,4,4,3,416,3,4,22,49,34,21,14,3,0,143,55,35,156,135,109,112,113,84,43,834,894,1026,2791,2373,2017,1755,1314,732,352,13258
5087,0,40,273,203,151,93,34,14,3,824,0,8,246,146,94,53,14,0,0,562,0,3,152,137,90,60,14,0,0,465,0,0,82,100,52,41,11,4,0,289,0,0,69,109,52,52,3,0,0,293,0,0,14,26,33,15,10,5,0,97,38,32,98,93,73,72,78,93,76,669,537,773,2259,1665,1290,1132,887,677,292,9508
5088,0,7,77,63,46,47,9,3,0,258,0,3,51,36,19,18,0,0,0,131,0,0,24,29,13,9,3,0,0,86,0,0,22,17,15,12,0,0,0,66,0,0,12,12,8,3,0,0,0,37,0,0,0,3,8,0,0,0,0,9,8,8,30,26,24,24,18,24,9,175,151,211,545,474,422,387,293,199,52,2727
5089,0,24,116,104,129,116,59,13,3,565,0,6,92,68,83,75,31,4,0,360,0,0,65,68,90,70,18,0,0,311,0,0,29,71,70,58,24,3,0,247,0,0,40,85,113,67,13,4,0,326,0,0,7,25,42,15,10,3,0,113,25,21,34,37,29,31,23,20,11,225,438,356,741,818,1019,872,803,277,64,5402
5090,0,30,148,131,116,96,51,14,16,596,0,9,81,91,71,67,22,11,3,349,0,0,69,61,61,32,13,0,0,247,0,5,31,51,46,35,4,0,0,171,0,0,28,41,47,28,10,0,0,146,0,0,3,5,14,5,0,0,3,35,22,22,37,32,52,33,73,87,122,480,400,355,913,870,906,873,985,800,668,6771
5091,0,29,130,113,145,96,65,15,3,590,0,18,102,99,92,63,25,8,0,403,0,3,73,108,103,51,20,3,3,357,0,0,52,59,65,44,13,3,0,240,0,0,25,72,81,57,9,3,0,252,0,0,4,26,28,12,3,5,0,79,35,17,48,59,57,41,78,41,13,381,496,379,872,997,1055,867,991,463,111,6234
5092,0,81,338,346,324,250,80,21,11,1446,0,32,239,224,182,150,44,4,4,874,0,6,160,185,150,122,24,7,0,652,0,3,50,117,91,73,14,0,0,346,0,6,63,135,105,97,18,0,0,424,0,0,13,17,30,20,4,0,3,84,57,46,142,110,103,94,98,98,47,788,1002,1104,2506,2405,2171,2208,1823,956,301,14481
5093,0,38,175,168,147,110,40,12,3,699,0,6,101,108,94,56,23,3,0,388,0,3,67,96,73,39,12,3,0,282,0,3,19,62,40,32,0,0,0,155,0,4,31,51,39,25,5,0,0,150,0,0,0,6,11,3,3,0,0,23,30,21,51,49,40,50,91,57,32,427,562,520,1204,1226,1127,922,1210,519,157,7443
5094,0,4,10,20,11,3,0,0,0,53,0,0,4,3,0,5,3,0,0,21,0,0,4,5,3,0,0,0,0,15,0,0,0,3,3,3,0,0,0,9,0,0,3,3,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,8,4,8,3,7,10,8,0,0,55,64,67,127,115,119,88,122,52,15,762
5095,3,123,518,373,316,184,40,4,0,1568,0,76,296,269,192,114,26,0,0,973,0,22,287,286,189,124,14,3,0,924,0,5,154,172,131,77,8,0,0,541,0,3,120,263,187,90,14,0,0,670,0,4,33,72,85,36,11,3,0,246,85,86,289,155,156,104,87,50,31,1042,1238,1826,3957,3116,2548,1955,1183,582,218,16635
5096,3,55,279,233,210,182,50,7,0,1012,0,24,142,157,147,70,25,0,0,563,0,13,96,126,110,62,11,6,0,426,0,3,38,55,75,34,10,0,0,225,0,4,36,76,100,52,7,3,0,276,0,0,3,17,33,12,6,3,0,78,56,48,115,90,107,96,71,68,17,663,856,908,1842,1753,1849,1648,1136,647,192,10832
5097,0,57,274,236,240,197,83,16,6,1109,0,30,210,169,202,148,40,3,3,797,0,14,132,144,146,120,20,4,0,578,0,3,61,84,100,71,6,0,0,328,0,6,39,109,97,73,14,0,3,345,0,0,11,11,37,25,5,6,4,97,53,26,64,74,81,97,82,57,54,587,786,760,1734,1727,1770,1810,1474,785,410,11266
5098,0,37,183,242,181,134,39,10,5,829,0,5,117,148,109,83,21,7,0,487,0,7,85,109,89,59,6,0,0,356,0,3,44,88,49,33,8,0,0,237,0,4,23,82,57,28,5,0,3,204,0,0,3,20,17,8,0,0,0,47,47,38,78,86,68,83,110,67,41,629,674,682,1510,1742,1503,1300,1595,732,345,10095
