_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
5094,3,4,9,17,24,44,4,3,10,3,4,4,28,32,59,19,13,32,8,11,17,0,3,6,23,28,56,3,5,13,3,8,10,3,3,4,0,7,10,0,0,0,9,17,30,9,18,33,6,10,14,3,0,3,3,0,3,0,0,0,25,29,50,5,0,5,3,0,3,0,0,0,6,0,6,24,19,47,125,131,254
5095,130,141,277,585,502,1090,170,171,343,154,171,320,908,847,1759,226,200,425,138,142,287,174,176,349,541,518,1059,53,36,88,58,64,125,42,28,72,68,120,190,0,0,0,221,254,479,473,445,916,208,189,397,30,44,77,115,145,263,4,3,11,833,822,1650,44,51,87,51,71,118,0,0,0,95,118,210,556,538,1098,3289,3244,6528
5096,95,86,184,451,435,880,68,64,135,135,118,246,654,613,1265,229,200,430,70,80,153,103,93,193,406,371,780,21,24,43,22,36,58,36,18,55,40,80,126,4,0,4,117,162,277,134,158,292,36,55,91,14,24,34,35,65,101,0,0,0,220,299,519,17,20,41,23,49,68,0,0,0,44,73,116,359,352,710,1885,1965,3848
5097,79,66,144,427,414,848,100,70,173,100,71,171,625,562,1187,242,250,497,66,56,128,78,70,143,385,382,765,15,30,44,14,30,44,30,34,61,47,67,117,3,3,4,106,159,269,105,140,247,32,41,76,12,22,33,57,79,131,0,0,0,211,282,491,10,13,29,27,43,67,0,3,3,38,63,101,247,273,519,1696,1776,3470
5098,83,69,147,344,298,644,115,115,232,132,104,234,593,516,1107,216,172,385,75,70,146,58,70,121,345,311,658,20,12,33,16,28,44,21,20,41,41,72,110,0,0,0,92,132,229,110,124,237,52,72,125,14,18,32,32,71,105,0,0,0,215,282,490,7,28,34,21,42,67,0,0,0,31,75,104,282,340,626,1636,1724,3359
5106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,11,18,3,20,0,0,0,0,0,0,0,0,0,23,3,30,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,50,14,60,0,0,0,0,0,0,50,14,60,3,3,6,82,18,106
5107,147,99,249,556,499,1051,232,232,461,76,91,163,858,817,1673,278,279,558,141,165,308,68,68,132,495,508,1000,40,36,79,45,73,116,22,31,48,43,87,136,0,3,6,151,237,387,160,232,389,86,72,162,14,28,40,50,41,90,0,7,3,310,375,683,26,34,63,25,83,110,3,3,7,56,124,178,458,458,923,2476,2613,5090
5108,243,278,525,1442,1352,2798,335,333,668,203,238,443,1984,1920,3906,891,745,1636,236,245,485,184,199,384,1315,1192,2506,89,119,202,142,204,343,60,108,169,159,250,404,3,3,12,456,682,1132,292,372,658,113,149,257,29,58,87,56,128,182,3,5,6,493,701,1198,69,120,190,70,147,217,8,0,8,148,265,413,1300,1311,2607,5934,6344,12280
5109,108,131,239,655,601,1256,134,140,277,175,158,329,965,903,1865,364,341,705,90,105,200,147,143,291,601,590,1194,29,52,80,39,67,110,48,44,89,55,120,173,0,3,4,176,281,456,155,190,349,55,56,117,25,31,56,50,99,147,0,0,0,280,382,659,24,49,74,38,66,98,0,3,3,59,111,175,576,637,1219,2771,3041,5808
5110,65,70,138,311,303,617,90,94,182,50,67,113,451,468,918,135,114,251,78,79,153,56,44,96,264,236,498,16,12,24,14,18,35,9,19,33,24,56,81,0,0,3,64,115,175,69,75,146,11,39,51,7,14,25,9,29,42,0,0,0,101,160,266,11,13,27,17,33,52,0,0,0,30,48,74,323,334,656,1302,1430,2729
5111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,6,0,3,4,0,0,0,0,0,0,3,3,3,31,4,36,37,9,49
5112,114,103,208,606,585,1194,96,114,209,127,122,251,835,824,1656,425,345,764,77,94,165,103,96,196,608,524,1135,41,55,93,71,109,180,48,37,86,76,115,184,0,3,5,233,321,554,103,112,219,39,63,103,17,25,41,50,75,127,0,4,4,217,279,498,32,49,79,31,65,97,3,3,6,70,112,182,913,945,1861,2991,3108,6094
5113,158,146,305,794,712,1508,89,89,170,76,75,151,954,873,1830,391,384,774,37,52,93,31,34,68,463,477,932,46,65,117,42,76,118,37,36,75,52,114,167,3,7,8,181,302,487,60,89,144,45,53,95,7,21,27,17,41,52,0,3,3,121,203,325,49,82,133,31,78,110,3,3,5,87,161,243,1010,982,1997,2976,3144,6127
5114,282,287,570,1171,1059,2227,387,376,770,384,374,757,1946,1805,3753,591,566,1159,272,282,557,288,262,553,1159,1119,2277,85,91,168,42,120,160,78,84,159,140,226,360,4,7,6,346,515,864,210,311,520,77,106,186,35,43,77,98,148,253,0,0,0,419,613,1037,49,63,110,55,139,193,3,3,11,103,203,308,1053,1079,2131,5311,5621,10933
5115,127,95,221,378,405,777,104,94,197,106,96,200,582,588,1173,179,160,339,52,58,111,42,53,99,276,273,544,26,26,56,19,38,63,20,34,58,38,79,115,0,0,0,109,185,290,53,77,129,26,49,74,6,14,19,29,60,93,0,0,3,119,202,319,24,22,40,16,44,59,0,0,0,41,67,103,373,373,741,1618,1784,3403
5116,74,76,149,226,214,438,67,71,140,153,149,306,448,439,880,146,104,244,55,57,108,134,118,251,332,271,605,19,28,41,8,25,38,24,24,48,20,51,76,0,0,0,69,134,205,28,77,105,18,36,53,4,21,27,20,51,75,0,0,0,74,191,261,8,16,21,8,37,42,0,0,0,16,54,70,265,278,545,1272,1435,2707
5117,12,29,42,68,74,147,43,32,80,88,61,152,199,168,372,26,28,56,31,49,82,64,35,100,119,119,235,3,3,4,0,0,0,10,10,16,7,15,25,0,0,0,20,24,47,20,25,46,0,0,4,3,3,6,0,10,10,0,0,0,25,43,72,0,0,4,5,6,10,0,0,0,9,10,12,76,75,149,463,462,927
5118,94,90,187,493,504,993,130,118,251,218,247,466,846,869,1709,204,176,377,195,236,432,187,179,364,588,581,1174,33,23,49,9,25,36,54,47,95,62,108,174,0,0,7,158,201,361,112,180,289,26,59,79,17,32,49,42,95,131,0,0,0,198,363,557,9,11,25,9,49,56,0,0,3,25,59,86,584,559,1144,2495,2722,5219
5120,20,16,32,42,60,102,16,12,29,21,18,35,77,87,165,22,16,36,16,16,32,8,14,20,47,46,98,0,0,4,0,5,5,3,3,3,3,7,5,0,0,0,3,10,19,16,27,45,4,5,7,5,0,8,3,3,4,0,0,0,29,32,62,0,0,0,0,3,4,0,0,0,0,3,4,104,66,169,277,275,550
5121,13,13,20,32,25,52,8,11,25,14,26,42,53,60,114,18,8,24,17,19,32,9,11,16,36,38,78,4,3,4,0,3,5,3,4,4,3,12,11,0,0,0,10,20,29,6,18,28,7,3,9,3,3,7,0,3,4,0,0,0,22,26,43,4,0,4,0,0,0,0,0,0,3,0,5,55,39,90,186,193,379
5125,84,119,203,616,598,1217,208,185,387,196,187,380,1024,964,1988,364,352,712,151,133,287,214,191,411,731,676,1408,34,30,67,8,30,45,59,34,93,54,104,166,0,0,0,159,203,367,222,259,482,50,61,107,54,40,94,54,111,169,0,0,3,376,486,861,15,17,29,17,52,69,0,0,3,29,69,102,370,447,820,2777,2966,5744
5126,41,41,81,265,229,500,54,37,98,53,46,99,380,319,692,134,108,248,23,32,63,38,41,78,192,191,384,9,6,19,9,3,13,16,15,33,26,36,65,0,0,0,67,63,131,56,68,119,13,28,40,6,13,17,21,40,64,0,0,0,93,150,250,3,3,11,20,21,43,0,0,0,29,30,60,143,159,296,941,954,1896
5127,44,38,80,208,200,406,60,45,103,83,72,152,344,319,667,116,122,239,48,53,101,74,76,157,248,255,501,8,18,30,5,18,27,26,21,42,21,35,54,0,5,5,61,94,157,84,123,205,10,37,49,10,19,27,24,44,74,0,0,0,130,221,349,8,3,16,11,17,35,0,0,0,20,22,44,121,136,252,966,1082,2051
5131,5,0,10,22,23,47,9,11,27,21,17,36,54,51,100,8,5,18,3,9,12,14,18,29,27,26,59,0,0,0,0,0,0,8,3,13,0,12,12,0,0,0,11,14,23,16,15,33,3,3,5,0,0,3,3,7,14,0,0,0,24,34,52,0,0,0,0,8,8,0,0,0,0,8,8,30,29,52,150,160,306
5132,4,3,9,21,22,45,3,4,3,0,9,5,24,29,52,0,4,6,5,0,5,3,4,11,8,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,3,0,4,0,0,0,8,8,13,0,0,0,0,3,4,0,0,0,3,4,8,10,13,21,58,69,127
5133,3,3,5,8,11,20,4,0,6,6,8,15,22,13,39,3,6,13,0,0,0,7,6,11,15,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,11,0,0,3,0,0,0,0,0,0,0,0,0,4,8,12,0,0,0,0,0,4,0,0,0,0,0,4,17,15,31,60,54,118
5134,0,3,3,16,12,25,5,3,5,0,0,3,20,13,36,3,12,16,3,3,3,5,10,16,16,21,36,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,3,7,0,3,6,0,0,3,0,0,0,0,3,6,0,0,0,5,13,16,3,0,3,0,0,0,0,0,0,3,4,4,21,14,33,65,67,136
5136,3,3,3,26,17,38,4,5,15,3,3,7,34,25,60,12,10,20,7,0,11,5,3,12,24,20,40,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,10,10,14,3,5,5,0,0,3,4,5,6,0,0,0,15,20,33,0,3,3,0,0,3,0,0,0,0,3,3,18,11,29,97,76,178
5137,3,7,6,22,16,35,0,3,8,3,3,9,28,23,53,6,8,17,3,3,11,5,4,11,20,22,39,3,0,4,0,0,3,3,0,7,0,0,3,0,0,0,4,3,9,11,14,25,0,0,0,0,0,0,0,9,9,0,0,0,11,24,36,3,0,3,0,0,3,0,0,0,0,0,3,27,14,39,89,92,185
5138,3,3,9,10,11,20,0,3,3,4,5,4,17,16,29,14,7,16,3,0,3,0,0,0,12,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,4,4,0,3,0,0,0,5,12,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,44,40,78
5139,3,0,3,10,6,17,0,0,0,0,3,5,15,11,20,9,5,14,0,0,0,3,3,7,12,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,9,10,12,36,34,73
5140,0,0,3,26,23,47,0,3,3,3,0,6,31,26,53,14,16,26,3,7,12,5,3,7,26,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,11,0,0,3,0,0,0,0,0,5,0,0,0,8,14,24,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,68,72,139
5141,8,3,9,23,28,53,0,5,5,6,11,19,33,45,78,10,14,24,0,0,0,11,14,20,18,21,44,0,0,0,0,0,0,3,3,4,3,0,0,0,0,0,6,11,12,14,16,25,4,0,3,0,0,0,3,9,11,0,0,0,19,21,42,0,0,0,0,3,3,0,0,0,0,0,7,17,20,40,104,124,226
5142,0,4,3,29,25,51,3,8,5,0,3,3,27,27,61,16,11,28,3,0,3,3,0,3,17,16,35,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,3,5,10,3,0,0,0,3,3,4,0,7,0,0,0,9,12,14,0,0,0,0,0,0,0,0,0,0,0,0,7,15,22,71,69,138
5144,0,0,0,11,6,18,0,0,0,5,7,12,17,16,32,3,11,14,0,0,0,3,8,4,6,14,22,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,7,0,0,0,0,0,0,0,3,4,0,0,0,9,13,17,0,0,3,0,0,3,0,0,0,0,3,3,11,14,26,48,53,100
5150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,13,3,18
5151,0,0,0,8,17,26,0,0,0,7,3,17,18,24,38,5,10,16,0,0,0,13,9,24,19,17,43,0,0,3,0,0,0,6,0,7,0,0,3,0,0,0,6,3,10,5,5,7,0,5,3,0,0,0,0,0,3,0,0,0,10,13,20,0,0,0,0,0,0,0,0,0,3,0,3,11,7,21,67,66,131
5152,40,56,93,221,220,447,59,47,107,69,63,135,359,329,686,77,64,140,31,35,62,108,102,213,212,201,418,3,3,11,3,3,4,14,3,16,13,20,34,0,0,0,34,31,64,87,92,177,19,26,45,14,5,18,35,45,79,0,0,0,156,175,324,3,0,6,4,14,27,0,0,0,9,21,25,146,127,270,955,935,1890
5153,37,29,66,199,178,377,24,34,57,91,75,162,313,281,595,113,113,224,22,24,40,103,100,204,238,235,469,4,9,17,0,13,14,24,15,40,17,35,48,0,0,0,45,72,116,72,76,146,23,22,44,12,16,24,31,57,88,0,0,0,129,167,299,5,12,12,6,17,26,0,0,0,14,25,35,189,191,378,965,1002,1968
5154,30,21,50,135,134,273,17,30,52,40,44,85,196,215,411,32,46,82,9,18,30,63,63,133,107,136,242,0,0,3,3,3,6,12,0,11,3,6,14,0,0,0,14,14,28,41,45,84,15,18,36,9,4,12,15,35,48,0,0,0,74,103,181,0,0,3,7,3,15,0,0,0,4,8,15,73,77,148,505,575,1075
5155,25,41,68,151,160,312,15,12,30,45,43,89,215,214,431,61,66,132,14,9,22,41,44,81,114,116,235,6,7,5,0,7,8,3,4,10,10,28,39,0,0,0,20,40,63,36,42,74,21,18,36,0,7,10,15,41,62,0,0,0,74,110,181,3,0,3,8,16,24,0,0,0,4,21,26,74,78,153,533,631,1163
5156,3,5,14,47,36,86,5,6,7,7,4,11,57,45,106,25,10,36,3,6,9,10,12,21,34,28,69,0,0,3,0,4,4,4,0,4,3,4,7,0,0,0,3,10,13,5,12,17,5,3,11,3,4,4,0,9,6,0,0,0,11,24,41,0,0,0,0,3,3,0,0,0,0,3,4,21,8,28,143,129,271
5157,22,16,39,80,90,176,6,3,8,32,33,69,121,127,253,52,45,98,13,11,21,26,32,57,87,96,181,3,4,6,0,0,0,12,5,15,3,10,15,0,0,0,20,19,40,32,38,75,6,7,10,4,6,6,14,16,27,0,0,0,53,63,115,0,3,7,4,6,11,0,0,0,6,9,17,74,92,170,388,430,815
5158,181,159,343,893,835,1728,178,191,368,134,125,252,1199,1153,2346,492,529,1016,151,123,276,127,116,237,767,769,1533,35,37,72,13,46,59,68,38,108,77,124,200,0,0,3,197,249,445,236,336,572,90,100,194,18,38,62,108,187,292,0,8,8,451,666,1116,9,24,40,25,68,93,0,3,4,38,95,137,417,418,833,3246,3510,6755
5159,210,193,404,1152,1036,2189,164,161,320,297,287,581,1610,1479,3092,640,676,1307,156,125,279,247,269,518,1037,1072,2106,33,45,78,35,40,74,88,57,143,108,140,246,0,0,3,257,290,549,348,489,835,87,139,232,42,69,113,131,226,362,7,0,7,610,929,1542,20,19,42,48,86,135,0,0,0,74,109,175,601,551,1157,4401,4622,9023
5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,6,10
5161,53,43,98,346,302,648,42,35,76,61,54,110,447,392,837,204,193,396,34,16,52,57,55,111,286,267,555,16,18,32,11,10,23,31,30,58,25,41,65,0,0,0,84,102,185,51,93,139,36,45,82,10,13,21,24,60,88,0,0,0,121,202,326,8,14,21,17,30,45,0,0,0,29,39,64,189,237,426,1207,1287,2489
5162,208,187,394,1202,1072,2275,179,142,326,256,233,487,1635,1447,3084,729,683,1413,124,107,231,193,225,417,1039,1022,2058,46,52,97,35,88,128,84,70,149,108,164,277,0,0,0,275,373,648,245,330,571,85,137,225,45,49,93,81,184,269,0,8,5,458,708,1171,21,49,69,70,100,169,3,3,3,91,151,241,881,918,1798,4589,4803,9394
5163,76,87,162,471,445,914,66,63,126,94,111,202,626,621,1240,255,267,516,61,69,134,67,78,151,382,416,797,21,19,41,9,29,42,36,27,56,31,81,113,3,0,5,102,158,260,72,106,176,39,56,100,13,19,31,32,70,100,0,3,3,166,249,412,10,28,37,27,44,73,0,0,0,43,78,119,418,442,869,1816,2049,3859
5164,40,34,70,200,190,392,16,13,25,22,25,44,236,226,464,126,115,233,13,12,22,13,8,23,152,130,286,12,11,22,3,17,23,9,13,15,11,28,44,0,0,3,39,67,109,26,27,58,14,19,35,3,8,11,12,20,29,0,0,0,60,74,128,11,14,25,7,13,25,0,3,3,20,31,46,236,295,530,778,862,1641
5165,29,43,75,159,127,285,22,35,66,20,26,52,207,189,398,87,79,172,28,31,62,23,17,38,138,127,269,4,11,13,4,18,18,21,9,31,19,20,38,0,0,0,48,60,103,35,41,74,21,21,42,8,3,14,10,25,42,0,0,0,82,89,174,3,8,11,13,26,36,0,0,0,14,32,43,287,340,627,801,880,1677
5166,7,10,22,64,52,116,15,0,13,10,4,15,91,63,146,35,30,67,6,6,12,6,3,11,50,39,93,0,3,6,3,8,9,7,3,6,6,9,15,0,0,0,16,24,40,7,5,17,3,4,5,0,3,3,5,4,11,0,0,0,17,20,34,0,4,3,0,5,10,0,0,0,0,12,15,61,67,132,243,229,474
5167,19,27,49,135,133,267,59,71,131,46,38,82,237,237,477,79,73,154,39,48,89,38,32,67,155,159,310,10,8,23,4,11,19,16,7,23,19,37,55,0,0,0,50,64,115,37,53,89,13,23,32,3,8,12,20,31,53,0,0,0,70,116,184,5,4,11,8,18,25,0,0,0,16,24,38,229,264,489,779,881,1666
5168,37,34,67,175,163,345,41,40,80,42,32,78,259,237,497,91,99,192,28,38,71,20,17,31,136,154,292,12,9,20,3,15,22,6,8,16,16,29,45,3,0,3,43,67,104,26,33,54,11,20,32,6,4,9,15,27,39,0,0,0,57,81,136,4,4,6,9,18,24,0,0,0,13,17,31,178,192,361,721,776,1495
5169,127,123,254,598,530,1130,205,212,423,102,101,202,901,846,1753,331,302,631,86,94,180,98,91,192,513,488,998,33,32,69,23,45,61,34,36,70,63,97,155,0,3,4,154,205,366,73,148,218,39,61,101,14,23,34,38,86,132,0,0,0,171,317,486,17,23,35,24,60,83,0,3,3,41,79,121,458,509,970,2365,2579,4946
5170,5,8,17,29,28,57,7,5,12,3,6,15,39,37,81,21,19,40,0,6,13,15,15,30,39,38,78,0,0,0,0,3,3,0,0,3,3,4,7,0,0,0,7,17,20,5,11,16,5,7,13,0,0,0,5,5,11,0,0,0,15,27,41,0,0,0,3,0,4,0,0,0,3,0,4,42,45,80,149,172,322
5171,36,42,84,171,183,352,22,14,37,84,61,152,275,259,538,68,67,130,18,11,31,96,80,180,186,156,341,12,3,16,0,4,6,17,5,21,6,27,35,0,0,0,39,42,72,38,64,103,12,16,25,4,9,16,7,29,45,0,0,0,65,121,189,0,6,9,5,13,22,0,0,0,11,21,27,173,186,361,788,827,1610
5172,16,20,42,120,114,234,8,11,22,51,61,108,180,181,362,59,73,130,11,6,15,71,66,137,137,141,280,4,5,10,3,9,7,11,9,21,12,24,33,0,0,0,31,43,68,28,38,66,4,14,21,7,3,8,12,21,33,0,0,0,53,73,125,0,0,0,7,3,8,0,0,0,4,3,12,129,126,252,557,594,1146
5173,87,88,180,454,418,865,137,147,283,127,125,252,713,693,1401,272,248,515,37,33,76,81,97,171,385,376,767,17,24,39,10,35,43,25,33,53,31,69,100,0,0,3,81,156,231,58,60,115,17,43,69,8,12,20,27,76,106,0,0,0,109,200,309,9,16,27,14,40,54,0,0,3,29,56,85,520,530,1054,1922,2099,4017
5174,12,21,33,83,77,154,21,21,42,25,30,51,128,126,249,55,48,99,9,11,20,33,29,61,90,89,182,4,3,6,0,9,5,16,3,17,8,12,26,0,0,0,32,27,54,13,11,25,3,14,17,0,8,10,6,15,18,0,0,0,23,45,67,0,3,3,3,8,14,0,0,0,5,18,15,118,108,226,402,429,827
5201,12,9,29,60,44,107,5,6,11,15,18,36,80,68,149,44,40,80,13,4,15,11,13,23,63,54,118,0,3,3,6,0,9,10,8,14,3,14,18,0,0,0,20,23,46,5,28,35,0,11,9,0,3,4,9,13,21,0,0,0,20,54,72,3,0,4,3,4,5,0,0,0,5,6,12,69,59,127,270,276,548
5202,8,7,17,39,27,59,0,0,3,8,5,10,48,28,75,15,8,20,4,0,3,8,15,24,25,28,52,0,3,3,0,0,0,0,0,0,3,0,5,0,0,0,3,3,7,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,13,13,0,0,0,0,3,3,0,0,0,0,3,3,38,22,59,118,107,220
5203,3,0,6,44,38,78,0,0,0,3,8,17,45,51,96,27,21,48,0,0,0,10,15,22,37,32,69,0,0,3,0,0,0,0,0,3,0,4,3,0,0,0,4,5,12,0,3,4,0,3,3,0,0,0,4,4,10,0,0,0,3,13,17,0,0,3,3,0,3,0,0,0,5,5,10,49,50,99,153,150,305
5204,8,6,15,79,79,160,0,0,0,12,13,22,91,93,184,41,34,72,0,3,3,3,13,20,45,53,93,0,0,0,0,3,3,7,8,10,7,16,22,0,0,3,15,25,40,0,7,9,3,3,6,0,0,0,0,15,15,0,0,0,4,21,26,0,3,3,3,4,10,0,0,0,3,5,8,107,110,219,278,318,592
5210,11,14,27,74,70,142,0,0,3,17,12,28,90,88,175,44,43,87,0,0,0,11,17,29,54,62,117,0,3,7,0,0,6,6,0,8,5,12,11,0,0,0,18,16,29,3,7,13,0,3,6,0,3,3,3,10,11,0,0,0,6,30,37,0,0,0,0,6,6,0,0,0,0,8,6,66,66,131,250,269,517
5211,59,79,139,327,301,630,13,0,12,183,176,363,522,479,1005,208,208,415,8,10,17,107,129,239,326,346,671,10,8,21,9,25,32,18,16,39,34,59,92,7,0,7,69,116,191,26,37,66,21,29,53,8,9,14,21,62,78,0,0,0,71,134,206,14,4,18,12,29,36,0,0,0,20,32,53,485,549,1035,1555,1741,3299
5212,10,9,22,39,46,86,0,0,0,28,16,49,72,68,141,19,16,38,0,0,0,20,11,33,48,31,72,0,4,9,3,8,8,0,0,7,0,8,9,0,0,0,7,20,26,0,6,12,3,4,9,0,4,4,3,16,13,0,0,0,8,29,32,0,0,0,0,0,0,0,0,0,0,5,5,66,76,140,206,229,433
5213,8,3,15,38,43,78,4,0,4,11,10,21,49,49,98,22,19,43,0,0,0,12,9,25,33,28,68,0,0,0,0,4,4,0,0,0,3,0,8,0,0,0,5,7,13,3,9,7,3,0,5,0,0,0,4,4,11,0,0,0,8,19,24,0,0,3,0,0,0,0,0,0,0,0,0,30,25,52,137,136,271
5214,32,25,57,168,186,353,9,8,22,77,72,149,255,269,528,83,96,175,10,4,9,50,65,118,139,163,303,4,13,15,0,16,16,13,15,34,24,30,53,0,0,0,39,79,117,5,22,30,12,17,31,0,0,0,6,36,44,0,0,0,32,72,101,9,9,10,9,17,22,0,0,0,12,21,33,289,293,577,797,924,1724
5220,0,0,0,12,10,15,0,0,0,0,0,0,12,10,15,0,0,9,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,22,22,42
5221,3,0,4,6,13,20,0,0,0,0,0,0,6,13,20,8,4,8,0,0,0,0,0,0,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,18,38,37,42,77
5222,3,9,9,12,15,27,0,0,0,0,0,0,12,15,27,4,9,14,0,0,0,0,0,0,4,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,8,0,0,0,0,3,3,0,0,0,0,7,3,41,38,78,69,78,144
5223,25,12,37,153,119,277,0,0,0,3,3,4,155,127,278,92,99,197,0,0,0,4,3,10,99,104,208,0,3,3,0,9,7,9,5,14,5,9,17,0,0,0,15,27,39,3,0,4,3,5,4,0,3,3,3,10,11,0,0,0,9,16,27,0,0,0,0,7,11,0,0,0,3,7,14,184,173,356,486,468,954
5231,7,8,10,41,44,80,4,7,12,11,10,18,56,61,109,23,15,37,3,3,4,15,23,40,36,46,86,0,0,0,0,0,6,7,4,8,3,8,15,0,0,0,10,13,25,8,7,20,0,3,0,3,0,3,5,4,10,4,0,4,19,17,37,0,0,0,0,3,7,0,0,0,0,3,7,30,30,65,165,172,340
