_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
5556,..,0,46,75,102,180,223,97,14,743,..,18,39,23,29,31,10,11,0,163,..,0,3,12,20,5,6,0,0,44,298,..,..,..,..,..,..,..,..,298,..,50,..,..,..,..,..,..,..,50,..,54,28,19,16,3,0,0,0,119,..,8,6,7,0,3,0,3,0,31,..,0,3,3,0,0,0,0,0,9,..,8,15,4,11,17,3,0,0,56,..,8,20,12,58,64,58,38,12,273,3,8,0,6,9,11,10,3,0,42,302,149,163,160,243,313,313,156,26,1824,..,3,66,81,123,206,202,73,5,762,..,21,35,30,30,30,8,4,3,171,..,8,35,33,26,8,5,10,4,137,244,..,..,..,..,..,..,..,..,244,..,51,..,..,..,..,..,..,..,51,..,28,4,10,6,9,0,0,0,55,..,10,3,0,11,3,6,8,0,48,..,4,3,0,0,0,0,0,0,8
5558,..,3,40,78,147,199,277,144,38,932,..,16,49,35,30,27,29,7,0,191,..,0,0,11,9,7,0,5,0,31,326,..,..,..,..,..,..,..,..,326,..,67,..,..,..,..,..,..,..,67,..,78,24,9,13,3,0,0,0,128,..,6,3,0,3,13,3,0,3,30,..,9,4,4,3,0,0,0,0,18,..,6,10,5,16,5,9,3,0,45,..,11,25,25,48,68,78,47,17,310,12,4,7,0,6,12,17,3,0,65,334,197,155,156,277,342,418,207,58,2145,..,3,61,99,178,219,267,112,7,948,..,25,43,27,37,28,21,9,0,188,..,6,32,30,27,13,8,5,4,125,292,..,..,..,..,..,..,..,..,292,..,65,..,..,..,..,..,..,..,65,..,37,9,3,5,5,0,0,0,57,..,13,0,0,3,6,4,4,0,35,..,5,0,0,0,0,0,0,0,7
5560,..,0,6,16,14,17,20,13,0,82,..,4,0,0,3,0,4,0,0,8,..,0,0,6,4,0,0,0,0,6,50,..,..,..,..,..,..,..,..,50,..,7,..,..,..,..,..,..,..,7,..,9,3,0,4,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,11,..,0,3,0,3,6,11,4,0,31,0,0,0,0,0,0,0,0,0,3,50,24,19,24,27,28,38,14,3,224,..,0,8,22,20,12,16,3,0,83,..,0,3,0,0,0,0,0,0,10,..,0,3,4,4,0,0,0,3,17,43,..,..,..,..,..,..,..,..,43,..,6,..,..,..,..,..,..,..,6,..,6,3,0,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5570,..,0,6,5,7,34,38,11,0,98,..,0,0,3,3,3,4,0,0,21,..,0,0,0,0,0,0,0,0,5,17,..,..,..,..,..,..,..,..,17,..,4,..,..,..,..,..,..,..,4,..,3,7,0,0,4,0,0,0,18,..,0,0,0,0,6,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,3,0,0,0,10,..,0,3,3,9,16,15,12,8,73,0,0,5,3,0,3,0,0,0,17,17,17,24,22,27,67,61,25,9,260,..,0,10,6,22,29,36,7,0,106,..,0,3,3,8,3,3,0,0,15,..,0,3,3,3,0,0,3,0,7,21,..,..,..,..,..,..,..,..,21,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5571,..,0,21,37,44,105,111,62,10,391,..,8,18,9,7,6,8,3,0,64,..,0,0,4,3,0,0,3,0,16,116,..,..,..,..,..,..,..,..,116,..,19,..,..,..,..,..,..,..,19,..,21,5,3,8,4,0,0,0,43,..,0,0,3,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,5,..,0,3,3,6,3,3,0,0,14,..,0,14,10,15,42,38,17,12,148,3,11,3,6,0,4,10,0,0,41,122,64,66,74,87,166,168,90,25,861,..,0,31,39,51,111,97,54,5,389,..,7,15,7,7,10,5,3,0,65,..,0,4,10,5,6,3,3,5,35,90,..,..,..,..,..,..,..,..,90,..,17,..,..,..,..,..,..,..,17,..,5,3,0,3,0,3,0,0,18,..,4,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0
5572,..,0,3,3,7,10,5,0,0,28,..,0,0,3,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,3,0,3,0,8,0,0,0,0,0,0,0,0,0,5,16,5,5,9,7,16,7,3,0,68,..,0,4,7,12,7,3,0,0,31,..,0,3,3,0,0,0,0,0,10,..,0,0,0,3,0,0,0,0,5,16,..,..,..,..,..,..,..,..,16,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5573,..,0,29,48,81,83,83,53,13,383,..,10,18,12,7,10,4,0,0,62,..,0,3,3,10,0,0,0,0,21,167,..,..,..,..,..,..,..,..,167,..,33,..,..,..,..,..,..,..,33,..,31,8,3,10,0,0,0,0,50,..,3,3,0,3,3,4,0,0,21,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,3,3,0,0,9,..,3,9,8,33,22,28,15,8,134,4,3,5,0,3,14,0,3,0,36,171,86,80,77,140,139,124,73,27,912,..,0,31,65,86,76,85,42,8,391,..,7,20,14,12,12,5,0,0,68,..,3,7,8,14,4,4,4,0,43,168,..,..,..,..,..,..,..,..,168,..,21,..,..,..,..,..,..,..,21,..,15,0,0,3,5,0,0,0,26,..,0,0,0,0,3,0,0,0,11,..,5,0,0,0,0,0,0,0,5
5575,..,0,24,50,65,124,125,56,15,455,..,3,12,10,15,11,9,3,0,74,..,0,0,4,3,10,0,0,0,17,172,..,..,..,..,..,..,..,..,172,..,36,..,..,..,..,..,..,..,36,..,25,5,6,6,9,0,0,0,44,..,3,0,0,3,3,0,0,0,12,..,3,0,0,0,0,0,0,0,5,..,4,6,0,3,0,3,0,0,11,..,4,13,12,34,38,41,25,4,171,0,3,0,5,13,9,5,13,3,55,176,75,68,86,142,204,186,89,17,1053,..,3,35,66,75,128,109,36,11,466,..,4,14,14,12,15,9,0,0,76,..,0,11,13,11,3,0,3,3,42,139,..,..,..,..,..,..,..,..,139,..,40,..,..,..,..,..,..,..,40,..,11,3,0,0,0,0,0,0,20,..,3,0,4,0,5,0,0,3,9,..,3,0,0,0,0,0,0,0,3
5576,..,0,15,21,38,51,56,28,7,208,..,3,11,3,10,9,8,0,0,42,..,0,0,0,0,0,0,0,0,4,94,..,..,..,..,..,..,..,..,94,..,14,..,..,..,..,..,..,..,14,..,12,5,3,0,0,0,0,0,26,..,4,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,7,0,4,3,3,0,0,0,15,..,0,11,3,13,20,25,10,0,79,4,0,0,0,4,3,0,0,0,16,97,48,38,40,63,85,87,38,11,507,..,0,20,30,37,61,53,18,3,213,..,3,4,8,10,11,5,0,0,36,..,0,4,8,8,3,0,3,0,36,68,..,..,..,..,..,..,..,..,68,..,17,..,..,..,..,..,..,..,17,..,9,3,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3
5577,..,0,3,13,17,30,16,12,5,101,..,0,6,3,5,6,4,0,0,23,..,0,0,0,0,0,0,0,0,3,26,..,..,..,..,..,..,..,..,26,..,9,..,..,..,..,..,..,..,9,..,7,5,3,3,0,0,0,0,24,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,3,17,20,7,3,3,55,3,0,5,0,0,0,0,0,0,14,32,26,25,20,44,56,35,16,6,253,..,0,5,12,25,27,14,16,3,102,..,3,4,3,3,9,3,0,0,25,..,0,4,0,3,3,0,0,0,15,29,..,..,..,..,..,..,..,..,29,..,10,..,..,..,..,..,..,..,10,..,3,3,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3
5580,..,0,7,9,11,17,14,10,0,70,..,0,6,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,24,..,..,..,..,..,..,..,..,24,..,3,..,..,..,..,..,..,..,3,..,8,3,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,3,7,10,5,4,0,25,0,0,0,0,0,0,3,0,0,5,21,17,23,8,21,34,23,15,3,162,..,0,12,8,11,16,18,9,0,77,..,0,4,3,4,0,0,0,0,11,..,0,0,0,0,0,0,0,0,5,34,..,..,..,..,..,..,..,..,34,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5581,..,0,3,4,12,26,45,24,6,120,..,0,4,0,9,0,10,0,0,21,..,0,0,0,0,0,0,0,0,0,20,..,..,..,..,..,..,..,..,20,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,4,0,7,7,22,10,4,58,0,0,3,0,0,4,0,0,0,19,20,6,13,17,23,50,78,34,9,258,..,0,5,5,21,34,34,19,5,127,..,0,3,4,5,6,3,0,0,25,..,0,0,0,0,3,0,0,0,6,13,..,..,..,..,..,..,..,..,13,..,7,..,..,..,..,..,..,..,7,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5582,..,0,3,3,20,35,51,18,3,137,..,0,3,3,7,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,35,..,..,..,..,..,..,..,..,35,..,11,..,..,..,..,..,..,..,11,..,5,3,0,0,0,0,0,0,9,..,3,0,0,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,6,4,5,12,10,10,3,47,0,0,3,0,0,0,0,0,0,4,35,26,16,8,28,60,60,27,9,274,..,0,4,3,22,36,46,10,3,137,..,0,3,6,4,3,3,0,0,14,..,0,3,5,7,0,0,0,0,13,31,..,..,..,..,..,..,..,..,31,..,9,..,..,..,..,..,..,..,9,..,3,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5583,..,0,9,11,20,34,46,25,3,152,..,0,3,11,5,4,9,3,0,31,..,0,0,0,3,0,0,4,0,9,44,..,..,..,..,..,..,..,..,44,..,3,..,..,..,..,..,..,..,3,..,7,3,3,3,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,3,6,13,24,29,12,4,89,3,3,0,0,5,3,4,3,0,23,51,19,18,29,44,61,85,47,16,365,..,0,5,19,21,35,50,26,3,157,..,4,3,9,3,4,8,0,0,34,..,0,5,0,3,0,0,0,0,11,45,..,..,..,..,..,..,..,..,45,..,14,..,..,..,..,..,..,..,14,..,3,3,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
5600,..,3,79,204,258,259,194,85,32,1107,..,28,68,56,68,30,10,0,0,265,..,0,4,13,17,8,3,0,0,46,465,..,..,..,..,..,..,..,..,465,..,139,..,..,..,..,..,..,..,139,..,108,46,19,12,5,0,0,0,202,..,7,4,0,3,11,0,0,3,32,..,0,4,0,4,3,0,0,0,12,..,11,13,4,9,11,4,4,0,57,..,23,63,59,91,102,62,54,26,478,15,17,17,10,23,7,8,6,0,100,479,352,292,370,492,426,275,150,61,2890,..,8,118,216,269,258,160,81,10,1113,..,40,70,73,56,28,7,0,0,281,..,9,24,48,36,15,11,9,7,162,474,..,..,..,..,..,..,..,..,474,..,125,..,..,..,..,..,..,..,125,..,64,17,6,6,3,0,0,0,95,..,8,0,0,0,6,5,8,0,24,..,0,0,0,0,0,0,0,0,9
5601,..,0,0,12,19,30,23,5,0,88,..,0,0,6,7,0,0,0,0,17,..,0,0,0,0,0,0,0,0,4,24,..,..,..,..,..,..,..,..,24,..,4,..,..,..,..,..,..,..,4,..,12,3,3,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,4,7,18,6,14,7,0,53,0,3,0,5,0,0,3,0,0,12,29,16,9,28,46,40,38,19,0,230,..,0,0,12,33,24,27,3,0,91,..,0,0,3,4,3,0,0,0,13,..,0,0,4,0,0,0,0,0,5,34,..,..,..,..,..,..,..,..,34,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5602,..,0,9,38,55,57,74,22,0,253,..,3,18,13,13,10,0,0,0,59,..,0,0,0,4,0,0,0,0,6,118,..,..,..,..,..,..,..,..,118,..,13,..,..,..,..,..,..,..,13,..,17,3,0,3,0,0,0,0,34,..,0,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,6,..,3,5,0,0,3,0,0,0,13,..,0,9,11,11,22,17,7,5,85,0,4,3,4,0,0,10,3,0,28,125,50,50,68,93,91,105,31,10,613,..,0,19,44,56,67,58,14,0,256,..,9,18,12,12,4,3,0,0,59,..,0,3,4,7,0,0,0,0,18,84,..,..,..,..,..,..,..,..,84,..,15,..,..,..,..,..,..,..,15,..,10,3,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5603,..,0,11,10,18,23,18,4,0,81,..,0,0,3,3,4,0,0,0,15,..,0,0,0,3,0,0,0,0,3,47,..,..,..,..,..,..,..,..,47,..,10,..,..,..,..,..,..,..,10,..,3,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,..,3,0,0,0,0,0,0,0,3,..,0,0,3,4,6,5,0,0,27,0,0,0,0,0,0,3,0,0,9,47,19,16,22,31,36,28,8,4,205,..,0,12,14,21,26,12,3,0,86,..,3,0,3,0,4,3,0,0,12,..,0,0,3,7,0,0,0,0,7,40,..,..,..,..,..,..,..,..,40,..,7,..,..,..,..,..,..,..,7,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5604,..,0,0,0,9,12,13,4,0,46,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,3,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,0,7,9,3,3,0,20,0,0,0,0,0,3,0,0,0,8,10,11,8,3,20,26,16,6,0,98,..,0,0,0,8,15,17,6,0,49,..,0,3,0,0,0,0,0,0,3,..,0,3,0,0,0,3,0,0,4,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5605,..,0,27,35,60,77,79,55,7,342,..,3,12,3,14,3,4,0,0,43,..,0,0,3,8,0,0,0,0,10,104,..,..,..,..,..,..,..,..,104,..,26,..,..,..,..,..,..,..,26,..,15,0,0,4,3,0,0,0,24,..,0,0,0,0,4,0,0,0,6,..,4,0,0,0,0,0,0,0,8,..,10,0,0,3,3,0,0,3,24,..,7,7,20,12,27,26,13,4,114,3,0,0,0,0,0,12,0,0,23,106,63,46,62,100,115,120,78,15,720,..,4,36,43,54,85,84,32,8,349,..,8,10,10,10,9,0,0,0,45,..,3,7,9,13,3,0,3,3,34,119,..,..,..,..,..,..,..,..,119,..,19,..,..,..,..,..,..,..,19,..,7,3,0,0,0,0,0,0,15,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0
5606,..,3,238,349,387,457,411,233,59,2139,..,76,223,127,91,55,21,10,0,604,..,3,15,21,38,20,5,6,3,108,1255,..,..,..,..,..,..,..,..,1255,..,228,..,..,..,..,..,..,..,228,..,221,78,37,23,7,3,0,0,371,..,46,13,9,15,13,3,5,0,96,..,13,9,6,9,4,4,0,0,50,..,64,60,16,14,25,9,7,3,203,..,46,110,102,168,168,106,65,39,802,65,44,45,32,28,40,32,15,9,310,1320,744,795,692,781,796,593,328,108,6155,..,17,301,391,448,463,371,160,31,2186,..,118,220,122,89,54,16,3,3,629,..,27,97,144,131,50,23,20,11,514,1154,..,..,..,..,..,..,..,..,1154,..,243,..,..,..,..,..,..,..,243,..,124,29,19,12,13,0,0,0,190,..,35,10,7,10,14,13,14,7,104,..,18,11,5,0,3,0,0,0,43
5607,..,4,63,162,212,236,153,62,12,901,..,4,48,46,54,36,20,0,3,209,..,0,3,12,9,9,3,0,0,38,476,..,..,..,..,..,..,..,..,476,..,93,..,..,..,..,..,..,..,93,..,65,25,11,3,3,0,0,0,107,..,3,0,0,0,0,0,0,0,14,..,4,5,5,4,0,0,0,0,20,..,14,10,5,5,7,5,0,0,40,..,3,21,36,51,69,60,21,9,271,10,11,11,5,7,12,11,0,0,74,486,200,185,285,346,370,250,85,23,2237,..,3,121,193,214,213,147,36,5,922,..,20,53,45,65,34,17,3,0,234,..,7,12,18,30,4,3,5,0,87,411,..,..,..,..,..,..,..,..,411,..,82,..,..,..,..,..,..,..,82,..,43,9,4,0,0,0,0,0,59,..,5,3,0,3,4,3,0,0,21,..,3,0,0,0,0,0,0,0,7
5608,..,10,168,254,347,376,338,206,38,1737,..,84,182,115,105,52,19,3,0,562,..,8,33,49,70,10,9,5,0,191,1225,..,..,..,..,..,..,..,..,1225,..,247,..,..,..,..,..,..,..,247,..,240,122,59,45,3,0,0,0,470,..,31,25,13,14,8,9,0,0,97,..,20,7,7,7,4,0,0,0,48,..,39,41,27,30,26,15,3,0,188,..,62,128,142,279,194,105,83,29,1022,47,53,53,32,29,18,13,6,3,253,1275,780,758,695,930,702,508,313,65,6035,..,16,239,295,345,400,315,133,11,1759,..,121,201,111,94,32,9,3,4,581,..,71,202,159,157,65,31,28,11,719,1139,..,..,..,..,..,..,..,..,1139,..,213,..,..,..,..,..,..,..,213,..,135,48,9,21,9,3,0,0,219,..,36,6,4,14,18,15,10,4,104,..,15,17,3,4,3,0,0,0,45
5609,..,3,61,85,67,55,38,30,5,338,..,20,37,16,17,3,0,0,0,101,..,0,3,3,0,3,0,0,0,13,210,..,..,..,..,..,..,..,..,210,..,35,..,..,..,..,..,..,..,35,..,32,11,3,3,0,0,0,0,52,..,0,3,0,0,0,0,0,0,6,..,0,3,0,0,0,0,0,0,3,..,9,3,0,0,0,0,0,0,12,..,11,21,8,5,7,4,12,0,71,11,5,11,8,0,3,0,0,0,42,225,113,152,127,110,71,43,41,5,888,..,8,77,85,68,53,38,21,0,341,..,23,38,14,15,7,0,0,0,103,..,6,20,20,14,3,0,7,0,68,223,..,..,..,..,..,..,..,..,223,..,45,..,..,..,..,..,..,..,45,..,14,12,0,0,0,0,0,0,30,..,4,3,0,0,3,4,0,0,15,..,0,3,0,0,0,0,0,0,3
5630,..,0,0,9,8,8,3,0,0,26,..,0,0,3,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,3,11,6,10,9,13,12,3,0,0,69,..,0,3,7,13,4,0,0,0,26,..,0,0,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,8,..,..,..,..,..,..,..,8,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5631,..,0,11,33,40,42,33,19,8,191,..,9,18,7,6,0,0,0,0,43,..,0,0,0,0,0,0,0,0,8,115,..,..,..,..,..,..,..,..,115,..,13,..,..,..,..,..,..,..,13,..,16,3,0,3,0,0,0,0,23,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,3,0,0,0,0,7,..,0,6,9,10,9,4,0,4,47,4,8,0,0,3,0,0,0,0,15,116,47,45,48,67,61,39,25,12,463,..,0,18,45,52,35,30,23,3,200,..,11,22,4,4,7,0,0,0,49,..,0,3,10,5,0,0,3,0,19,104,..,..,..,..,..,..,..,..,104,..,17,..,..,..,..,..,..,..,17,..,8,3,0,0,0,0,0,0,17,..,3,0,0,0,0,0,0,0,5,..,0,3,0,0,0,0,0,0,3
5632,..,0,7,12,24,6,6,3,0,60,..,0,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,31,..,..,..,..,..,..,..,..,31,..,3,..,..,..,..,..,..,..,3,..,11,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,31,19,16,14,30,5,5,3,0,120,..,0,8,11,20,8,0,0,0,54,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,34,..,..,..,..,..,..,..,..,34,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5633,..,0,12,11,15,25,4,7,0,65,..,0,4,4,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,30,..,..,..,..,..,..,..,..,30,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,7,0,0,7,4,6,0,0,18,0,0,3,0,0,0,0,0,0,7,38,9,20,14,25,37,10,8,0,152,..,0,11,7,22,18,8,7,0,67,..,3,4,0,4,4,0,0,0,14,..,0,0,0,0,0,0,0,0,3,22,..,..,..,..,..,..,..,..,22,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
