_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
5244,..,4,60,149,178,200,135,60,10,795,..,3,32,34,27,26,16,0,0,143,..,0,0,4,7,11,0,0,0,21,354,..,..,..,..,..,..,..,..,354,..,123,..,..,..,..,..,..,..,123,..,92,46,9,4,0,0,0,0,152,..,9,3,5,0,8,6,0,0,26,..,6,5,0,3,3,0,0,0,17,..,4,3,3,10,10,3,0,0,32,..,7,15,20,42,31,26,15,5,152,3,8,3,3,4,5,5,0,0,33,354,253,165,230,278,286,197,68,18,1845,..,6,83,181,208,172,131,35,3,813,..,12,33,39,33,29,11,0,0,157,..,0,8,34,39,11,4,3,5,100,366,..,..,..,..,..,..,..,..,366,..,117,..,..,..,..,..,..,..,117,..,52,22,3,4,4,0,0,0,90,..,6,0,0,0,6,3,3,0,16,..,0,0,0,0,0,0,0,0,3
5245,..,0,28,94,130,127,134,65,18,605,..,3,22,10,20,22,10,0,0,84,..,0,0,5,10,3,3,0,0,20,243,..,..,..,..,..,..,..,..,243,..,85,..,..,..,..,..,..,..,85,..,53,20,3,0,3,0,0,0,84,..,0,0,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,7,..,0,7,3,3,6,0,3,0,23,..,0,8,8,16,18,21,20,9,113,3,7,9,3,0,10,3,3,0,30,244,156,87,130,181,184,173,95,33,1298,..,0,50,113,133,154,113,47,7,617,..,8,25,15,18,14,8,0,0,80,..,0,3,18,22,18,5,3,0,80,223,..,..,..,..,..,..,..,..,223,..,87,..,..,..,..,..,..,..,87,..,25,18,7,4,3,0,0,0,47,..,0,0,0,0,3,0,0,3,6,..,4,5,0,0,0,0,0,0,7
5250,..,3,63,160,179,139,119,36,9,714,..,8,34,26,25,16,5,0,0,110,..,0,0,3,12,7,0,0,0,20,400,..,..,..,..,..,..,..,..,400,..,105,..,..,..,..,..,..,..,105,..,77,24,11,4,0,0,0,0,117,..,6,0,3,0,0,0,0,0,14,..,4,3,0,0,3,0,0,0,10,..,8,3,3,0,4,0,0,0,15,..,3,3,19,15,28,13,3,6,94,4,12,3,3,6,3,3,0,0,25,403,221,135,223,237,203,151,40,11,1628,..,3,80,182,189,136,109,25,5,722,..,11,39,33,22,15,10,0,3,132,..,0,12,27,37,20,3,0,0,106,362,..,..,..,..,..,..,..,..,362,..,118,..,..,..,..,..,..,..,118,..,40,14,4,0,3,0,0,0,65,..,7,0,0,0,3,9,0,6,27,..,4,3,0,0,0,0,0,0,9
5251,..,20,322,536,528,468,428,187,40,2526,..,67,204,121,105,59,26,8,3,595,..,3,10,27,38,18,8,0,0,109,1410,..,..,..,..,..,..,..,..,1410,..,388,..,..,..,..,..,..,..,388,..,259,114,35,21,4,3,0,0,433,..,33,23,9,4,4,0,6,0,76,..,25,25,11,8,6,5,0,0,79,..,65,52,19,10,15,17,0,0,180,..,24,69,74,78,114,68,48,27,514,15,27,14,17,10,11,17,3,0,119,1429,911,834,853,811,691,569,255,80,6428,..,42,412,579,538,469,378,147,16,2580,..,103,203,130,97,55,17,6,0,614,..,10,79,163,176,83,31,11,9,570,1387,..,..,..,..,..,..,..,..,1387,..,399,..,..,..,..,..,..,..,399,..,187,80,17,14,6,3,0,0,304,..,44,14,3,3,17,25,12,0,125,..,23,13,4,3,3,0,0,0,43
5252,..,8,163,266,282,213,161,50,7,1156,..,41,105,77,65,33,11,3,0,329,..,0,3,13,31,8,3,0,0,59,712,..,..,..,..,..,..,..,..,712,..,170,..,..,..,..,..,..,..,170,..,135,46,5,3,4,0,0,0,196,..,11,7,3,4,4,0,0,0,30,..,3,8,0,0,3,0,0,0,15,..,14,15,3,4,8,0,0,0,47,..,12,34,42,65,44,32,9,3,228,11,11,15,5,6,3,3,0,0,51,721,407,385,414,454,315,216,60,14,2992,..,33,202,299,283,200,126,37,0,1175,..,50,117,63,74,22,4,0,0,338,..,6,32,65,58,25,4,3,7,205,658,..,..,..,..,..,..,..,..,658,..,178,..,..,..,..,..,..,..,178,..,98,15,6,0,8,0,0,0,126,..,4,8,5,6,10,10,3,3,49,..,9,5,9,0,3,0,0,0,23
5253,..,36,344,426,548,594,583,360,89,2983,..,109,197,111,146,80,25,19,3,693,..,3,12,41,39,38,15,12,4,171,1487,..,..,..,..,..,..,..,..,1487,..,339,..,..,..,..,..,..,..,339,..,346,143,74,33,17,4,0,0,614,..,51,40,23,14,23,13,6,3,171,..,58,79,26,14,12,3,0,0,190,..,93,140,34,21,25,16,8,0,338,..,44,115,133,186,193,176,101,45,998,26,44,48,29,39,19,24,12,0,236,1506,1121,1110,900,1045,988,870,521,148,8220,..,60,424,494,593,578,554,264,47,3025,..,162,191,122,136,70,29,9,0,725,..,61,154,201,197,73,33,29,17,755,1478,..,..,..,..,..,..,..,..,1478,..,371,..,..,..,..,..,..,..,371,..,235,63,15,18,14,3,0,0,348,..,37,27,6,16,32,34,12,11,176,..,44,41,6,0,3,0,0,0,100
5254,..,3,49,70,98,106,94,29,5,459,..,6,24,22,23,17,3,0,0,92,..,0,0,0,6,8,3,0,0,24,200,..,..,..,..,..,..,..,..,200,..,76,..,..,..,..,..,..,..,76,..,46,15,5,3,5,0,0,0,79,..,3,3,10,3,0,0,0,0,27,..,0,3,4,0,0,0,0,0,8,..,0,3,3,5,3,4,3,0,23,..,7,3,10,27,37,24,16,0,128,3,3,4,0,10,6,0,0,0,31,204,150,109,124,178,182,133,52,8,1137,..,8,56,85,134,99,69,29,0,464,..,9,35,21,24,14,3,0,0,100,..,0,4,18,18,5,0,3,3,64,196,..,..,..,..,..,..,..,..,196,..,58,..,..,..,..,..,..,..,58,..,36,14,0,0,3,0,0,0,55,..,0,0,0,0,4,3,3,0,20,..,7,0,3,0,3,0,0,0,18
5255,..,13,158,274,357,392,388,191,37,1808,..,27,83,53,77,46,14,13,3,320,..,0,3,16,30,14,3,3,0,71,815,..,..,..,..,..,..,..,..,815,..,196,..,..,..,..,..,..,..,196,..,177,52,33,12,4,0,0,0,277,..,17,4,3,4,10,3,6,0,52,..,8,5,3,7,5,0,0,0,31,..,17,14,12,9,20,11,3,0,81,..,8,28,37,66,101,73,33,9,366,9,14,6,13,13,14,8,5,3,86,830,480,362,438,575,603,510,252,62,4104,..,21,207,337,354,382,399,124,18,1847,..,39,79,70,75,52,16,3,0,336,..,10,34,70,109,40,12,9,10,289,791,..,..,..,..,..,..,..,..,791,..,220,..,..,..,..,..,..,..,220,..,129,39,8,7,3,3,0,0,191,..,10,0,0,3,9,12,10,4,51,..,14,10,8,5,3,0,0,0,37
5256,..,3,13,17,43,50,78,24,8,230,..,4,12,7,10,18,8,0,0,56,..,0,0,3,9,0,0,0,0,16,73,..,..,..,..,..,..,..,..,73,..,16,..,..,..,..,..,..,..,16,..,16,13,8,3,0,0,0,0,47,..,4,0,0,4,0,0,0,0,9,..,5,0,0,0,3,0,0,0,9,..,0,6,5,3,5,5,0,0,26,..,0,5,10,12,32,36,8,3,110,0,3,0,0,4,4,3,0,0,20,72,56,51,54,82,117,130,38,12,605,..,0,17,20,43,72,54,19,4,232,..,7,11,9,12,13,6,0,0,64,..,3,6,8,16,3,6,0,0,42,84,..,..,..,..,..,..,..,..,84,..,13,..,..,..,..,..,..,..,13,..,16,5,0,3,0,0,0,0,28,..,5,0,0,0,0,0,4,0,9,..,0,0,0,0,0,0,0,0,0
5259,..,0,8,20,32,49,44,18,0,178,..,3,14,9,17,8,3,0,0,54,..,0,0,3,4,4,0,0,0,11,99,..,..,..,..,..,..,..,..,99,..,15,..,..,..,..,..,..,..,15,..,23,9,3,3,0,0,0,0,36,..,3,0,0,3,0,0,3,0,8,..,0,0,0,0,0,0,0,0,4,..,4,3,0,4,3,0,0,0,17,..,3,11,5,22,21,13,5,0,73,3,0,0,3,0,0,4,0,0,16,100,57,54,39,88,82,65,28,7,518,..,0,16,22,49,38,40,12,0,185,..,9,20,11,10,3,0,0,0,55,..,0,3,9,4,3,0,0,0,24,65,..,..,..,..,..,..,..,..,65,..,22,..,..,..,..,..,..,..,22,..,5,3,0,0,0,0,0,0,8,..,4,0,0,4,3,0,0,0,11,..,0,0,0,0,0,0,0,0,4
5260,..,0,12,27,46,75,80,50,5,289,..,13,19,11,27,12,3,0,0,88,..,0,0,6,11,3,0,0,0,23,119,..,..,..,..,..,..,..,..,119,..,35,..,..,..,..,..,..,..,35,..,38,10,0,3,0,0,0,0,54,..,3,4,0,7,0,3,0,0,13,..,0,0,0,0,0,0,0,0,7,..,7,0,0,3,3,3,0,0,18,..,3,10,19,21,28,23,8,7,125,3,7,0,9,0,4,3,0,0,17,121,103,60,76,111,127,116,64,16,796,..,0,15,32,55,77,73,35,0,292,..,12,19,16,26,12,0,3,0,85,..,3,13,29,12,11,3,0,0,71,139,..,..,..,..,..,..,..,..,139,..,31,..,..,..,..,..,..,..,31,..,20,4,3,3,0,0,0,0,39,..,3,5,0,0,4,6,4,0,21,..,0,0,0,0,0,0,0,0,4
5261,..,0,8,14,20,16,10,5,3,74,..,3,0,0,0,0,0,0,0,5,..,0,0,0,5,0,0,0,0,5,47,..,..,..,..,..,..,..,..,47,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,10,..,0,3,0,3,3,6,0,0,19,3,0,3,0,0,0,0,0,0,13,49,14,14,22,39,26,19,4,3,187,..,0,8,13,20,24,10,7,0,79,..,0,0,3,0,0,0,0,0,8,..,0,3,0,0,0,0,0,0,5,30,..,..,..,..,..,..,..,..,30,..,19,..,..,..,..,..,..,..,19,..,7,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5262,..,0,9,15,13,28,14,0,0,85,..,0,5,3,0,4,3,0,0,11,..,0,0,0,3,0,0,0,0,5,49,..,..,..,..,..,..,..,..,49,..,4,..,..,..,..,..,..,..,4,..,3,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,8,..,0,4,3,7,10,3,3,0,35,0,0,3,0,0,0,0,0,0,5,51,18,24,22,30,36,22,4,0,215,..,0,10,15,24,23,5,0,0,81,..,4,5,4,3,0,0,0,0,18,..,0,3,0,0,0,0,0,0,5,38,..,..,..,..,..,..,..,..,38,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5263,..,0,3,3,5,4,5,0,0,27,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,7,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,8,3,4,9,17,10,7,0,0,70,..,0,3,3,5,7,7,0,0,29,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5264,..,0,15,14,25,68,57,28,11,224,..,7,11,11,7,4,3,0,0,47,..,0,3,0,9,3,0,0,0,10,76,..,..,..,..,..,..,..,..,76,..,15,..,..,..,..,..,..,..,15,..,24,10,0,5,3,0,0,0,37,..,5,4,0,0,0,0,0,0,11,..,0,0,0,3,0,0,0,0,7,..,3,0,0,7,3,0,0,0,9,..,3,12,9,12,14,24,9,7,80,0,0,3,4,0,9,3,0,0,19,76,54,53,44,65,103,90,41,9,536,..,3,17,22,47,61,50,23,5,223,..,5,13,13,9,4,3,0,0,45,..,0,5,9,9,4,3,3,3,38,101,..,..,..,..,..,..,..,..,101,..,14,..,..,..,..,..,..,..,14,..,10,6,0,0,0,0,0,0,19,..,0,0,0,0,3,3,0,0,8,..,6,0,0,0,0,0,0,0,8
5265,..,0,6,16,17,17,10,4,0,77,..,0,11,0,6,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,50,..,..,..,..,..,..,..,..,50,..,8,..,..,..,..,..,..,..,8,..,7,5,3,0,0,0,0,0,11,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,3,..,0,3,5,7,10,7,3,0,29,0,4,0,0,3,0,0,0,0,11,50,18,28,24,32,29,23,9,0,219,..,0,9,15,19,19,12,4,0,77,..,0,7,0,3,0,0,0,0,17,..,0,3,8,3,0,0,0,0,15,37,..,..,..,..,..,..,..,..,37,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5266,..,0,16,32,21,20,19,9,4,123,..,3,3,3,3,0,0,0,0,18,..,0,0,0,0,0,0,0,0,3,73,..,..,..,..,..,..,..,..,73,..,4,..,..,..,..,..,..,..,4,..,4,4,0,0,0,0,0,0,9,..,0,5,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,6,4,3,4,5,6,3,0,38,3,9,4,7,0,0,0,0,0,23,70,30,34,39,35,39,26,14,3,305,..,4,22,21,21,19,24,9,0,126,..,3,3,5,6,0,0,0,0,21,..,0,0,0,0,0,0,0,0,7,53,..,..,..,..,..,..,..,..,53,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5267,..,0,27,85,91,90,55,23,11,384,..,13,15,16,7,7,3,0,0,69,..,0,0,0,0,7,0,0,0,10,170,..,..,..,..,..,..,..,..,170,..,30,..,..,..,..,..,..,..,30,..,23,13,7,0,0,0,0,0,43,..,0,0,3,3,0,3,0,0,7,..,3,0,0,0,0,0,0,0,5,..,11,5,0,0,0,0,0,0,16,..,11,24,12,17,21,25,5,0,118,3,4,5,3,5,0,0,0,0,30,177,93,87,129,123,137,92,36,11,894,..,3,45,91,73,99,51,22,0,388,..,11,20,14,9,10,5,0,0,72,..,0,3,10,10,3,0,0,0,37,205,..,..,..,..,..,..,..,..,205,..,28,..,..,..,..,..,..,..,28,..,7,3,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3
5268,..,7,68,93,134,122,98,63,29,622,..,16,43,29,24,13,4,0,0,126,..,0,3,0,9,8,0,3,0,18,291,..,..,..,..,..,..,..,..,291,..,60,..,..,..,..,..,..,..,60,..,74,15,7,5,4,0,0,0,102,..,7,7,0,3,3,0,5,0,22,..,3,3,0,0,0,0,0,0,9,..,31,43,31,38,7,3,0,0,157,..,14,24,30,54,37,22,21,9,208,6,9,8,5,4,3,4,0,0,48,301,221,211,202,265,195,126,93,38,1655,..,13,89,118,136,113,98,46,13,630,..,33,30,26,22,10,3,0,3,123,..,3,17,13,18,4,6,0,3,70,288,..,..,..,..,..,..,..,..,288,..,66,..,..,..,..,..,..,..,66,..,27,3,3,7,0,0,0,0,39,..,4,5,0,3,4,0,0,0,14,..,3,0,0,0,0,0,0,0,3
5269,..,0,0,8,11,9,5,6,0,42,..,0,3,0,0,4,0,0,0,13,..,0,0,0,0,0,0,0,0,3,24,..,..,..,..,..,..,..,..,24,..,5,..,..,..,..,..,..,..,5,..,6,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,3,0,7,..,0,0,3,12,7,6,0,0,23,0,0,0,0,0,0,0,0,0,4,21,12,5,13,22,27,15,7,0,129,..,0,3,8,12,12,3,3,0,38,..,3,0,0,0,4,0,0,0,8,..,0,0,6,0,0,0,0,0,8,17,..,..,..,..,..,..,..,..,17,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,5,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5270,..,0,15,19,34,31,20,7,0,136,..,0,5,3,10,0,3,0,0,21,..,0,0,0,0,0,0,0,0,0,57,..,..,..,..,..,..,..,..,57,..,19,..,..,..,..,..,..,..,19,..,10,10,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,12,8,10,0,0,31,0,3,0,0,0,0,0,0,0,5,57,35,32,27,56,41,32,14,3,296,..,0,16,24,36,27,24,3,0,136,..,3,4,3,3,4,0,0,0,17,..,0,0,0,6,0,0,0,0,3,56,..,..,..,..,..,..,..,..,56,..,14,..,..,..,..,..,..,..,14,..,10,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5271,..,3,143,267,290,253,247,130,31,1374,..,36,97,49,54,29,15,3,0,283,..,0,0,11,14,9,3,3,0,43,719,..,..,..,..,..,..,..,..,719,..,119,..,..,..,..,..,..,..,119,..,104,33,16,12,6,3,0,0,178,..,18,11,9,9,7,4,3,0,50,..,20,12,3,10,0,0,0,0,48,..,52,62,54,33,17,0,0,0,221,..,28,51,60,56,92,51,22,20,373,16,31,18,11,13,12,10,3,0,111,733,415,424,474,490,433,334,169,54,3521,..,12,185,308,285,271,220,108,13,1392,..,54,96,50,39,29,13,3,0,281,..,5,34,52,54,21,6,3,7,183,647,..,..,..,..,..,..,..,..,647,..,111,..,..,..,..,..,..,..,111,..,51,13,8,6,3,0,0,0,83,..,8,10,0,0,4,4,3,0,33,..,15,11,0,0,0,0,0,0,28
5272,..,0,13,29,41,50,26,11,7,178,..,3,4,3,7,3,0,0,0,24,..,0,0,3,0,0,0,0,0,3,77,..,..,..,..,..,..,..,..,77,..,12,..,..,..,..,..,..,..,12,..,6,5,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,5,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,6,10,5,13,10,12,0,3,53,0,0,0,0,0,3,3,0,0,17,77,41,37,42,59,71,40,13,5,385,..,0,18,33,45,48,26,9,4,182,..,6,4,0,3,0,0,0,0,24,..,0,3,3,3,3,0,0,0,12,58,..,..,..,..,..,..,..,..,58,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5273,..,0,3,10,8,5,3,0,0,24,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,18,3,3,11,8,4,3,0,0,53,..,0,9,6,9,3,3,0,0,26,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5275,..,3,36,57,78,109,106,70,12,474,..,15,19,17,18,19,7,3,0,108,..,0,0,3,0,0,0,0,0,14,201,..,..,..,..,..,..,..,..,201,..,35,..,..,..,..,..,..,..,35,..,26,16,9,0,0,0,0,0,59,..,3,6,0,0,0,0,0,0,9,..,3,0,0,0,0,0,0,0,7,..,3,3,0,0,0,3,0,0,12,..,10,19,19,20,47,32,20,3,166,4,8,3,4,0,5,12,5,0,47,207,103,109,111,124,193,158,101,18,1127,..,3,45,59,75,113,106,46,8,468,..,18,25,26,17,20,3,4,0,109,..,5,10,12,12,3,3,3,0,41,145,..,..,..,..,..,..,..,..,145,..,36,..,..,..,..,..,..,..,36,..,18,3,0,0,0,0,0,0,23,..,0,7,0,0,3,0,4,0,13,..,0,0,0,0,0,0,0,0,0
5276,..,0,7,31,34,39,55,26,11,209,..,10,18,9,16,10,3,0,0,59,..,0,0,0,4,3,0,0,0,8,79,..,..,..,..,..,..,..,..,79,..,11,..,..,..,..,..,..,..,11,..,12,3,0,0,0,0,0,0,24,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,5,4,0,0,0,0,3,0,15,..,0,9,11,13,20,9,7,9,81,3,0,7,0,0,3,0,0,0,22,79,43,46,55,72,78,70,35,21,506,..,0,13,30,35,43,54,25,0,205,..,13,19,5,10,6,5,0,0,59,..,0,0,4,8,0,0,0,0,10,61,..,..,..,..,..,..,..,..,61,..,14,..,..,..,..,..,..,..,14,..,4,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
5277,..,3,39,92,110,96,112,46,5,510,..,9,40,38,21,15,4,0,0,135,..,0,0,6,4,6,3,3,0,26,285,..,..,..,..,..,..,..,..,285,..,49,..,..,..,..,..,..,..,49,..,43,14,9,9,0,0,0,0,80,..,5,0,0,4,3,3,0,0,23,..,0,4,0,0,0,0,0,0,8,..,8,9,4,4,0,0,0,0,37,..,7,11,25,35,47,42,11,11,194,3,3,0,6,4,9,3,3,0,29,292,138,130,183,206,179,172,62,14,1372,..,3,46,101,107,131,81,37,4,508,..,18,33,32,27,13,0,0,0,133,..,8,18,23,22,10,6,3,4,86,256,..,..,..,..,..,..,..,..,256,..,41,..,..,..,..,..,..,..,41,..,30,8,0,3,5,0,0,0,39,..,4,0,0,4,0,3,4,0,14,..,3,3,0,0,0,0,0,0,9
5278,..,0,9,9,28,19,23,10,0,96,..,0,3,3,10,8,0,0,0,21,..,0,0,4,3,0,3,0,0,12,55,..,..,..,..,..,..,..,..,55,..,9,..,..,..,..,..,..,..,9,..,14,0,0,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,3,4,6,6,11,8,0,0,30,0,0,0,0,0,0,0,0,0,4,55,33,19,21,42,35,37,6,0,259,..,0,13,12,21,22,12,8,0,98,..,0,9,9,6,0,0,0,0,26,..,3,0,8,0,0,0,3,0,17,37,..,..,..,..,..,..,..,..,37,..,3,..,..,..,..,..,..,..,3,..,8,0,3,4,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
