_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
5700,..,40,32,7,15,26,11,7,0,140,..,44,93,48,97,111,154,122,70,733,38,37,12,20,36,15,27,20,4,201,989,599,634,558,733,624,540,261,96,5042,..,15,280,424,613,684,611,243,42,2906,..,178,332,193,230,99,37,14,3,1088,..,48,131,140,148,87,42,17,12,625,1917,..,..,..,..,..,..,..,..,1917,..,298,..,..,..,..,..,..,..,298,..,311,131,60,38,18,5,0,0,554,..,83,29,28,36,31,35,8,4,252,..,31,13,10,14,8,3,0,0,81,..,63,65,21,33,48,15,11,0,267,..,77,177,118,217,280,278,171,94,1425,72,69,53,45,57,29,42,22,6,394,1991,1169,1219,1047,1378,1282,1063,496,161,9799
5701,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,8
5710,..,0,0,3,3,9,0,0,0,10,..,9,4,6,8,19,11,15,4,83,6,6,4,4,4,4,3,0,0,24,225,122,144,129,145,145,64,37,13,1010,..,0,113,122,148,186,99,30,6,703,..,40,93,44,43,38,5,3,0,267,..,7,15,23,22,4,9,3,0,96,450,..,..,..,..,..,..,..,..,450,..,74,..,..,..,..,..,..,..,74,..,69,24,11,5,0,0,0,0,110,..,15,6,0,0,0,3,3,3,26,..,3,0,0,0,0,0,0,0,8,..,0,3,3,3,12,0,0,0,23,..,12,21,20,28,29,23,15,8,153,7,8,5,7,7,14,4,0,0,54,460,236,276,238,258,287,136,54,14,1963
5713,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6
5715,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0,0,12,..,0,0,3,4,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,16,0,4,3,3,5,0,0,0,30
5717,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,3,0,0,0,15
5719,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,..,0,0,0,0,4,0,0,0,3,..,0,0,6,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,4,3,3,5,4,0,0,26
5720,..,0,0,0,0,0,0,0,0,3,..,0,0,0,6,4,0,0,0,9,0,0,0,0,0,0,0,0,0,7,4,7,3,9,21,13,6,0,0,54,..,0,3,7,12,11,4,0,0,33,..,8,0,0,6,0,0,3,0,27,..,0,0,0,0,0,0,0,0,3,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,..,0,12,0,13,18,3,0,0,49,0,0,0,0,5,0,3,0,0,7,11,18,17,9,37,34,11,3,0,137
5722,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,6,4,5,0,19,0,0,0,0,0,0,0,0,0,7,19,15,15,19,26,23,13,10,0,128,..,0,3,10,23,18,18,5,0,74,..,0,11,11,3,0,0,0,0,33,..,0,0,6,3,0,0,0,0,12,35,..,..,..,..,..,..,..,..,35,..,8,..,..,..,..,..,..,..,8,..,7,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,9,..,0,4,0,15,17,20,19,0,78,3,0,0,3,6,3,0,0,0,18,38,23,22,27,55,48,41,21,6,281
5723,..,0,3,0,0,0,4,0,0,9,..,4,10,11,16,21,17,11,0,100,3,0,3,3,7,5,9,0,0,28,121,62,94,68,105,88,73,25,4,644,..,0,64,56,63,80,83,28,3,380,..,20,43,31,35,29,5,3,0,173,..,7,8,12,16,10,7,3,0,60,236,..,..,..,..,..,..,..,..,236,..,26,..,..,..,..,..,..,..,26,..,26,24,7,10,0,0,0,0,69,..,13,6,7,12,3,5,0,0,46,..,3,3,0,3,0,0,0,0,14,..,3,4,0,11,4,7,0,0,34,..,10,29,23,63,81,98,52,3,346,7,3,16,7,7,8,13,3,0,68,248,117,198,143,220,214,214,91,10,1453
5724,..,0,0,0,0,0,0,0,0,0,..,0,6,4,11,4,3,0,0,23,0,0,0,0,0,0,0,0,0,4,43,23,22,20,22,19,6,0,0,165,..,4,16,15,11,20,3,3,0,75,..,6,7,5,15,0,0,0,0,31,..,0,4,3,3,0,0,0,0,24,64,..,..,..,..,..,..,..,..,64,..,3,..,..,..,..,..,..,..,3,..,16,9,0,0,0,0,0,0,20,..,14,3,9,3,4,3,0,0,36,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,3,5,0,0,8,..,0,8,5,7,16,12,6,0,58,0,3,3,0,0,0,0,0,0,7,64,47,54,42,41,49,23,9,4,336
5725,..,10,3,7,3,0,0,0,0,16,..,15,24,14,10,9,0,3,0,72,12,13,9,10,7,10,0,0,0,56,489,160,345,250,173,105,14,5,0,1535,..,11,293,348,262,163,16,0,0,1087,..,92,234,94,37,24,3,0,0,479,..,4,19,29,19,8,0,0,0,85,949,..,..,..,..,..,..,..,..,949,..,77,..,..,..,..,..,..,..,77,..,86,17,0,0,0,0,0,0,104,..,14,4,0,0,0,0,3,0,18,..,3,3,3,3,0,0,0,0,14,..,29,16,14,4,4,0,0,0,67,..,32,80,41,57,35,7,3,0,258,27,19,27,24,15,22,0,0,0,129,973,354,700,553,397,252,32,5,0,3270
5730,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,0,8,4,3,12,3,5,0,34,..,0,0,0,8,11,7,0,0,26,..,0,4,3,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,3,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,3,0,0,15,4,0,8,0,0,0,0,0,0,10,13,5,11,10,7,27,6,5,0,78
5731,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,3,0,0,0,9,0,0,0,0,7,0,0,0,0,10,21,4,9,16,29,16,4,0,0,107,..,0,7,17,23,15,3,0,0,75,..,0,3,4,9,8,0,0,0,24,..,0,3,4,0,3,0,0,0,15,56,..,..,..,..,..,..,..,..,56,..,4,..,..,..,..,..,..,..,4,..,7,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,3,0,7,5,4,0,0,29,0,0,0,0,4,0,0,0,0,11,56,19,20,27,56,37,7,3,0,229
5732,..,0,0,0,0,0,0,0,0,0,..,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,9,0,11,19,15,10,6,0,3,77,..,0,0,6,8,6,3,0,0,31,..,0,9,6,13,7,0,0,0,43,..,0,0,4,0,3,0,0,0,7,16,..,..,..,..,..,..,..,..,16,..,3,..,..,..,..,..,..,..,3,..,3,5,3,0,0,0,0,0,13,..,0,3,0,4,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,11,3,9,3,0,0,30,0,0,0,0,0,0,0,0,0,4,20,11,25,26,31,30,8,0,3,153
5733,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,3,0,12,0,0,0,0,0,0,0,0,0,6,11,3,11,7,10,14,4,3,0,68,..,0,10,3,3,10,4,0,0,37,..,3,8,4,3,3,0,0,0,22,..,0,0,4,4,0,0,0,0,13,30,..,..,..,..,..,..,..,..,30,..,3,..,..,..,..,..,..,..,3,..,0,10,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,3,5,12,10,5,0,31,3,0,3,0,0,3,4,0,0,13,26,15,23,14,23,29,17,9,0,164
5734,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,15,14,12,5,14,5,3,0,0,65,..,0,3,3,12,3,0,0,0,28,..,3,4,5,9,0,0,0,0,20,..,0,0,0,3,0,0,0,0,9,34,..,..,..,..,..,..,..,..,34,..,5,..,..,..,..,..,..,..,5,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,3,10,7,0,0,28,0,0,0,0,0,0,0,0,0,6,34,19,16,15,29,13,3,4,0,137
5950,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5960,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
