POA_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_persons_private_dwgs_M,Count_persons_private_dwgs_F,Count_persons_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spo_home_Eng_only_M,Lang_spo_home_Eng_only_F,Lang_spo_home_Eng_only_P,Lang_spo_home_Oth_Lang_M,Lang_spo_home_Oth_Lang_F,Lang_spo_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_instit_0_4_M,Age_per_att_educ_instit_0_4_F,Age_per_att_educ_instit_0_4_P,Age_per_att_educ_insti_5_14_M,Age_per_att_educ_insti_5_14_F,Age_per_att_educ_insti_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_instit_25_M,Age_per_att_educ_instit_25_F,Age_per_att_educ_instit_25_P,High_yr_sch_com_Yr_12_equiv_M,High_yr_sch_com_Yr_12_equiv_F,High_yr_sch_com_Yr_12_equiv_P,High_yr_sch_com_Yr_11_equiv_M,High_yr_sch_com_Yr_11_equiv_F,High_yr_sch_com_Yr_11_equiv_P,High_yr_sch_com_Yr_10_equiv_M,High_yr_sch_com_Yr_10_equiv_F,High_yr_sch_com_Yr_10_equiv_P,High_yr_sch_comp_Yr_9_equiv_M,High_yr_sch_comp_Yr_9_equiv_F,High_yr_sch_comp_Yr_9_equiv_P,High_yr_sch_comp_Yr_8_below_M,High_yr_sch_comp_Yr_8_below_F,High_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
POA5000,11633,10371,21997,213,212,424,257,317,575,593,645,1231,2126,2327,4453,2665,2400,5072,1672,1196,2867,1614,1086,2705,1258,966,2220,810,739,1546,307,303,612,125,177,302,1056,1127,2182,6542,6548,13090,5087,3825,8910,159,119,284,9,5,17,4,0,4,173,135,305,4529,3670,8196,4332,4257,8592,5060,4263,9328,3397,3583,6981,5433,4657,10092,21,24,49,182,222,400,440,464,898,1359,1507,2865,850,895,1743,6334,5947,12280,695,593,1280,581,520,1096,171,127,300,156,126,279,44,25,65
POA5005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5006,3853,4147,7999,141,157,298,204,181,387,305,382,688,539,552,1089,700,711,1416,386,378,768,429,454,884,446,457,902,409,475,882,198,237,427,98,166,264,98,106,205,2925,2984,5910,930,1163,2093,30,50,76,0,0,3,0,0,0,30,56,81,2305,2555,4860,1038,1095,2133,2609,2910,5518,734,731,1465,2815,3104,5920,23,21,44,174,158,327,264,333,594,385,395,787,243,232,477,2473,2556,5023,243,305,552,176,270,444,62,71,128,41,58,98,12,12,18
POA5007,3447,3561,7011,165,161,324,220,240,461,146,162,311,358,373,732,805,765,1575,503,429,933,417,466,876,385,398,782,220,212,433,138,174,310,103,176,274,40,46,85,3256,3361,6616,192,204,394,46,51,97,0,3,3,0,0,0,43,55,102,2149,2186,4338,1088,1143,2236,2203,2223,4425,1044,1109,2158,2720,2804,5522,18,28,49,202,214,416,113,132,247,195,194,395,219,283,504,1876,1889,3771,326,322,651,278,270,542,119,111,227,206,252,457,41,76,116
POA5008,6844,6840,13682,382,382,766,718,664,1385,425,350,774,570,544,1113,1182,1113,2294,925,878,1796,947,896,1848,800,786,1582,462,543,1001,296,439,735,143,243,386,53,74,127,6789,6742,13531,57,96,157,113,111,232,6,5,5,7,4,9,126,121,249,3960,3912,7871,2367,2389,4758,3686,3564,7256,2696,2795,5491,5388,5535,10921,49,62,113,664,599,1257,311,273,583,271,280,555,336,405,743,2997,3026,6019,815,638,1453,650,565,1216,236,271,505,451,599,1047,110,187,299
POA5009,2503,2477,4977,134,133,267,291,274,560,159,147,307,194,166,360,360,314,675,328,336,666,389,374,755,308,302,613,164,198,363,119,156,273,50,72,128,24,14,33,2493,2464,4956,4,21,27,26,29,57,0,0,0,0,0,0,28,29,60,1631,1644,3277,714,696,1414,1577,1553,3126,793,796,1593,2101,2072,4175,14,22,43,260,258,517,116,122,232,92,82,174,85,131,214,1071,1116,2188,349,285,628,260,250,512,90,83,174,121,176,297,26,32,52
POA5010,2786,3180,5962,185,172,355,351,358,711,184,211,398,215,250,466,404,470,872,401,430,830,363,381,742,302,351,658,195,236,432,112,190,298,64,130,199,38,84,130,2666,2981,5643,122,196,320,38,63,103,3,0,3,0,0,0,43,63,108,1368,1413,2787,1224,1465,2690,1074,1161,2235,1541,1771,3316,2239,2413,4654,32,25,61,318,325,643,140,158,302,94,116,204,118,173,288,1106,1231,2337,278,232,515,260,299,561,120,147,265,171,288,454,87,129,215
POA5011,5799,6045,11850,381,349,728,656,635,1293,355,327,678,448,435,885,936,1020,1957,823,788,1608,799,862,1657,679,691,1373,405,425,822,214,287,501,108,223,331,26,48,83,5616,5803,11421,182,244,431,98,70,165,3,3,3,0,0,7,102,76,176,3887,3914,7798,1561,1732,3289,3797,3872,7673,1655,1817,3475,4791,4952,9748,54,64,123,600,583,1185,278,263,543,169,191,365,223,287,511,2504,2786,5285,780,709,1492,635,536,1178,207,212,422,235,315,547,51,94,140
POA5012,5586,5606,11190,427,411,832,716,679,1396,384,382,757,511,445,955,920,935,1854,751,802,1551,706,689,1390,578,587,1160,354,321,676,187,245,429,66,118,185,58,78,142,5556,5598,11159,25,6,34,120,97,220,6,6,14,0,4,5,132,110,239,2430,2334,4767,2771,2870,5642,1922,1828,3746,3307,3416,6725,4248,4227,8469,66,80,143,637,617,1254,301,316,615,220,211,426,223,348,571,2267,2263,4532,530,432,963,591,519,1107,242,258,504,305,427,729,118,207,331
POA5013,4971,4956,9923,272,279,553,554,518,1072,343,299,646,354,325,675,709,682,1391,657,616,1276,746,734,1477,658,639,1304,402,407,807,180,237,415,93,216,309,29,38,68,4896,4848,9749,73,106,175,157,158,314,4,5,12,3,3,3,167,166,330,3063,2904,5975,1541,1675,3218,2947,2878,5820,1709,1792,3501,4215,4210,8426,49,45,89,502,472,972,245,238,485,117,130,249,147,226,374,1688,1837,3524,698,552,1254,659,591,1255,282,260,543,344,450,796,90,117,213
POA5014,5673,6067,11739,292,299,594,603,594,1196,347,296,643,351,359,711,847,867,1713,750,762,1512,825,864,1689,769,799,1567,480,560,1041,271,433,710,142,222,362,22,38,61,5604,5987,11588,71,85,154,128,160,284,3,0,3,0,3,3,134,159,295,4076,4245,8328,1229,1424,2659,4185,4362,8548,1191,1377,2570,5040,5345,10386,52,46,97,544,557,1096,244,223,468,113,124,238,145,273,424,2114,2365,4484,892,821,1715,750,738,1485,283,284,569,326,469,793,51,79,134
POA5015,2749,2865,5617,132,122,249,277,272,543,151,151,298,174,189,360,419,443,859,390,384,773,418,475,893,411,402,819,253,254,508,89,136,224,35,47,80,11,16,25,2698,2850,5548,49,18,62,87,110,198,0,0,0,5,0,6,93,116,204,2018,2114,4130,552,582,1137,2258,2357,4612,348,380,723,2397,2528,4925,16,23,41,262,255,511,105,113,215,37,53,92,87,138,229,1049,1192,2236,471,444,911,390,387,782,141,121,265,95,143,236,20,22,40
POA5016,4106,4591,8697,263,200,461,469,434,904,256,246,508,202,234,438,516,599,1114,526,559,1084,636,707,1344,542,600,1144,358,416,773,198,298,497,136,298,435,10,15,29,3969,4343,8311,138,242,382,111,106,216,0,10,10,3,5,9,117,115,231,3341,3607,6943,615,771,1383,3735,4078,7806,244,314,564,3748,4138,7884,43,41,87,443,415,855,199,194,397,57,89,139,88,207,297,1487,1887,3378,725,661,1387,602,661,1265,196,237,436,172,254,429,9,6,17
POA5017,2375,2588,4960,116,145,262,305,299,604,171,145,312,158,135,289,283,320,604,292,335,622,337,370,708,329,347,678,236,293,526,131,152,280,27,49,73,10,12,22,2364,2578,4941,7,7,15,115,124,243,0,0,0,0,0,0,115,124,243,1822,1964,3779,373,412,783,2057,2197,4249,178,222,401,2111,2263,4376,26,36,57,277,263,538,113,114,229,21,38,55,51,91,142,617,730,1349,385,394,781,424,456,874,186,201,391,162,147,312,8,9,14
POA5018,2706,2780,5481,140,107,248,240,240,475,170,152,316,165,169,328,266,272,543,270,309,576,386,411,798,529,561,1087,374,337,706,124,156,284,47,71,117,10,17,23,2704,2776,5477,3,3,3,33,32,67,0,0,0,0,0,0,33,30,68,2055,2075,4131,541,569,1107,2434,2435,4866,189,236,427,2472,2503,4971,23,23,41,228,227,450,132,120,251,49,71,119,55,94,154,1013,1083,2098,531,517,1048,456,449,903,118,131,254,92,100,196,3,3,5
POA5019,4377,4741,9119,234,235,467,485,407,892,240,242,486,242,220,461,502,522,1019,594,612,1206,642,726,1370,671,741,1406,457,546,1001,205,286,494,113,203,312,15,27,45,4189,4548,8740,189,191,374,105,136,236,3,7,10,3,0,3,108,140,248,3298,3502,6801,817,910,1730,3751,4041,7795,389,420,809,3878,4211,8089,44,63,108,434,382,815,178,195,367,68,72,135,122,204,327,1721,1924,3652,708,664,1376,549,642,1183,192,225,413,188,269,463,17,17,31
POA5020,1486,1582,3070,92,71,162,155,175,336,79,72,150,84,71,154,139,137,275,184,182,368,199,209,413,219,273,495,211,216,433,91,106,200,35,64,97,3,14,16,1479,1577,3063,9,0,8,9,9,15,4,0,4,0,0,0,6,9,18,1113,1140,2254,301,349,650,1246,1281,2521,169,209,374,1327,1385,2710,12,24,40,139,166,298,48,58,105,22,30,53,27,43,75,663,658,1322,228,253,480,182,211,393,45,67,116,36,50,90,4,3,9
POA5021,2735,2907,5643,91,76,173,248,235,488,151,127,279,173,113,287,226,245,472,266,276,540,323,354,679,390,512,897,491,491,982,255,331,585,117,142,258,18,15,30,2721,2897,5614,19,12,30,17,22,36,3,0,3,0,0,0,18,18,38,1952,2037,3986,668,725,1394,2172,2266,4438,472,536,1000,2470,2602,5072,15,17,30,237,222,459,128,114,235,68,50,117,45,88,130,1216,1164,2378,451,445,894,339,481,826,113,149,265,141,190,325,12,15,29
POA5022,7546,7849,15393,433,404,841,880,753,1637,475,479,952,483,420,904,774,816,1592,974,969,1938,1147,1200,2341,1031,1124,2156,784,824,1603,404,506,910,168,356,517,32,45,75,7490,7657,15146,63,187,246,53,61,118,5,3,8,6,3,6,58,71,128,5560,5791,11348,1587,1664,3254,6205,6440,12647,985,1035,2025,6636,6876,13509,95,73,171,829,709,1541,376,388,762,199,176,375,197,319,513,3535,3693,7226,1045,981,2024,797,935,1729,246,291,539,219,334,558,23,38,63
POA5023,7889,8612,16505,506,436,945,827,792,1619,493,477,972,524,521,1046,1241,1295,2535,979,1058,2033,1093,1148,2242,867,1004,1873,629,786,1413,517,688,1207,226,414,637,41,77,116,7791,8456,16247,103,161,257,117,133,246,12,12,25,0,11,9,132,152,282,5024,5437,10462,2374,2640,5019,4904,5305,10204,2603,2873,5474,6645,7299,13950,83,82,164,770,710,1475,364,365,736,181,203,383,269,356,623,3036,3363,6398,1086,1032,2120,944,1035,1976,332,361,700,525,758,1282,105,183,287
POA5024,6654,7129,13783,302,338,634,754,719,1478,422,410,834,399,405,805,711,773,1479,802,881,1680,1013,1010,2016,810,851,1658,717,829,1553,527,611,1140,196,309,506,35,70,107,6577,6992,13570,71,141,214,32,40,72,4,5,16,0,0,0,37,41,82,4633,4882,9515,1675,1852,3528,4837,5103,9942,1558,1725,3286,5837,6166,12001,48,74,121,720,670,1388,337,334,668,169,200,365,163,258,421,2995,3162,6163,957,902,1851,720,876,1592,223,261,486,337,440,779,35,60,96
POA5025,3937,4174,8106,233,183,416,464,439,897,226,250,471,248,257,504,507,512,1021,497,494,991,548,605,1157,419,495,918,373,474,850,303,326,633,108,137,250,12,17,33,3930,4168,8099,5,4,9,18,33,57,3,0,4,0,3,3,22,36,61,2786,2951,5740,997,1058,2061,2663,2766,5425,1161,1267,2425,3462,3706,7165,33,31,68,434,414,846,166,213,377,110,119,235,107,138,241,1684,1827,3507,548,511,1057,408,516,922,162,165,325,274,325,598,36,45,75
POA5031,4799,5034,9835,240,235,479,417,425,836,248,276,523,505,490,993,945,974,1919,664,709,1371,686,649,1334,519,536,1054,318,333,651,216,292,508,57,109,163,49,72,122,4761,5020,9782,39,15,54,78,72,150,3,3,5,0,0,0,78,77,151,2992,3128,6118,1505,1563,3073,2873,2992,5864,1670,1750,3423,3783,3996,7772,42,54,95,388,390,774,191,216,411,288,301,585,323,378,698,2563,2655,5222,521,489,1012,378,352,731,110,123,239,233,322,555,64,95,156
POA5032,6224,6500,12725,408,317,725,612,625,1237,353,327,684,467,462,927,1015,1030,2043,842,816,1657,849,872,1717,691,752,1446,460,584,1050,345,452,794,177,272,447,46,85,129,6120,6366,12485,107,135,239,50,41,88,0,0,0,0,3,3,52,44,96,4037,4209,8248,1909,1955,3867,4014,4146,8157,1946,2062,4008,5099,5343,10437,69,58,127,570,583,1155,289,277,562,219,234,444,247,348,593,3001,3098,6100,783,758,1537,621,675,1294,190,223,417,263,361,625,40,66,106
POA5033,4110,4247,8360,253,208,462,361,363,725,208,208,415,377,376,754,813,806,1622,587,558,1141,543,494,1034,373,441,817,291,310,600,182,276,459,113,206,323,47,50,92,4010,4090,8105,99,155,258,37,42,79,0,0,3,0,0,0,38,46,82,2388,2482,4874,1400,1423,2818,2339,2377,4719,1477,1532,3007,3126,3250,6380,44,36,84,325,337,661,152,170,319,187,200,384,241,268,512,1904,2041,3946,457,415,874,428,368,794,128,134,265,205,285,496,46,62,112
POA5034,4665,5227,9890,273,241,511,527,557,1085,305,288,595,320,427,744,706,752,1461,651,686,1336,615,652,1268,560,680,1244,411,449,863,175,254,430,118,229,346,37,46,78,4561,5028,9591,105,198,301,27,22,55,0,0,0,0,0,0,27,22,55,3258,3732,6982,1191,1271,2463,3522,3985,7503,936,1025,1960,3892,4435,8326,60,58,116,499,530,1032,251,243,497,167,266,437,232,314,540,2673,3003,5680,437,483,920,292,378,670,117,119,238,111,180,289,25,18,47
POA5035,3034,3236,6265,171,149,322,323,299,618,149,142,290,229,244,478,539,571,1114,449,446,900,376,387,762,327,368,698,233,305,535,151,182,333,80,148,230,34,46,74,2865,3043,5909,167,193,360,24,22,46,0,0,0,0,0,0,26,23,48,1994,2069,4064,816,907,1724,2124,2218,4342,704,785,1486,2405,2543,4945,42,26,72,301,283,586,118,115,233,120,145,267,182,235,414,1619,1742,3365,317,300,620,229,280,511,63,80,140,76,124,200,13,14,30
POA5037,5196,5566,10761,315,285,596,526,492,1018,294,292,587,474,486,962,933,939,1866,714,668,1379,618,593,1209,481,594,1073,384,456,844,281,397,671,170,379,553,63,79,139,5078,5338,10411,118,232,350,44,48,90,0,3,4,0,0,0,49,49,95,3267,3548,6819,1615,1697,3313,3289,3555,6845,1581,1632,3211,3989,4397,8388,53,52,101,483,457,942,235,249,483,260,284,546,251,325,579,2515,2697,5214,628,607,1229,492,503,996,158,193,348,185,273,458,15,36,54
POA5038,7340,7857,15198,452,440,888,713,674,1390,380,343,729,599,636,1234,1455,1516,2970,1048,1066,2120,920,915,1829,789,859,1653,518,642,1165,316,467,784,141,291,435,47,90,139,7299,7823,15120,40,33,76,57,50,109,0,4,3,0,3,6,57,59,118,4750,5006,9752,2244,2425,4670,4884,5187,10068,2145,2285,4428,5806,6177,11982,99,65,162,660,635,1300,304,277,584,289,323,611,396,544,939,3641,3958,7594,936,845,1779,714,833,1554,221,238,463,261,326,585,49,63,111
POA5039,4226,4532,8754,318,286,609,437,482,922,230,215,446,332,333,668,712,739,1447,615,622,1245,520,543,1060,538,546,1085,249,315,568,175,261,435,95,183,278,28,36,69,4199,4515,8711,27,18,42,46,59,97,3,0,3,0,0,0,46,58,102,3035,3226,6268,947,1062,2007,3115,3390,6506,882,934,1813,3545,3809,7362,51,57,110,406,456,865,164,174,346,154,187,343,209,249,457,1958,2144,4097,570,498,1067,380,461,842,159,159,315,141,218,356,18,29,55
POA5040,1186,1295,2479,58,58,116,114,137,247,135,154,296,56,61,121,107,99,205,124,144,266,150,175,324,171,175,349,152,162,314,93,91,181,26,34,57,5,4,16,1105,1213,2312,84,79,169,22,29,50,0,0,0,0,0,0,21,29,54,878,1000,1875,261,247,509,953,1045,2001,195,217,415,1068,1168,2239,11,9,20,111,126,240,115,144,258,29,31,59,36,47,80,507,517,1029,165,202,362,182,214,389,67,82,151,42,41,86,0,3,4
POA5041,6335,7048,13386,389,312,708,887,900,1781,410,468,875,374,387,764,703,760,1469,845,955,1798,901,963,1863,774,858,1629,569,619,1186,285,394,678,209,423,633,43,55,97,6100,6633,12739,229,414,648,45,30,82,9,3,6,3,0,4,58,36,90,4902,5367,10270,1188,1380,2568,5127,5619,10744,982,1157,2139,5678,6220,11894,70,59,136,845,862,1706,333,394,731,217,223,440,220,350,574,3134,3579,6715,747,746,1493,527,623,1152,191,232,417,172,255,428,20,32,49
POA5042,5591,6194,11787,346,318,668,518,496,1011,319,423,739,517,614,1132,935,1057,1998,745,698,1444,606,613,1223,568,603,1176,458,571,1033,391,517,908,185,279,468,91,128,225,5110,5519,10628,482,674,1158,73,77,141,3,5,13,0,3,3,74,86,162,3263,3491,6750,1819,2055,3870,3399,3639,7039,1698,1939,3638,4138,4427,8566,58,52,111,479,456,939,247,366,611,277,391,671,408,502,907,2582,3021,5604,630,544,1172,550,607,1156,191,196,390,217,287,507,33,52,84
POA5043,8770,9920,18684,525,471,995,827,774,1603,545,550,1096,747,811,1559,1468,1594,3059,1168,1136,2309,995,1094,2088,954,1124,2082,763,987,1750,503,819,1320,267,548,821,85,121,207,8541,9530,18068,224,389,617,105,110,219,3,5,14,4,0,6,115,116,237,5741,6395,12136,2493,2919,5415,6116,6952,13064,2187,2431,4623,7116,8053,15169,76,83,158,767,716,1479,416,453,874,338,410,748,455,602,1058,3896,4433,8330,1072,1059,2131,1029,1232,2258,368,489,860,424,669,1097,76,92,169
POA5044,4983,5614,10602,256,234,489,584,568,1145,379,334,714,339,327,664,503,583,1087,580,641,1217,688,763,1445,630,728,1351,504,615,1117,329,435,759,204,404,606,22,42,62,4840,5438,10278,150,174,322,36,36,71,5,3,6,0,0,0,42,39,79,3890,4298,8191,891,1039,1932,4359,4829,9185,397,491,890,4471,4990,9462,47,46,93,548,522,1072,314,286,603,162,157,322,142,219,363,2338,2593,4930,701,739,1444,545,739,1281,190,209,404,142,224,368,13,14,27
POA5045,7628,8257,15887,354,351,703,676,619,1293,366,365,724,479,567,1044,1096,1173,2271,1022,1026,2050,1081,1065,2146,1147,1246,2392,846,896,1741,382,544,924,182,411,592,87,128,210,7145,7788,14935,482,468,953,54,55,115,3,3,4,3,7,9,58,64,121,5270,5621,10893,1681,1863,3539,6151,6603,12750,851,928,1780,6187,6709,12892,57,73,129,632,579,1205,285,274,560,212,277,495,261,380,643,3731,4114,7850,1005,1020,2024,835,907,1744,218,226,441,166,207,368,11,18,34
POA5046,4208,4780,8993,240,235,477,360,391,751,256,238,486,376,403,780,660,663,1319,554,537,1094,475,560,1035,500,598,1102,410,478,888,223,342,571,150,335,483,35,60,100,4143,4590,8733,70,195,262,54,44,98,3,3,3,0,0,0,50,48,104,2923,3268,6191,1050,1231,2282,3283,3674,6956,716,849,1568,3487,3929,7418,41,42,81,341,361,697,184,176,366,164,206,377,186,269,448,1948,2170,4110,589,596,1182,502,620,1124,169,208,377,147,222,365,16,27,49
POA5047,3944,4260,8209,268,225,493,430,385,811,237,249,485,302,299,599,636,696,1329,542,543,1089,471,512,986,382,539,923,376,433,804,221,262,486,78,123,195,53,45,97,3938,4253,8190,8,8,17,61,54,114,3,0,3,0,0,0,65,54,113,2466,2673,5137,1211,1317,2524,2704,2973,5674,973,1023,1996,3079,3391,6472,34,37,77,378,344,722,180,184,367,151,162,312,225,286,512,1710,1981,3686,526,512,1041,409,460,870,154,184,340,164,173,341,24,37,66
POA5048,6537,7485,14017,392,299,690,743,735,1479,390,363,749,364,365,730,680,778,1456,773,889,1660,842,1019,1866,953,1049,2002,738,853,1590,413,621,1034,250,507,758,40,59,99,6269,7135,13408,269,347,613,62,61,123,0,3,0,3,3,9,66,70,136,4748,5346,10091,1478,1712,3189,5584,6293,11878,658,789,1451,5672,6430,12107,83,59,139,693,686,1383,309,297,609,161,196,357,221,348,567,2873,3379,6256,885,973,1863,728,942,1672,242,295,541,195,263,456,80,49,130
POA5049,4662,4930,9590,288,246,532,542,557,1102,280,264,544,271,245,520,486,555,1043,592,661,1256,635,697,1332,674,730,1404,553,577,1130,256,268,524,86,116,204,39,27,65,4656,4924,9579,5,3,8,35,32,68,0,0,0,0,3,3,35,38,75,3330,3526,6854,1121,1169,2287,4024,4195,8218,453,534,994,4072,4298,8368,60,43,108,523,542,1066,218,212,428,106,108,210,132,254,387,2087,2353,4442,714,667,1380,552,605,1157,147,152,296,115,103,225,3,12,20
POA5050,2643,2834,5484,129,138,260,308,302,605,188,196,382,178,140,322,239,262,499,313,314,633,343,384,731,333,370,697,318,365,685,219,228,446,73,139,208,23,18,43,2623,2753,5376,20,79,104,14,12,29,0,0,0,0,0,3,14,11,30,1871,2019,3893,658,682,1336,2212,2354,4564,324,371,696,2329,2510,4833,40,29,66,281,284,569,152,173,320,86,81,165,98,150,253,1332,1435,2770,346,337,686,281,318,600,82,99,174,53,75,127,4,9,13
POA5051,6765,6960,13725,439,400,840,1026,931,1956,502,433,932,390,360,753,577,627,1207,935,1036,1968,958,1070,2027,879,942,1818,690,713,1406,278,303,585,93,132,223,21,49,74,6765,6962,13724,0,0,0,36,50,89,0,0,0,0,0,0,36,53,86,5181,5283,10467,1379,1450,2825,6147,6265,12410,428,496,925,6172,6300,12473,101,99,204,992,889,1889,411,362,770,185,208,391,199,313,515,3222,3689,6908,922,797,1721,640,632,1272,204,205,411,109,91,194,21,13,28
POA5052,3007,3200,6205,169,147,314,364,400,758,230,198,435,185,153,338,239,243,480,396,389,788,428,497,924,354,420,769,352,389,746,221,206,425,70,163,231,17,27,46,2966,3114,6074,42,88,132,6,20,22,0,0,0,0,0,0,6,20,22,2231,2389,4626,646,690,1335,2728,2863,5588,173,220,387,2714,2888,5599,32,30,65,346,385,729,193,163,352,83,98,186,114,157,275,1602,1689,3294,357,378,735,281,302,584,86,100,181,30,45,77,0,3,3
POA5061,4509,5067,9578,226,202,426,555,595,1148,281,366,644,311,372,678,563,553,1124,530,647,1183,662,715,1376,588,664,1252,492,539,1038,215,246,467,80,161,239,41,56,93,4474,4945,9419,35,123,153,18,20,42,0,5,5,0,0,0,18,18,42,3252,3586,6840,1045,1264,2312,3492,3836,7330,817,1029,1851,3885,4304,8186,72,62,132,514,570,1085,235,304,539,180,237,418,204,277,481,2695,2898,5595,402,461,860,233,367,607,79,134,215,117,167,281,14,25,38
POA5062,6967,7698,14668,363,365,728,967,925,1890,534,540,1078,454,473,929,703,732,1430,790,928,1721,964,1125,2087,942,1071,2011,750,819,1565,327,416,738,182,316,501,56,77,136,6827,7506,14332,144,192,332,18,33,48,0,0,0,0,0,0,18,36,51,5291,5763,11052,1369,1590,2965,5791,6370,12160,904,1024,1930,6185,6756,12945,89,94,188,923,875,1806,468,470,938,260,290,549,246,364,605,3867,4254,8125,696,763,1457,459,647,1100,182,207,389,137,172,311,12,13,24
POA5063,5767,6619,12388,285,276,560,706,712,1418,357,351,709,408,414,824,832,900,1735,775,901,1672,806,852,1660,670,821,1492,532,639,1170,257,394,649,135,359,493,57,82,143,5380,6088,11469,382,530,912,22,13,32,0,4,8,0,3,5,21,21,43,3886,4492,8373,1559,1735,3293,4218,4891,9111,1237,1340,2574,4725,5437,10156,68,66,136,671,666,1333,297,291,592,240,250,486,314,394,709,3332,3645,6978,467,570,1034,356,542,897,124,153,273,140,231,368,18,38,58
POA5064,4543,5379,9923,203,197,401,612,604,1210,355,464,819,250,227,476,344,384,735,487,621,1102,623,710,1333,615,670,1280,521,623,1139,336,435,768,202,447,653,70,100,172,4311,4948,9256,234,434,667,10,20,27,0,0,0,0,0,0,10,18,28,3007,3545,6546,1294,1514,2809,3373,3918,7295,940,1181,2119,3762,4417,8178,50,63,115,587,561,1141,312,414,727,163,150,314,153,213,370,2576,2821,5392,390,544,936,305,516,815,103,168,273,66,135,199,7,14,19
POA5065,4718,5561,10279,223,237,460,689,661,1358,296,336,632,313,278,585,481,516,994,569,721,1291,666,738,1398,537,698,1238,530,631,1163,264,390,653,153,343,500,57,73,134,4546,5356,9907,174,200,371,17,12,31,0,0,0,0,0,0,18,17,34,2999,3554,6554,1407,1652,3056,3305,3868,7166,1115,1358,2479,3701,4407,8103,62,64,124,646,635,1285,264,299,565,191,183,376,211,273,480,2644,3041,5687,366,535,895,292,446,737,117,144,261,81,120,202,7,15,18
POA5066,5568,6047,11615,280,278,563,830,819,1650,451,464,913,356,330,682,407,400,800,592,784,1377,841,911,1750,730,841,1572,611,681,1290,334,373,709,131,170,301,58,86,142,5568,6047,11615,0,0,0,14,18,29,7,3,9,0,0,0,18,22,39,3677,3962,7630,1679,1822,3502,4172,4416,8589,1205,1394,2601,4725,5090,9814,83,90,166,791,770,1556,404,404,811,229,218,451,167,243,409,3278,3496,6772,422,495,918,345,456,803,137,157,290,76,95,168,10,10,24
POA5067,4941,5233,10175,222,224,443,444,439,883,363,249,611,361,392,753,852,913,1769,680,692,1374,604,622,1226,600,696,1297,503,567,1070,226,314,543,77,121,202,59,82,134,4624,5022,9643,312,214,529,30,18,50,4,0,4,3,0,3,35,23,56,3203,3320,6522,1358,1500,2860,3559,3673,7231,1025,1170,2192,3865,4066,7927,48,56,106,414,410,819,305,202,506,186,239,427,296,369,661,2846,3093,5936,463,457,914,342,344,687,125,111,235,111,148,262,24,39,64
