POA_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_persons_private_dwgs_M,Count_persons_private_dwgs_F,Count_persons_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spo_home_Eng_only_M,Lang_spo_home_Eng_only_F,Lang_spo_home_Eng_only_P,Lang_spo_home_Oth_Lang_M,Lang_spo_home_Oth_Lang_F,Lang_spo_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_instit_0_4_M,Age_per_att_educ_instit_0_4_F,Age_per_att_educ_instit_0_4_P,Age_per_att_educ_insti_5_14_M,Age_per_att_educ_insti_5_14_F,Age_per_att_educ_insti_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_instit_25_M,Age_per_att_educ_instit_25_F,Age_per_att_educ_instit_25_P,High_yr_sch_com_Yr_12_equiv_M,High_yr_sch_com_Yr_12_equiv_F,High_yr_sch_com_Yr_12_equiv_P,High_yr_sch_com_Yr_11_equiv_M,High_yr_sch_com_Yr_11_equiv_F,High_yr_sch_com_Yr_11_equiv_P,High_yr_sch_com_Yr_10_equiv_M,High_yr_sch_com_Yr_10_equiv_F,High_yr_sch_com_Yr_10_equiv_P,High_yr_sch_comp_Yr_9_equiv_M,High_yr_sch_comp_Yr_9_equiv_F,High_yr_sch_comp_Yr_9_equiv_P,High_yr_sch_comp_Yr_8_below_M,High_yr_sch_comp_Yr_8_below_F,High_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
POA5344,541,454,991,35,16,51,90,57,141,36,31,70,18,22,36,41,36,81,58,64,125,94,98,190,75,58,133,59,50,109,26,19,44,3,4,15,0,0,0,539,454,991,0,0,0,15,12,22,0,0,0,0,0,0,16,12,26,419,350,769,64,61,127,415,357,776,68,58,129,466,395,862,6,3,5,75,50,124,24,26,51,4,8,12,3,14,20,128,138,271,83,85,170,89,61,158,25,25,48,38,35,76,0,3,6
POA5345,1789,1824,3611,91,95,183,220,186,406,110,99,210,88,100,192,165,170,333,176,169,352,228,245,476,273,263,540,227,232,462,151,173,316,63,92,149,10,26,39,1727,1756,3482,60,73,129,70,76,145,5,0,11,0,3,4,72,82,156,1419,1424,2841,229,222,450,1507,1527,3033,159,159,314,1599,1617,3220,14,11,22,198,171,363,71,65,140,7,16,18,29,46,72,418,496,913,270,277,550,299,295,596,142,113,251,173,147,320,19,26,46
POA5346,199,181,374,13,10,21,27,27,49,16,14,32,4,10,17,14,14,24,17,18,39,28,33,58,41,37,74,30,19,47,6,8,10,3,3,9,0,0,3,199,181,374,0,0,0,10,6,16,0,0,0,0,3,3,10,6,19,169,151,316,16,14,30,172,162,327,10,12,20,175,163,341,0,0,0,23,23,38,11,8,16,0,0,0,0,5,5,36,41,79,35,46,75,46,27,69,16,12,26,18,12,30,0,0,0
POA5350,244,219,464,13,13,23,49,31,82,17,18,40,11,7,26,11,13,23,24,34,64,37,45,83,46,29,77,19,14,35,4,3,10,0,0,0,0,0,3,244,219,464,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,200,177,377,26,21,48,226,205,435,0,0,3,220,203,425,4,3,3,47,32,76,14,17,32,0,10,6,0,11,11,62,77,137,52,51,104,42,27,66,12,10,18,0,3,7,0,0,0
POA5351,2904,2838,5745,211,150,357,425,391,821,202,200,400,163,140,306,286,275,565,356,408,763,425,450,880,391,410,804,274,256,526,130,113,242,36,51,85,3,11,9,2879,2797,5681,26,43,65,21,24,43,0,0,0,4,0,4,27,28,47,2270,2237,4512,428,399,831,2694,2625,5315,52,56,104,2621,2531,5147,47,17,59,395,363,759,145,154,294,29,43,76,52,84,139,868,1089,1953,535,462,998,433,374,812,152,101,254,99,77,175,6,0,9
POA5352,2603,2726,5325,124,135,265,329,287,616,161,145,307,137,111,251,258,257,512,306,320,628,355,376,732,393,430,824,301,290,596,153,216,374,78,158,239,33,39,76,2443,2532,4979,157,190,346,19,10,29,0,0,0,0,0,0,23,10,32,2104,2174,4276,251,319,567,2298,2414,4713,58,99,154,2283,2422,4706,44,22,67,295,260,554,125,102,226,24,22,49,49,76,122,867,998,1858,399,368,765,359,363,722,135,146,279,136,181,316,3,9,10
POA5353,1857,1845,3699,92,99,190,241,229,472,117,115,232,85,60,147,165,173,330,211,248,457,290,300,592,290,288,577,229,218,444,103,85,193,29,27,59,3,8,12,1837,1829,3673,12,16,28,22,21,42,0,0,0,0,0,0,22,21,42,1555,1525,3078,177,195,372,1716,1692,3402,38,42,83,1692,1674,3369,23,17,42,230,210,442,81,78,160,15,21,32,17,57,73,549,650,1202,326,305,633,288,254,539,123,97,220,109,89,192,4,0,8
POA5354,203,153,349,4,6,12,13,3,16,9,15,25,9,10,12,15,15,30,22,8,34,33,24,59,36,32,62,39,26,67,19,15,36,0,0,5,3,4,11,197,153,351,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,148,100,253,27,31,56,175,129,303,7,13,17,168,116,290,3,0,3,12,3,18,3,8,11,0,0,0,0,3,3,49,51,96,41,27,67,44,26,68,13,10,26,17,11,37,0,0,0
POA5355,3641,3864,7501,208,204,410,516,514,1031,232,228,455,159,142,299,427,426,848,441,461,896,429,480,911,500,526,1023,428,463,886,216,281,495,95,140,234,15,13,23,3581,3777,7360,64,80,143,33,27,59,3,3,11,0,0,0,43,31,67,3200,3330,6527,268,355,620,3438,3609,7052,65,101,164,3424,3618,7040,42,42,82,478,488,965,154,164,322,21,30,52,56,112,164,1027,1271,2296,690,575,1273,589,608,1198,211,205,413,223,277,499,0,6,7
POA5356,418,360,780,21,17,36,56,39,95,25,22,56,21,17,34,35,44,81,63,42,100,72,69,148,69,50,119,37,32,71,15,15,25,4,3,6,3,3,3,417,362,779,0,3,5,10,8,15,0,0,0,0,0,0,14,8,14,361,302,665,32,32,63,392,333,728,12,11,17,387,328,717,3,3,6,57,40,93,16,19,31,0,3,3,4,9,15,98,117,217,88,69,156,67,60,127,32,13,49,31,15,44,0,0,0
POA5357,236,204,442,18,13,32,10,23,32,5,10,14,6,11,19,26,13,41,21,19,36,42,27,66,40,37,77,48,36,84,19,17,36,6,6,5,0,0,0,236,204,442,0,0,0,3,8,11,0,0,0,0,0,0,3,8,11,171,157,331,31,27,60,202,183,382,9,4,15,197,175,373,0,4,9,10,19,28,5,10,13,0,0,3,0,0,0,48,52,98,38,35,74,61,41,100,19,4,27,20,15,29,0,0,0
POA5360,568,527,1096,54,29,84,85,72,152,30,37,73,29,21,49,59,62,121,60,81,144,86,81,163,90,77,170,40,42,77,28,20,44,6,4,8,3,0,3,568,527,1096,0,0,0,7,3,4,0,0,0,0,0,0,7,3,4,468,442,915,63,58,120,532,490,1022,9,10,24,522,484,1003,10,4,13,79,65,149,26,36,58,5,8,17,8,14,24,174,206,377,109,81,195,83,72,155,17,22,47,22,10,30,0,0,0
POA5371,647,584,1231,32,35,70,121,81,199,49,62,109,48,30,78,66,62,126,86,94,182,108,100,208,81,64,146,35,42,79,16,13,28,3,6,9,0,0,5,647,584,1231,0,0,0,8,4,12,0,0,0,0,0,0,8,4,12,547,512,1057,62,51,116,611,556,1169,12,10,22,602,558,1159,6,5,16,116,80,196,37,43,79,13,15,25,12,16,22,182,203,388,124,120,243,104,75,179,46,24,72,21,12,33,0,0,0
POA5372,1094,1114,2208,78,74,156,207,161,368,86,55,143,57,74,136,139,160,302,140,155,295,141,152,298,133,138,265,68,76,149,25,29,59,17,30,42,0,3,3,1080,1083,2158,14,32,48,20,12,33,0,0,0,0,0,0,21,12,33,923,937,1858,117,116,229,1037,1052,2084,21,18,30,1003,1026,2032,9,14,25,187,147,339,59,48,103,12,14,27,16,43,60,271,377,641,189,185,377,188,167,350,65,44,109,51,47,95,0,3,4
POA5373,1717,1706,3420,80,88,169,239,219,449,115,105,220,87,70,159,148,173,319,171,189,355,243,263,508,278,260,535,231,203,433,93,114,204,25,34,63,5,14,18,1703,1688,3392,14,16,27,17,18,39,7,0,7,0,0,0,27,16,45,1413,1381,2796,189,215,410,1594,1587,3183,32,35,67,1572,1562,3128,10,23,35,219,198,415,78,82,159,19,24,41,22,63,84,452,536,983,313,320,634,314,273,589,119,107,223,86,66,152,0,0,0
POA5374,742,718,1457,36,33,68,87,96,188,54,36,85,36,26,64,55,50,107,79,84,165,105,104,212,137,124,261,93,84,176,44,51,95,13,30,43,0,4,4,732,692,1428,10,21,36,9,17,25,0,3,0,0,0,0,6,18,23,614,604,1212,82,68,148,678,660,1340,22,22,46,679,660,1344,7,3,15,75,91,165,44,26,73,9,3,13,3,15,19,174,208,379,129,123,251,152,107,259,60,43,105,59,52,109,0,0,5
POA5381,198,183,386,11,17,25,16,22,45,10,14,17,9,4,10,14,15,30,17,21,35,18,20,43,47,28,72,42,21,67,12,18,30,0,0,0,0,0,0,198,183,386,0,0,0,4,0,6,0,0,3,0,0,0,3,3,4,165,154,324,14,9,26,184,175,356,3,0,7,179,172,354,0,3,3,16,24,40,6,10,17,0,0,0,3,0,3,29,44,73,31,23,54,47,23,74,17,10,28,23,22,46,0,0,0
POA5400,432,468,902,34,28,64,64,47,114,23,37,56,53,96,146,48,73,123,49,45,98,69,62,133,60,50,115,24,22,46,6,3,9,3,4,6,0,5,8,395,358,748,41,114,154,3,9,11,0,0,0,0,0,0,3,9,11,359,373,725,50,66,119,407,422,827,10,12,23,393,415,809,3,4,10,64,45,103,12,26,43,35,77,113,13,29,43,124,236,363,85,59,142,64,55,123,26,11,33,11,4,22,0,0,0
POA5401,427,415,835,33,32,60,57,51,105,27,16,43,23,15,40,43,54,92,39,38,78,51,62,114,76,68,140,49,38,85,18,24,44,11,23,34,0,0,4,418,389,805,10,30,36,8,12,22,0,0,0,0,0,0,8,12,22,335,327,660,54,43,99,390,370,756,7,7,11,375,359,733,8,7,13,49,44,91,26,15,37,0,6,5,6,15,18,90,130,225,86,60,145,75,59,128,21,14,37,26,27,55,3,0,3
POA5410,149,160,313,10,4,15,20,23,38,5,20,28,6,4,13,10,9,24,16,16,35,32,29,60,25,20,51,15,22,40,7,6,14,0,3,4,0,0,0,149,160,313,0,0,0,0,3,5,0,3,3,0,0,0,0,5,4,110,112,224,25,30,53,133,141,271,0,0,3,121,125,249,0,0,5,13,14,33,0,14,21,0,0,0,3,5,7,32,37,72,22,32,60,26,26,51,14,4,19,7,8,15,0,0,0
POA5411,158,160,311,13,9,23,30,29,55,8,11,19,3,7,9,18,17,38,13,20,36,23,23,43,26,17,41,17,11,29,8,12,17,3,0,6,0,0,0,158,160,311,0,0,0,3,7,9,0,0,0,0,0,0,3,7,9,131,124,252,17,14,29,147,144,286,0,0,0,139,136,280,3,3,7,23,23,50,8,8,12,0,4,4,0,4,4,25,40,65,25,25,55,36,24,57,11,12,23,11,9,15,0,0,0
POA5412,567,602,1168,36,26,67,68,44,112,36,34,72,13,16,29,44,43,85,38,56,96,76,93,167,104,112,213,89,91,187,41,45,80,18,46,61,0,4,4,559,570,1122,10,28,41,7,3,10,0,0,0,0,0,0,7,3,10,465,481,944,69,74,145,535,555,1088,9,12,24,529,553,1082,11,4,11,62,46,107,26,31,54,0,0,0,3,17,17,155,182,340,106,102,213,93,101,197,44,45,92,31,48,78,0,0,0
POA5413,416,388,800,22,20,47,57,42,103,14,22,39,18,7,27,45,35,76,28,37,64,60,63,129,83,70,147,52,46,95,32,30,58,7,12,18,0,0,0,416,388,800,0,0,0,6,14,25,0,0,0,0,0,0,6,14,25,346,317,663,38,42,76,385,362,747,3,3,7,373,359,735,3,9,11,51,46,89,15,14,27,0,3,4,5,7,11,103,101,199,82,82,162,69,73,143,35,25,60,21,18,34,0,0,0
POA5414,79,68,144,6,4,8,9,7,16,3,3,9,5,6,8,10,9,16,3,6,9,9,11,13,15,11,29,14,13,25,5,4,8,0,0,3,0,0,0,79,68,144,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,58,53,116,7,4,7,72,61,125,0,0,0,67,54,121,0,0,6,4,7,10,3,3,9,0,0,0,0,0,4,17,19,41,8,11,22,11,7,24,3,4,5,8,4,13,0,0,0
POA5415,107,115,220,8,4,11,15,11,20,0,5,5,3,5,10,12,15,31,8,6,10,17,17,34,16,27,47,22,15,43,10,3,14,0,0,0,0,0,0,108,110,221,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,88,87,181,9,16,29,105,101,207,5,4,6,105,107,207,0,0,0,13,7,16,0,3,9,0,0,3,0,3,8,37,56,96,13,17,31,23,11,32,5,5,18,4,0,4,0,0,0
POA5416,112,116,228,4,7,13,13,19,41,9,7,14,7,4,13,9,6,19,11,13,28,7,26,31,27,18,44,6,8,22,7,4,11,0,0,0,0,0,0,112,116,229,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,86,95,184,12,10,29,98,105,206,0,0,7,99,97,198,3,0,4,14,18,30,4,7,14,0,0,0,0,0,3,28,31,63,29,25,48,17,17,33,9,5,12,5,3,7,0,0,0
POA5417,757,792,1544,41,36,75,80,110,189,31,33,68,24,33,55,65,60,126,79,71,149,105,110,210,136,144,278,119,132,246,63,47,109,14,26,35,3,5,4,709,769,1476,46,22,68,11,10,18,0,0,0,0,0,0,11,10,18,593,632,1228,80,84,166,676,721,1392,16,13,27,666,710,1376,5,3,15,69,98,171,14,19,38,0,6,7,12,25,37,193,254,450,140,112,255,119,124,244,64,39,106,41,42,81,3,0,3
POA5418,54,48,102,3,0,3,4,6,17,3,0,7,0,4,5,6,6,11,5,3,7,8,7,21,8,10,18,14,7,19,0,4,3,0,0,0,0,0,0,54,48,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,41,86,5,12,17,52,44,96,0,0,4,48,48,97,0,0,0,4,6,17,0,0,3,0,3,3,0,3,3,19,22,37,12,4,13,4,11,12,0,4,8,0,0,5,0,0,0
POA5419,116,99,209,17,3,19,3,7,16,3,5,6,3,8,6,15,13,28,5,7,20,15,11,26,19,16,34,12,15,25,17,12,26,0,3,4,0,0,0,116,99,209,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,99,76,182,13,12,28,115,94,204,0,0,0,111,85,197,0,0,0,3,10,16,4,3,5,0,3,3,0,3,3,32,33,73,16,13,33,15,16,34,13,3,15,12,9,17,0,0,0
POA5420,41,38,75,0,3,3,3,5,7,3,0,3,3,3,3,3,3,9,3,4,5,10,6,15,9,3,13,5,4,15,0,0,0,0,0,0,0,0,0,41,38,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33,65,3,3,3,30,35,68,0,0,0,30,29,66,0,0,0,3,5,7,3,0,3,0,0,0,0,0,0,7,10,16,7,8,17,8,3,17,3,0,6,0,0,0,0,0,0
POA5421,79,63,144,3,3,5,3,10,9,9,3,9,0,0,0,6,6,9,15,10,26,13,13,31,19,14,27,12,3,15,3,0,3,0,4,3,0,0,0,76,63,137,0,0,0,4,6,7,0,0,0,0,0,0,4,6,7,58,43,102,3,5,11,67,55,123,0,0,0,59,53,116,0,0,0,3,3,3,3,4,4,0,3,3,0,0,3,16,14,26,16,11,23,10,15,29,9,7,13,4,5,10,0,0,0
POA5422,865,865,1726,46,37,83,86,82,172,51,44,93,26,35,63,87,62,150,66,80,140,92,106,205,191,186,372,126,123,250,73,74,148,16,31,54,10,3,9,821,812,1637,49,46,95,39,48,86,0,3,6,5,7,13,42,53,104,702,706,1401,83,84,163,790,779,1568,7,16,26,761,764,1528,7,5,11,70,76,148,26,24,54,6,0,8,10,20,35,179,191,366,136,160,297,183,157,339,62,62,125,81,70,148,5,3,9
POA5431,464,455,923,19,17,38,55,55,114,22,23,39,13,16,30,43,43,82,36,40,79,62,68,130,94,83,174,69,56,122,35,39,75,13,28,42,5,0,7,446,435,879,17,24,45,0,11,12,0,3,4,0,0,0,3,11,17,381,369,750,23,34,63,408,410,816,6,3,12,406,403,809,3,0,7,51,51,99,11,20,31,3,0,4,6,13,16,101,136,238,98,71,165,66,81,148,30,23,53,40,30,69,0,0,0
POA5432,82,66,147,0,8,6,8,0,12,0,0,5,3,4,3,14,5,19,6,3,8,4,15,20,23,14,37,17,14,32,3,0,4,0,4,4,3,0,3,69,60,124,20,9,24,0,0,0,0,0,0,0,0,0,0,0,0,70,47,120,3,15,13,75,63,138,0,0,0,80,56,135,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,19,32,45,20,9,29,22,10,31,3,0,3,8,0,10,0,0,0
POA5433,597,627,1221,22,29,58,66,59,129,27,28,63,24,19,47,55,54,106,44,64,106,91,101,188,108,110,210,98,93,190,49,48,97,11,24,36,4,0,4,578,603,1185,14,21,34,52,85,138,0,0,0,0,0,0,53,82,134,510,526,1033,40,51,93,539,574,1114,17,19,34,557,577,1136,0,4,10,65,55,115,27,21,46,0,0,3,6,21,30,132,181,315,121,104,227,108,118,222,38,31,70,49,50,92,3,5,8
POA5434,446,428,873,18,12,32,26,31,62,10,12,27,16,23,45,39,35,81,42,38,83,50,53,100,126,113,245,94,83,177,20,5,27,0,11,11,18,24,37,385,363,754,61,65,123,35,41,77,0,0,0,0,0,0,35,41,76,293,268,558,36,44,77,320,289,613,7,16,24,332,307,634,4,5,11,22,21,38,0,6,8,0,0,3,0,4,3,102,126,231,61,47,100,82,67,147,19,18,36,17,18,27,0,0,3
POA5440,238,116,352,6,3,12,3,17,19,3,3,9,12,14,22,40,14,54,35,15,51,49,17,66,60,19,81,13,12,28,8,7,11,0,0,0,0,0,0,120,97,214,110,22,136,12,3,13,0,0,0,0,0,0,12,3,11,192,94,287,20,12,26,201,94,301,11,3,11,207,98,301,0,0,0,3,6,16,0,0,0,0,0,0,0,3,4,67,33,103,35,12,49,59,14,70,11,12,23,15,4,25,3,0,3
POA5451,348,339,686,11,10,21,44,31,71,10,12,24,8,16,26,32,41,74,25,28,62,65,57,119,68,77,152,54,41,96,21,21,38,5,12,12,0,4,4,341,341,677,9,0,6,3,0,0,0,0,0,0,0,0,3,0,0,276,250,529,45,49,88,313,286,598,9,11,19,306,280,586,5,0,5,44,24,68,10,10,17,0,3,7,3,20,22,99,130,229,59,54,114,58,48,100,22,18,36,12,14,27,0,0,0
POA5452,225,202,429,6,18,21,44,32,74,12,3,21,11,7,18,16,22,32,19,35,55,27,34,64,50,28,79,30,26,56,8,5,13,3,3,3,0,0,0,225,203,427,0,0,0,0,5,9,0,0,0,0,0,0,0,5,9,200,173,367,19,18,34,219,185,398,3,4,9,207,183,396,3,3,8,40,32,66,13,3,15,0,5,5,0,3,9,80,70,153,43,34,75,28,34,62,3,4,8,14,3,18,0,0,0
POA5453,2436,2548,4985,136,133,268,317,356,673,129,111,241,98,111,206,286,268,553,252,303,557,334,325,662,372,377,748,300,322,616,155,140,295,54,100,160,6,10,21,2309,2428,4738,132,112,247,25,31,48,0,3,3,0,0,0,24,29,51,2069,2144,4218,188,218,405,2227,2342,4569,60,70,124,2206,2309,4519,30,31,64,286,327,613,87,76,163,18,16,36,38,71,111,765,885,1645,460,436,893,348,334,683,108,120,230,139,100,243,3,0,3
POA5454,206,183,392,18,16,34,25,23,50,7,11,18,8,3,15,21,16,38,18,28,49,25,25,45,38,27,63,34,24,59,11,11,14,3,4,8,0,0,0,206,183,390,4,0,4,5,0,9,0,0,0,0,0,0,5,4,4,187,165,352,7,10,12,194,177,370,0,0,0,197,171,369,4,0,9,20,24,47,8,8,14,0,0,0,4,4,11,53,58,113,32,27,60,38,28,66,9,12,25,9,10,19,0,0,0
POA5455,24,34,58,3,0,3,5,12,19,3,0,7,0,0,0,3,5,6,3,3,10,4,7,11,7,0,7,0,5,5,0,0,0,0,0,0,0,0,0,24,34,58,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,22,28,52,0,0,0,27,28,53,0,0,0,27,28,53,0,0,0,5,12,13,3,0,4,0,0,0,0,0,0,4,8,11,8,4,16,6,3,4,0,3,3,0,0,0,0,0,0
POA5460,352,379,733,24,24,49,45,51,95,34,40,70,13,17,31,26,36,62,38,43,83,62,53,115,48,54,103,47,33,84,14,17,27,6,4,7,0,0,0,352,379,733,0,0,0,4,8,10,0,0,0,0,0,0,4,8,10,304,320,621,35,33,66,330,348,676,7,3,15,330,350,675,0,5,6,38,50,89,26,33,57,3,3,7,6,10,14,88,116,211,60,60,121,68,63,130,35,20,55,14,13,27,0,0,0
POA5461,1227,1300,2529,83,84,169,142,153,297,85,64,151,78,67,144,100,120,223,155,141,297,162,168,330,158,164,319,150,155,308,82,101,182,37,77,116,4,14,15,1198,1264,2464,23,42,63,26,20,49,0,0,0,0,0,0,26,20,49,1023,1077,2101,118,129,248,1109,1184,2294,47,43,88,1113,1177,2288,18,13,34,126,150,278,56,44,94,3,12,20,19,25,46,293,365,657,220,228,452,219,195,413,92,88,179,100,104,201,0,0,0
POA5462,252,239,491,18,14,37,41,42,86,14,18,36,17,11,22,29,29,58,24,28,57,37,27,64,29,22,53,20,23,46,16,7,25,3,7,6,0,0,0,252,239,491,0,0,0,13,9,17,0,0,0,0,0,0,13,9,17,230,216,445,13,14,29,241,230,474,3,0,4,245,228,472,3,4,4,38,36,71,7,17,27,0,3,4,0,12,11,56,80,132,56,36,91,50,39,85,17,9,30,10,5,15,0,0,0
POA5464,327,285,613,24,22,49,57,34,87,18,13,34,11,14,24,34,28,66,36,34,66,45,42,85,57,53,109,35,30,64,12,12,26,4,3,7,0,0,0,327,285,613,0,0,0,8,10,12,0,0,0,0,0,0,8,10,12,275,240,514,21,20,45,297,265,566,9,4,9,296,262,558,5,3,10,45,25,78,12,12,19,0,5,9,0,6,6,75,106,177,64,43,100,61,41,102,30,16,41,11,11,20,0,0,0
POA5470,73,50,123,5,3,12,3,3,8,5,3,6,7,0,7,3,6,12,5,4,11,15,7,18,10,7,18,17,10,23,6,3,7,3,0,3,0,0,0,73,50,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,46,107,7,6,13,64,49,115,0,0,0,64,51,114,0,0,0,3,0,7,3,0,0,0,0,0,4,3,3,17,23,40,21,10,27,14,14,25,4,3,10,3,0,4,0,0,0
POA5471,45,44,85,4,0,6,5,6,8,4,7,4,3,0,3,0,0,3,3,8,9,6,10,19,12,9,15,4,4,6,0,3,3,3,0,4,0,0,0,45,44,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,42,75,4,3,5,40,42,85,0,0,0,40,39,84,0,0,3,5,6,8,0,4,4,0,0,0,0,0,0,13,15,31,3,12,16,3,7,13,3,0,3,0,0,0,0,0,0
POA5472,87,85,170,3,3,4,5,18,23,3,0,6,3,3,3,0,3,5,14,8,25,12,11,25,18,9,31,18,17,36,3,3,12,0,0,0,0,0,0,87,85,170,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,71,72,136,8,4,16,78,78,155,0,0,4,76,78,153,0,0,0,6,18,23,3,3,6,0,0,0,0,0,0,22,22,47,15,15,28,16,13,31,4,6,8,10,0,8,0,0,0
POA5473,376,360,741,19,20,34,53,54,105,15,17,41,12,19,33,42,29,69,23,30,59,50,53,98,63,58,120,75,60,130,23,18,41,7,9,9,3,0,0,376,360,741,0,0,0,18,5,28,0,0,0,0,0,0,18,5,28,309,297,606,32,40,69,349,341,681,3,3,12,338,329,668,8,0,7,48,48,101,10,11,23,0,0,0,0,10,16,76,111,183,70,63,137,78,65,141,32,19,48,25,18,40,0,0,3
POA5480,419,373,789,20,24,43,43,33,77,22,13,32,18,14,29,45,37,80,42,41,82,50,46,99,68,69,133,68,59,127,33,29,64,7,14,26,0,0,0,410,368,778,4,10,11,8,0,10,0,0,0,0,0,0,8,0,10,354,322,670,39,34,66,381,356,739,9,9,15,374,353,733,6,5,10,43,26,74,18,5,24,3,3,5,4,7,12,104,143,248,81,63,143,72,54,129,26,21,47,29,23,50,4,0,4
POA5481,286,264,553,13,9,20,24,24,46,13,15,31,7,6,13,10,10,18,23,21,39,44,48,91,64,65,132,51,44,92,26,15,44,9,10,17,0,0,0,289,255,543,0,0,7,4,5,9,0,0,0,0,0,0,4,5,9,258,219,476,19,30,48,273,250,522,0,0,3,266,246,511,3,0,3,24,24,46,9,10,21,4,0,0,0,9,9,70,86,156,61,58,120,57,46,101,17,11,28,24,14,39,0,0,0
POA5482,235,265,499,11,11,24,24,31,56,14,11,30,15,4,17,20,23,36,20,29,45,40,41,77,42,36,72,27,21,55,21,32,51,6,34,40,0,0,0,225,224,449,13,40,51,0,6,6,0,0,0,0,0,0,0,6,6,215,233,444,8,9,24,229,242,468,3,3,11,226,243,473,4,0,6,24,31,55,13,8,20,0,0,0,4,8,6,50,79,134,67,44,105,33,25,61,17,21,38,22,28,48,0,0,0
POA5483,190,177,370,12,15,23,28,18,45,12,11,19,9,7,16,17,14,31,18,25,36,33,16,50,24,28,59,33,25,60,5,17,24,5,3,10,0,0,0,182,169,357,11,3,11,0,5,3,0,0,0,0,0,0,0,4,3,161,150,312,9,9,22,169,155,321,3,7,8,170,161,326,3,3,4,25,19,41,5,4,16,0,0,0,3,8,12,52,62,111,38,22,66,22,24,48,14,8,19,13,6,18,0,0,0
POA5485,269,291,558,7,20,26,38,26,63,12,21,32,10,11,16,18,24,45,28,34,60,29,50,75,44,52,102,52,29,87,22,18,42,6,6,10,0,0,0,267,291,558,3,0,3,16,7,31,0,0,0,0,0,0,16,10,31,234,240,467,12,26,35,245,265,509,3,3,7,241,258,500,0,3,3,32,27,56,12,12,22,0,5,5,0,3,5,49,94,147,56,52,107,46,45,91,20,20,44,27,9,36,0,0,0
POA5490,86,87,171,3,3,6,6,13,20,4,6,13,6,3,8,7,13,19,6,7,11,14,16,30,14,12,29,6,9,13,6,3,10,3,3,7,0,0,0,86,87,171,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,77,71,139,0,5,5,73,79,146,0,0,0,69,79,147,0,0,0,4,8,14,3,5,4,0,0,0,3,4,7,24,22,45,12,7,22,12,17,30,6,3,9,6,4,11,0,0,0
