"","POA_CODE_2016","class","total"
"445","5140","CF_no_children_P",79
"446","5141","CF_no_children_P",152
"447","5142","CF_no_children_P",130
"448","5144","CF_no_children_P",112
"449","5150","CF_no_children_P",18
"450","5151","CF_no_children_P",81
"451","5152","CF_no_children_P",1435
"452","5153","CF_no_children_P",1409
"453","5154","CF_no_children_P",808
"454","5155","CF_no_children_P",746
"455","5156","CF_no_children_P",227
"456","5157","CF_no_children_P",734
"457","5158","CF_no_children_P",5276
"458","5159","CF_no_children_P",7467
"459","5160","CF_no_children_P",9
"460","5161","CF_no_children_P",2191
"461","5162","CF_no_children_P",7115
"462","5163","CF_no_children_P",2902
"463","5164","CF_no_children_P",864
"464","5165","CF_no_children_P",1098
"465","5166","CF_no_children_P",423
"466","5167","CF_no_children_P",1261
"467","5168","CF_no_children_P",1093
"468","5169","CF_no_children_P",3504
"469","5170","CF_no_children_P",257
"470","5171","CF_no_children_P",1535
"471","5172","CF_no_children_P",951
"472","5173","CF_no_children_P",2289
"473","5174","CF_no_children_P",600
"474","5201","CF_no_children_P",492
"475","5202","CF_no_children_P",213
"476","5203","CF_no_children_P",339
"477","5204","CF_no_children_P",1039
"478","5210","CF_no_children_P",428
"479","5211","CF_no_children_P",5198
"480","5212","CF_no_children_P",752
"481","5213","CF_no_children_P",319
"482","5214","CF_no_children_P",2864
"483","5220","CF_no_children_P",33
"484","5221","CF_no_children_P",92
"485","5222","CF_no_children_P",195
"486","5223","CF_no_children_P",919
"487","5231","CF_no_children_P",324
"488","5232","CF_no_children_P",118
"489","5233","CF_no_children_P",365
"490","5234","CF_no_children_P",305
"491","5235","CF_no_children_P",712
"492","5236","CF_no_children_P",66
"493","5237","CF_no_children_P",85
"494","5238","CF_no_children_P",1263
"495","5240","CF_no_children_P",124
"496","5241","CF_no_children_P",596
"497","5242","CF_no_children_P",384
"498","5243","CF_no_children_P",220
"499","5244","CF_no_children_P",877
"500","5245","CF_no_children_P",746
"501","5250","CF_no_children_P",672
"502","5251","CF_no_children_P",2981
"503","5252","CF_no_children_P",1272
"504","5253","CF_no_children_P",4183
"505","5254","CF_no_children_P",595
"506","5255","CF_no_children_P",2312
"507","5256","CF_no_children_P",393
"508","5259","CF_no_children_P",285
"509","5260","CF_no_children_P",483
"510","5261","CF_no_children_P",91
"511","5262","CF_no_children_P",99
"512","5263","CF_no_children_P",37
"513","5264","CF_no_children_P",346
"514","5265","CF_no_children_P",90
"515","5266","CF_no_children_P",165
"516","5267","CF_no_children_P",496
"517","5268","CF_no_children_P",790
"518","5269","CF_no_children_P",53
"519","5270","CF_no_children_P",161
"520","5271","CF_no_children_P",1793
"521","5272","CF_no_children_P",244
"522","5273","CF_no_children_P",27
"523","5275","CF_no_children_P",723
"524","5276","CF_no_children_P",350
"525","5277","CF_no_children_P",692
"526","5278","CF_no_children_P",144
"527","5279","CF_no_children_P",153
"528","5280","CF_no_children_P",1844
"529","5290","CF_no_children_P",5313
"530","5291","CF_no_children_P",2060
"531","5301","CF_no_children_P",182
"532","5302","CF_no_children_P",224
"533","5303","CF_no_children_P",30
"534","5304","CF_no_children_P",178
"535","5306","CF_no_children_P",16
"536","5307","CF_no_children_P",165
"537","5308","CF_no_children_P",43
"538","5309","CF_no_children_P",34
"539","5310","CF_no_children_P",14
"540","5311","CF_no_children_P",100
"541","5320","CF_no_children_P",207
"542","5321","CF_no_children_P",117
"543","5322","CF_no_children_P",297
"544","5330","CF_no_children_P",901
"545","5331","CF_no_children_P",97
"546","5332","CF_no_children_P",116
"547","5333","CF_no_children_P",1455
"548","5340","CF_no_children_P",374
"549","5341","CF_no_children_P",1814
"550","5342","CF_no_children_P",309
"551","5343","CF_no_children_P",1076
"552","5344","CF_no_children_P",252
"553","5345","CF_no_children_P",860
"554","5346","CF_no_children_P",101
"555","5350","CF_no_children_P",100
"556","5351","CF_no_children_P",1386
"557","5352","CF_no_children_P",1317
"558","5353","CF_no_children_P",939
"559","5354","CF_no_children_P",82
"560","5355","CF_no_children_P",1886
"561","5356","CF_no_children_P",187
"562","5357","CF_no_children_P",121
"563","5360","CF_no_children_P",263
"564","5371","CF_no_children_P",197
"565","5372","CF_no_children_P",457
"566","5373","CF_no_children_P",860
"567","5374","CF_no_children_P",381
"568","5381","CF_no_children_P",84
"569","5400","CF_no_children_P",177
"570","5401","CF_no_children_P",154
"571","5410","CF_no_children_P",56
"572","5411","CF_no_children_P",73
"573","5412","CF_no_children_P",357
"574","5413","CF_no_children_P",236
"575","5414","CF_no_children_P",32
"576","5415","CF_no_children_P",77
"577","5416","CF_no_children_P",52
"578","5417","CF_no_children_P",406
"579","5418","CF_no_children_P",28
"580","5419","CF_no_children_P",70
"581","5420","CF_no_children_P",33
"582","5421","CF_no_children_P",32
"583","5422","CF_no_children_P",406
"584","5431","CF_no_children_P",257
"585","5432","CF_no_children_P",61
"586","5433","CF_no_children_P",347
"587","5434","CF_no_children_P",121
"588","5440","CF_no_children_P",36
"589","5451","CF_no_children_P",218
"590","5452","CF_no_children_P",135
"591","5453","CF_no_children_P",1355
"592","5454","CF_no_children_P",120
"593","5455","CF_no_children_P",9
"594","5460","CF_no_children_P",176
"595","5461","CF_no_children_P",586
"596","5462","CF_no_children_P",96
"597","5464","CF_no_children_P",168
"598","5470","CF_no_children_P",33
"599","5471","CF_no_children_P",22
"600","5472","CF_no_children_P",43
"601","5473","CF_no_children_P",231
"602","5480","CF_no_children_P",236
"603","5481","CF_no_children_P",208
"604","5482","CF_no_children_P",122
"605","5483","CF_no_children_P",88
"606","5485","CF_no_children_P",194
"607","5490","CF_no_children_P",42
"608","5491","CF_no_children_P",474
"609","5493","CF_no_children_P",21
"610","5495","CF_no_children_P",222
"611","5501","CF_no_children_P",1466
"612","5502","CF_no_children_P",394
"613","5510","CF_no_children_P",34
"614","5520","CF_no_children_P",160
"615","5521","CF_no_children_P",36
"616","5522","CF_no_children_P",484
"617","5523","CF_no_children_P",506
"618","5540","CF_no_children_P",3256
"619","5550","CF_no_children_P",201
"620","5552","CF_no_children_P",91
"621","5554","CF_no_children_P",1262
"622","5555","CF_no_children_P",177
"623","5556","CF_no_children_P",1249
"624","5558","CF_no_children_P",1576
"625","5560","CF_no_children_P",97
"626","5570","CF_no_children_P",183
"627","5571","CF_no_children_P",659
"628","5572","CF_no_children_P",45
"629","5573","CF_no_children_P",567
"630","5575","CF_no_children_P",734
"631","5576","CF_no_children_P",308
"632","5577","CF_no_children_P",163
"633","5580","CF_no_children_P",95
"634","5581","CF_no_children_P",234
"635","5582","CF_no_children_P",230
"636","5583","CF_no_children_P",259
"637","5600","CF_no_children_P",1467
"638","5601","CF_no_children_P",132
"639","5602","CF_no_children_P",392
"640","5603","CF_no_children_P",103
"641","5604","CF_no_children_P",83
"642","5605","CF_no_children_P",536
"643","5606","CF_no_children_P",3040
"644","5607","CF_no_children_P",1207
"645","5608","CF_no_children_P",2510
"646","5609","CF_no_children_P",398
"647","5630","CF_no_children_P",22
"648","5631","CF_no_children_P",262
"649","5632","CF_no_children_P",57
"650","5633","CF_no_children_P",83
"651","5640","CF_no_children_P",288
"652","5641","CF_no_children_P",268
"653","5642","CF_no_children_P",43
"654","5650","CF_no_children_P",43
"655","5651","CF_no_children_P",7
"656","5652","CF_no_children_P",171
"657","5653","CF_no_children_P",22
"658","5654","CF_no_children_P",56
"659","5655","CF_no_children_P",27
"660","5660","CF_no_children_P",11
"661","5661","CF_no_children_P",41
"662","5670","CF_no_children_P",134
"663","5671","CF_no_children_P",40
"664","5680","CF_no_children_P",552
"665","5690","CF_no_children_P",756
"666","5700","CF_no_children_P",2204
"667","5701","CF_no_children_P",6
"668","5710","CF_no_children_P",475
"669","5713","CF_no_children_P",0
"670","5715","CF_no_children_P",3
"671","5717","CF_no_children_P",3
"672","5719","CF_no_children_P",13
"673","5720","CF_no_children_P",50
"674","5722","CF_no_children_P",57
"675","5723","CF_no_children_P",335
"676","5724","CF_no_children_P",56
"677","5725","CF_no_children_P",585
"678","5730","CF_no_children_P",28
"679","5731","CF_no_children_P",49
"680","5732","CF_no_children_P",43
"681","5733","CF_no_children_P",22
"682","5734","CF_no_children_P",21
"683","5950","CF_no_children_P",0
"684","5960","CF_no_children_P",0
"685","5000","CF_ChU15_a_DSs_a_NdCh_F",0
"686","5005","CF_ChU15_a_DSs_a_NdCh_F",0
"687","5006","CF_ChU15_a_DSs_a_NdCh_F",0
"688","5007","CF_ChU15_a_DSs_a_NdCh_F",0
"689","5008","CF_ChU15_a_DSs_a_NdCh_F",24
"690","5009","CF_ChU15_a_DSs_a_NdCh_F",10
"691","5010","CF_ChU15_a_DSs_a_NdCh_F",10
"692","5011","CF_ChU15_a_DSs_a_NdCh_F",15
"693","5012","CF_ChU15_a_DSs_a_NdCh_F",37
"694","5013","CF_ChU15_a_DSs_a_NdCh_F",18
"695","5014","CF_ChU15_a_DSs_a_NdCh_F",16
"696","5015","CF_ChU15_a_DSs_a_NdCh_F",9
"697","5016","CF_ChU15_a_DSs_a_NdCh_F",9
"698","5017","CF_ChU15_a_DSs_a_NdCh_F",5
"699","5018","CF_ChU15_a_DSs_a_NdCh_F",3
"700","5019","CF_ChU15_a_DSs_a_NdCh_F",6
"701","5020","CF_ChU15_a_DSs_a_NdCh_F",4
"702","5021","CF_ChU15_a_DSs_a_NdCh_F",13
"703","5022","CF_ChU15_a_DSs_a_NdCh_F",20
"704","5023","CF_ChU15_a_DSs_a_NdCh_F",21
"705","5024","CF_ChU15_a_DSs_a_NdCh_F",12
"706","5025","CF_ChU15_a_DSs_a_NdCh_F",13
"707","5031","CF_ChU15_a_DSs_a_NdCh_F",7
"708","5032","CF_ChU15_a_DSs_a_NdCh_F",9
"709","5033","CF_ChU15_a_DSs_a_NdCh_F",9
"710","5034","CF_ChU15_a_DSs_a_NdCh_F",4
"711","5035","CF_ChU15_a_DSs_a_NdCh_F",3
"712","5037","CF_ChU15_a_DSs_a_NdCh_F",16
"713","5038","CF_ChU15_a_DSs_a_NdCh_F",18
"714","5039","CF_ChU15_a_DSs_a_NdCh_F",10
"715","5040","CF_ChU15_a_DSs_a_NdCh_F",3
"716","5041","CF_ChU15_a_DSs_a_NdCh_F",17
"717","5042","CF_ChU15_a_DSs_a_NdCh_F",12
"718","5043","CF_ChU15_a_DSs_a_NdCh_F",16
"719","5044","CF_ChU15_a_DSs_a_NdCh_F",11
"720","5045","CF_ChU15_a_DSs_a_NdCh_F",19
"721","5046","CF_ChU15_a_DSs_a_NdCh_F",6
"722","5047","CF_ChU15_a_DSs_a_NdCh_F",9
"723","5048","CF_ChU15_a_DSs_a_NdCh_F",18
"724","5049","CF_ChU15_a_DSs_a_NdCh_F",9
"725","5050","CF_ChU15_a_DSs_a_NdCh_F",13
"726","5051","CF_ChU15_a_DSs_a_NdCh_F",23
"727","5052","CF_ChU15_a_DSs_a_NdCh_F",12
"728","5061","CF_ChU15_a_DSs_a_NdCh_F",12
"729","5062","CF_ChU15_a_DSs_a_NdCh_F",20
"730","5063","CF_ChU15_a_DSs_a_NdCh_F",13
"731","5064","CF_ChU15_a_DSs_a_NdCh_F",9
"732","5065","CF_ChU15_a_DSs_a_NdCh_F",3
"733","5066","CF_ChU15_a_DSs_a_NdCh_F",17
"734","5067","CF_ChU15_a_DSs_a_NdCh_F",4
"735","5068","CF_ChU15_a_DSs_a_NdCh_F",13
"736","5069","CF_ChU15_a_DSs_a_NdCh_F",5
"737","5070","CF_ChU15_a_DSs_a_NdCh_F",9
"738","5072","CF_ChU15_a_DSs_a_NdCh_F",13
"739","5073","CF_ChU15_a_DSs_a_NdCh_F",16
"740","5074","CF_ChU15_a_DSs_a_NdCh_F",13
"741","5075","CF_ChU15_a_DSs_a_NdCh_F",7
"742","5076","CF_ChU15_a_DSs_a_NdCh_F",11
"743","5081","CF_ChU15_a_DSs_a_NdCh_F",10
"744","5082","CF_ChU15_a_DSs_a_NdCh_F",12
"745","5083","CF_ChU15_a_DSs_a_NdCh_F",10
"746","5084","CF_ChU15_a_DSs_a_NdCh_F",21
"747","5085","CF_ChU15_a_DSs_a_NdCh_F",27
"748","5086","CF_ChU15_a_DSs_a_NdCh_F",15
"749","5087","CF_ChU15_a_DSs_a_NdCh_F",13
"750","5088","CF_ChU15_a_DSs_a_NdCh_F",7
"751","5089","CF_ChU15_a_DSs_a_NdCh_F",7
"752","5090","CF_ChU15_a_DSs_a_NdCh_F",10
"753","5091","CF_ChU15_a_DSs_a_NdCh_F",9
